,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,인테리어,재질,사이즈,설치,색상,매트리스포함,침대 프레임
418,515,184562,"아름드리 황토흙침대 싱글 슈퍼싱글 황토볼 보료매트 돌침대, 기본황토볼",452000,5125874338,False,38,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
419,516,184562,"베스트리빙 와퍼 쇼파베드 XY-7E-S, 그레이",86900,57576449,True,8,3.5,105.0,False,베스트리빙,0,10.0,NULL,NULL,one size,NULL,그레이,NULL,NULL
420,517,184562,"보니애가구 헤일리 LED 조명 3단 서랍형 수납 침대 슈퍼싱글 (SS) 매트리스 포함, 내추럴오크",229000,291782722,False,71,4.5,16.0,False,보니애가구,착불배송,13.0,NULL,합성목재,NULL,NULL,멀티(혼합)컬러,NULL,NULL
421,519,184562,"모던바로크 비앙카 프리미엄 곡선 헤드 LED 수납 침대, 그레이, 프레임단품(매트리스 미포함)",209900,2212764638,False,31,4.5,7.0,False,,착불배송,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,520,184562,"로트 원목 4단 접이식 매트리스 저상형 프레임 깔판, 4단 접이식 프레임 SS",54000,317779771,False,52,4.0,18.0,False,,"9,000",10.0,NULL,NULL,1090 x 1990 x 30 mm,NULL,NULL,NULL,NULL
423,521,184562,"다니엘우드 원목 헤드보드 침대 부속가구 헤드DIY 침대프레임(S SS Q), 네추럴우드",35000,1223274184,False,30,4.0,36.0,False,다니엘우드,착불배송,24.0,NULL,원목,NULL,NULL,베이지,NULL,NULL
424,522,184562,"고브 베드테이블 침대책상 자취 각도조절 노트북 트레이, 고브 베드테이블(화이트)",29900,5070393612,False,14,3.5,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,523,184562,"세진침대 파로마 플렉스 LED 모션베드 전동침대+하이브리드 천연라텍스 200T 매트리스, 플렉스 모션베드+천연라텍스200T(모카그레이)",799000,1232564657,False,27,4.5,15.0,False,파로마,착불배송,15.0,NULL,NULL,NULL,NULL,NULL,매트리스포함,밀폐형
426,524,184562,"끌레오 펜즈 고무나무 통깔판 슈퍼싱글 퀸 킹 원목 침대 CL362, 고무나무 원목",247000,1625764476,False,63,5.0,3.0,False,끌레오,"40,000",3.0,북유럽,원목,NULL,NULL,브라운,별도구매,NULL
427,525,184562,"HD 리퍼A 현대의료기 205Q 퀸 황토볼 흙침대, 브라운",499000,5008203767,False,33,5.0,1.0,False,현대의료기,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,526,184562,"올바른가구 편백나무 수납형침대, 편백",520000,202909467,False,30,5.0,122.0,False,올바른가구,0,64.0,NULL,원목,NULL,NULL,NULL,별도구매,수납형
429,528,184562,"[삼익가구]위럭스 원목 침대(매트제외-슈퍼싱글), 내추럴",199000,2176128904,False,60,5.0,2.0,False,삼익가구,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430,529,184562,"젠티스 카시아 가죽 퀸 침대프레임 (매트리스 선택), 화이트",369000,53095533,False,24,4.5,78.0,False,젠티스,착불배송,30.0,NULL,인조가죽,NULL,NULL,화이트,매트리스포함,NULL
431,531,184562,"삼성흙침대 돌침대 싱글 11종 패키지 1인용 돌침대 흙침대 싱글보료, 11.S보료, 황토볼",440000,4866836000,False,60,5.0,29.0,False,,0,29.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,532,184562,"동서가구 디에치Organic 투매트리스 SS침대(7존독립) DF632712, 아이보리",339000,1241047393,False,38,5.0,11.0,False,동서가구,착불배송,9.0,NULL,NULL,NULL,NULL,NULL,매트리스포함,NULL
433,533,184562,한샘 일체형침대 S 그레이,236800,1637670019,False,20,5.0,4.0,False,한샘,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,534,184562,"[15조한정 즉시할인+원목발판+메쉬철망증정]에보니아 메리트 벙커침대 책상형 대 세트 매트포함 싱글 슈퍼싱글(책상대 1개 책장대1개), 싱글 블랙",401600,4537271090,False,8,4.5,55.0,False,,착불배송,48.0,NULL,철재,NULL,NULL,NULL,NULL,NULL
435,535,184562,센스2030 스티로폼 알갱이 약50L,16500,137729398,False,0,5.0,2.0,False,,"3,000",2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,536,184562,"세븐뷰티 접이식 마사지 침대, 접이식리클라이닝침대V-004_다크브라운",150000,56587417,False,0,4.5,129.0,False,세븐뷰티,0,33.0,NULL,인조가죽,상세페이지 참고,NULL,상세페이지참고,NULL,NULL
437,538,184562,"홈페리 소그노 클래식 침대 프레임 단품, 화이트",95820,285335553,True,10,4.0,23.0,False,홈페리,0,12.0,NULL,NULL,211cm X 108cm X 98cm,NULL,NULL,별도구매,
438,540,184562,"[하이파가구] [루이스] 슈퍼싱글 싱글침대 매트포함 색상2, 싱글-아이보리",279000,1264046901,False,0,5.0,3.0,False,,0,2.0,NULL,철제,NULL,NULL,화이트,매트리스포함,NULL
439,541,184562,"크렌시아 딜라이트 밀리 수납형 킹 침대 K+본넬 매트리스+방수커버, 그레이+화이트",299000,1175287750,False,23,4.5,16.0,False,크렌시아,착불배송,14.0,NULL,NULL,킹K,NULL,그레이,NULL,NULL
440,542,184562,"크렌시아 마커스 LED 수납형 퀸 침대 Q+본넬 매트리스+방수커버, 그레이",359000,1148758930,False,18,4.0,36.0,False,크렌시아,착불배송,35.0,모던/심플,NULL,퀸Q,NULL,그레이,NULL,NULL
441,544,184562,"캠벨침대 밀라 철제 벙커침대 프레임(매트미포함), 블랙",159000,345058011,False,0,3.5,15.0,False,,착불배송,11.0,모던/심플,NULL,NULL,NULL,블랙,별도구매,NULL
442,545,184562,"BLMG블루밍홈 슬림침대사이드테이블 헤드보드 E1 PB, 월넛ⓘP823645ⓟ",44900,1362849932,False,10,4.0,18.0,False,블루밍홈,"4,500",18.0,NULL,합성목재,슈퍼싱글,NULL,브라운,NULL,NULL
443,547,184562,"아이리스 접이식 매트릭스 침대 OTB-W(우드), 우드",177110,2627331,True,2,4.0,29.0,False,,0,6.0,NULL,철제,NULL,NULL,베이지,NULL,NULL
444,548,184562,"동서가구/착불 세레나 엔틱퀸침대(양면매트) DF912030, 화이트",399000,238442676,False,34,4.5,9.0,False,동서가구,착불배송,6.0,NULL,NULL,퀸,NULL,NULL,매트리스포함,오픈형
445,549,184562,"라꾸라꾸 라꾸라꾸침대1인용 슈퍼싱글 접이식침대 CBK-011N, 블루+그레이",230000,2040433337,False,0,5.0,7.0,False,라꾸라꾸,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,550,184562,"에보니아 [에보니아] 철제 데이베드 슈퍼싱글 C형 매트제외, 블랙",86450,2375049819,False,3,5.0,4.0,False,에보니아,착불배송,4.0,NULL,철재,NULL,NULL,NULL,별도구매,오픈형
447,552,184562,"퍼니코 피카소 SE0등급 소나무 원목침대 + 본넬매트리스 포함 (SS/Q), 화이트워시",259000,4842106571,False,48,4.5,6.0,False,퍼니코,착불배송,6.0,NULL,원목,NULL,NULL,NULL,매트리스포함,NULL
448,553,184562,"아이센스몰 접이식침대 캠핑침대 1인용, S1. N형 3단접이식-네이비",39800,1664069768,False,0,5.0,1.0,False,,"2,500",1.0,NULL,패브릭,NULL,NULL,네이비,NULL,NULL
449,554,184562,"MOLY 접이식 다기능 사무실용 침대 J2431, 침대+얇은 매트A",36700,5143933008,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,555,184562,"[트윈스몰] 스틸프레임 체어 와이드 침대의자 휴대용 접이식 침대의자 캠핑의자 사무실 접이식침대 간이침대, 와이드침대의자-블랙",51900,5382819847,False,0,5.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,556,184562,"[아마존BEST]지누스 아이언라인 하이브리드 침대 프레임 퀸, 단품",224100,152249728,False,10,5.0,11.0,False,지누스,0,3.0,NULL,NULL,퀸,NULL,NULL,NULL,NULL
452,558,184562,"[에몬스] [킹K] 휴레스트 투매트리스 침대, 색상:아이보리",779200,318424017,False,29,4.5,9.0,False,,0,8.0,NULL,NULL,킹,NULL,NULL,NULL,NULL
453,560,184562,"[라자가구]크림슨LED 평상형침대 프레임 퀸Q, 초코브라운",201000,35624536,False,54,4.0,64.0,False,라자가구,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,562,184562,"그린우드 4단 접이식 저상형 원목 침대 프레임 매트리스 깔판 받침대 미니멀티싱글, 네추럴",27900,5340092749,True,0,,,False,그린우드,0,,NULL,원목,600 x 1990 x 35 mm,NULL,NULL,NULL,NULL
455,563,184562,"라자가구 윈헤드h 평상형 침대프레임 퀸Q, 내추럴",145000,9669322,False,49,4.0,18.0,False,라자가구,착불배송,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,564,184562,보루네오하우스 모닝듀 온열 맥반석 돌침대 퀸 YS301Q,813900,39064603,False,2,5.0,12.0,False,보루네오하우스,0,2.0,NULL,합성목재,퀸,NULL,NULL,NULL,오픈형
457,566,184562,"[삼익가구]데니 밸런스 가죽 침대(슬립웰 파워 본넬 매트-퀸), 그레이",269000,1220549083,False,48,5.0,1.0,False,삼익가구,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458,568,184562,"모더니가구 레이 패브릭가죽 하단 침대프레임 받침대, 블루그레이",189000,119073365,False,21,4.5,30.0,False,,0,13.0,NULL,인조가죽,NULL,NULL,NULL,별도구매,밀폐형
459,569,184562,"동서가구 미암 PU흙침대 Q 퀸 흙침대 DF912186, 초코브라운",589000,332443079,False,41,5.0,2.0,False,동서가구,0,2.0,NULL,합성목재,NULL,NULL,다크브라운,NULL,밀폐형
460,570,184562,"가이온 스턴 침대 SS 프레임, 그레이",69800,294257688,False,54,4.5,5.0,False,가이온,착불배송,4.0,NULL,합성목재,1120x2030x800,NULL,NULL,별도구매,NULL
461,571,184562,"라꾸라꾸 라꾸라꾸침대4 싱글(일반) 1인용 사은품증정(세탁커버) 등받이각도조절 접이식침대, 단일제품",149800,2358792340,False,0,4.5,4.0,False,라꾸라꾸,0,4.0,NULL,NULL,싱글,NULL,NULL,NULL,NULL
462,572,184562,"[트윈스몰] 고강도 스틸프레임 각도조절 접이식 침대의자 캠핑의자 간이침대 야전침대 휴대용 침대의자, 모던접이식침대의자-블랙",47900,5391858606,False,0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
463,573,184562,NOVELTY 멍멍이/강아지 실리콘 냄비 손잡이 2P,5900,2004337351,False,60,4.0,7.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,574,184562,"라꾸라꾸 뉴 라꾸라꾸침대 4탄 싱글(세탁커버포함) 접이식침대, 블루+그레이",149800,1555433138,True,0,4.0,7.0,False,라꾸라꾸,0,7.0,NULL,NULL,[1-1]뉴라꾸라꾸4,NULL,스트라이프,NULL,NULL
465,575,184562,"크렌시아 젠느 LED 리노 서랍형 슈퍼싱글/퀸 침대+본넬 매트리스, 그레이",259000,338415121,False,25,4.0,102.0,False,크렌시아,착불배송,83.0,NULL,합성목재,슈퍼싱글,NULL,NULL,NULL,NULL
466,580,184562,"뷰티 BT103 BT104, BT103타이베드 블랙",99000,335188174,False,0,5.0,4.0,False,,"25,000",3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
467,582,184562,"스카이 성인벙커침대 풀세트, 카페애쉬",960000,182789092,False,0,5.0,52.0,False,,착불배송,22.0,모던/심플,NULL,NULL,NULL,NULL,NULL,NULL
468,583,184562,"소미랑 라피네 침대 철제 침대 단품, 블랙",83920,1504536593,True,0,3.0,4.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,585,184562,리타하우스 침대 프레임 매트리스 저상평 받침대 4단깔판,16900,1917141290,False,81,3.0,1.0,False,,"15,000",1.0,미니멀라이프,원목,NULL,NULL,NULL,NULL,NULL
470,587,184562,"홈페리 에일린 클래식 퀸 철제침대, 에일린 클래식 퀸 철제침대 화이트 (프레임만)",109000,2093548879,False,47,5.0,12.0,False,홈페리,"45,000",12.0,클래식/엔틱,철제,NULL,NULL,NULL,NULL,NULL
471,589,184562,"슬립스토아 라임 LED 빅서랍 수납 침대 프레임 + 본넬 매트리스 세트 SS/Q, SS 본넬, 오크",269000,4790664806,False,38,4.5,23.0,False,,착불배송,23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
472,591,184562,"라자가구 RF 플레인 LED 스탠다드 서랍침대 슈퍼싱글/퀸+베이직 본넬 매트리스+방수커버, 메이플",234000,4690012705,False,47,3.5,25.0,False,라자가구,착불배송,25.0,NULL,NULL,슈퍼싱글,방문설치,NULL,매트리스포함,NULL
473,592,184562,"리빙힙 호라이즌 철제침대 프레임 단품, 블랙",124900,339149191,True,0,4.0,17.0,False,리빙힙,0,9.0,모던/심플,철제,NULL,NULL,블랙,별도구매,NULL
474,595,184562,"모젤리가구 수납침대(로우헤드)-SS-프레임, 화이트워시",118000,1231855172,False,0,5.0,4.0,False,,착불배송,4.0,NULL,합성목재,NULL,NULL,NULL,별도구매,수납형
475,596,184562,"[구구몰]속눈썹 반영구 피부 네일 베드 페이셜침대 메모리폼 와이드 (민자형) 화이트/브라운/블랙, 브라운(12711)",235000,4321501593,False,9,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
476,597,184562,"철제 스틸 침대 프레임 슈퍼싱글 퀸 저상형 북유럽, 스퀘어 블랙",117400,2304220938,False,69,4.5,2.0,False,,"20,000",2.0,NULL,NULL,NULL,NULL,블랙,NULL,오픈형
477,598,184562,"[현대의료기] 5005SF 홍맥반석 돌쇼파 돌카우치, 브라운",594270,4364517138,False,7,4.5,3.0,False,현대의료기,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
478,599,184562,"자네트 매직큐브 소파베드, 블루",169000,1472027989,False,37,4.0,31.0,False,자네트,"20,000",31.0,모던/심플,NULL,NULL,NULL,NULL,NULL,NULL
479,601,184562,"라꾸라꾸 소파베드G CBK-009, 그레이",218000,29865253,False,0,4.5,31.0,False,라꾸라꾸,0,2.0,NULL,스웨드,111 x 188 x 22 cm,NULL,그레이,NULL,NULL
480,603,184562,"매직베드 메모리폼 가방형 2단 접이식 폴더베드, 라인",172260,145323302,True,0,5.0,28.0,False,매직베드,0,19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,604,184562,"자네트 북유럽 삼나무 침대깔판 프레임 매트리스 깔판 나무깔판 저상형, 미니싱글(XS)",13900,1085240574,False,72,4.0,66.0,False,자네트,"15,000",27.0,NULL,원목,미니싱글,NULL,옐로우,NULL,NULL
482,605,184562,"세진침대 베리 미네 무중력 모션베드 전동침대 매트리스 라텍스, 그레이",399000,1631103477,False,42,4.5,25.0,False,세진침대,착불배송,25.0,NULL,NULL,싱글(S),NULL,NULL,별도구매,
483,606,184562,"간이침대매트 접이식 1인용침대 매트리스 수면 떡실신 슈퍼싱글 싱글 패드, 작은 사각형 5cm 두꺼운",22100,1598404584,False,62,4.0,8.0,False,,"8,000",8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,607,184562,"[에몬스*특별구성] 엘리 LED 서랍형 침대(Q)_하이유로탑 매트, 단품",699000,270945829,False,6,4.5,13.0,False,에몬스홈,0,8.0,NULL,합성목재,NULL,NULL,NULL,매트리스포함,수납형
485,608,184562,"동서가구 세린 편백선반 LED 평상형 퀸 수납침대 프레임, 그레이",337900,112473858,False,35,4.5,6.0,False,동서가구,0,,NULL,NULL,퀸,NULL,NULL,별도구매,수납형
486,609,184562,"대형 인형 귀여운 토토로 침대 1인용침대 폭신 진주솜 바닥침대, 이빨형",35900,2341456384,False,81,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,610,184562,"침대생각 DH-040 포맨 쇼파베드, 그레이",129000,496052,False,35,4.0,39.0,False,침대생각,착불배송,8.0,NULL,패브릭,NULL,NULL,그레이,NULL,NULL
488,611,184562,"웰퍼니쳐 헤리티지 리클라이너 패밀리침대 3type, 라이트그레이, 0. 프레임만(매트리스 없음)",414000,2091558146,False,0,5.0,4.0,False,웰퍼니쳐,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,612,184562,"동서가구 루이 호텔에디션 투매트리스 Q침대 DF642401, 라이트그레이",375060,1833845262,False,51,,,False,동서가구,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,613,184562,"동서가구 페어리 편백나무원목 평상형 수납헤드 퀸침대 프레임 DF637507, 내추럴",559000,66097383,False,44,4.5,14.0,False,동서가구,착불배송,8.0,NULL,NULL,퀸,NULL,NULL,별도구매,NULL
491,615,184562,"[삼익가구]해리 철제 벙커 이층침대(미니포켓 독립스프링 매트리스-유로싱글), 블랙",399000,288636983,False,36,4.0,1.0,False,삼익가구,착불배송,1.0,모던/심플,NULL,NULL,NULL,NULL,NULL,NULL
492,616,184562,"TB8648 무노 베드테이블 SS DVX, 메이플",43900,1831465812,False,36,3.5,5.0,False,필웰,착불배송,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,617,184562,엄마가구 삼나무 통원목 매트리스 깔판,12500,4925678102,False,0,5.0,5.0,False,,"15,000",5.0,NULL,NULL,멀티미니싱글,NULL,NULL,NULL,NULL
494,619,184562,"레이디가구 스칸딕 로맨틱 핀란드 원목침대 Q_프레임, 내추럴",249000,233723475,False,73,3.5,2.0,False,레이디가구,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,622,184562,"고급형 접이식 반영구 마사지 침대 미용 안마베드, 01. 2단 폭 60cm(이동가방 포함)",143000,2373184931,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,623,184562,라꾸라꾸침대본사 라꾸라꾸 레저용 침대 CBK-014) 접이식침대,97800,5301919970,False,0,,,False,라꾸라꾸,0,,NULL,철제+매트리스,NULL,NULL,블루+그레이+화이트/스트라이프,NULL,NULL
497,624,184562,"동서가구 루블 베이직 원목침대 슈퍼싱글_프레임, 내츄럴",229000,4395804923,False,54,1.0,1.0,False,동서가구,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,626,184562,"가구야 퀸 515 평상형 LED 침대, 화이트(프레임 + 본넬매트리스)",299000,72552085,False,11,4.0,258.0,False,가구야,착불배송,48.0,NULL,NULL,퀸,NULL,NULL,매트리스포함,NULL
499,627,184562,"크렌시아 오로라2 LED 멀티수납 침대 + 독립CL20T매트리스 방문설치, 화이트",455050,2035042653,True,5,4.5,6.0,False,크렌시아,0,6.0,NULL,NULL,NULL,방문설치,NULL,매트리스포함,수납형
500,628,184562,이지슬립 물매트리스 첨가제 물침대 매트리스 부패방지,19800,162766791,False,0,3.0,4.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,630,184562,"필우드가구 로제 원목 퀸침대, 마린그레이",219000,216663922,False,39,4.5,98.0,False,,착불배송,42.0,NULL,원목,퀸침대,NULL,그레이,NULL,NULL
502,632,184562,"[삼익가구]오염방지 패드(Q+SS)(침대주문시 배송가능), 단품",28900,4617998439,False,41,5.0,1.0,False,삼익가구,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,633,184562,"각도조절 베드 테이블 쿨링팬 타입, 블랙",38800,1748746936,True,0,4.0,6.0,False,21세기트랜드,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
504,634,184562,"미코퍼니처 비앙카 철제 벙커침대 슈퍼싱글 프레임(매트미포함), 화이트",149000,343335213,False,0,4.0,23.0,False,,착불배송,15.0,모던/심플,NULL,NULL,NULL,화이트,별도구매,NULL
505,635,184562,"다퍼남 KREVET 휴대용 접이식 간이침대 DPN-KREVET, 그레이",39800,4803477933,False,0,4.0,1.0,False,다퍼남,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
506,636,184562,"소미랑 엘르 철제 이층침대, 화이트",179000,178885331,False,0,4.0,20.0,False,소미랑,"50,000",10.0,모던/심플,철재,NULL,NULL,NULL,NULL,NULL
507,637,184562,"수도권 빠른배송 우리가족을 위한 우리집 패밀리침대, 그레이, 침대+매트리스(파워본넬쟈가드)",459000,35587435,False,49,4.5,26.0,False,,착불배송,8.0,NULL,국내산 PU,퀸+퀸,NULL,NULL,NULL,NULL
508,638,184562,"[삼익가구]모스트 일체형 필로우탑 매트리스 침대(퀸), 그레이",219000,307049090,False,56,5.0,3.0,False,삼익가구,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,오픈형
509,639,184562,"동서가구 LV 레인 LED 1단수납 슈퍼싱글침대&퀸침대 (매트리스 선택), 화이트",179900,119580120,False,37,4.0,247.0,False,동서가구,착불배송,29.0,모던/심플,NULL,NULL,NULL,NULL,별도구매,수납형
510,640,184562,"젠티스 메이 평상형 PU가죽(매트리스포함) 침대세트 퀸사이즈, 화이트, 프레임+참숯지퍼골드 매트리스",269000,3439472,False,31,4.5,256.0,False,젠티스,착불배송,32.0,NULL,원목,상세페이지참고,NULL,화이트,매트리스포함,NULL
511,643,184562,"캠벨침대 루카스 평상형 수납침대, 화이트",89000,161771981,False,0,4.0,7.0,False,,착불배송,6.0,NULL,합성목재,1000×2030×240(mm),NULL,화이트,NULL,NULL
512,644,184562,"현대교역 경락베드 BS-223 경락침대 맛사지베드 스웨디시침대 피부관리침대 마사지베드 미용침대, 연미(BS-223)/열선",225000,1407000637,False,0,3.0,3.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
513,645,184562,"동서가구 마리 패브릭패턴 FPL가죽 3인용 쇼파 접이식 소파베드, 그레이",231570,4547701243,False,7,5.0,2.0,False,동서가구,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
514,647,184562,"[오플] 현대메디컬 황토볼 카우치, 없음",690000,222095236,False,12,4.5,13.0,False,현대의료기,0,5.0,NULL,합성목재,NULL,NULL,브라운,NULL,오픈형
515,648,184562,"[베네스트] 더블유ll 3인용 패브릭 접이식 평상형 소파베드, 색상:다크그레이",290780,176869582,False,18,5.0,18.0,False,,0,9.0,모던/심플,NULL,NULL,NULL,NULL,NULL,NULL
516,649,184562,"세진침대 파로마 덴버 모던 저상형침대+필드본넬 매트리스, 덴버 모던 저상형침대+필드본넬(초코브라운)",169000,279857284,False,0,4.0,16.0,False,파로마,착불배송,10.0,NULL,NULL,NULL,NULL,NULL,매트리스포함,NULL
517,650,184562,"세진침대 파로마 덴버 모던 저상형침대+필드7존독립40T 매트리스, 덴버 모던 저상형침대+필드7존독립40T(아이보리)",229000,286846327,False,0,5.0,2.0,False,파로마,착불배송,2.0,NULL,인조가죽,NULL,NULL,NULL,매트리스포함,저상형
518,651,184562,"한샘 아임빅 수납침대SS_수납헤드형(컬러8종)+매트, 침대색상:F형: (헤드)라이트그레이/(하부)오크",536800,1634668385,False,16,5.0,4.0,False,한샘,0,4.0,NULL,NULL,NULL,NULL,브라운,매트리스포함,수납형
519,652,184562,"라자가구 NEW 베드테이블 Q퀸, 화이트",52000,10756127,False,44,4.0,34.0,False,라자가구,착불배송,1.0,NULL,합성목재,퀸,NULL,화이트,NULL,NULL
520,653,184562,"지누스 스마트베이스 엘리트 침대 프레임 (싱글), 단품",98100,152249473,False,10,5.0,16.0,False,지누스,0,9.0,NULL,NULL,싱글,NULL,NULL,NULL,NULL
521,654,184562,"홈페리 비쥬이층침대 2층침대 철제침대 철재침대 1층 2층매트리스포함, 블랙, 프레임+기본매트리스(1층+2층)",299000,102407096,False,25,4.5,109.0,False,홈페리,"55,000",4.0,모던/심플,NULL,NULL,NULL,NULL,NULL,NULL
522,655,184562,"가구야 메이 저상형침대 + 유로탑 Q1 매트 방문설치, 그레이",389000,4355473957,True,0,5.0,3.0,False,가구야,0,3.0,NULL,NULL,NULL,방문설치,NULL,NULL,NULL
523,657,184562,엣지퍼니처 도노 스프러스 원목 400 베드벤치 평상 소파베드,162000,25781640,False,0,4.5,84.0,False,엣지퍼니처,착불배송,36.0,NULL,원목,가로: 768mm X 세로: 2025mm X 높이 :400mm,NULL,NULL,NULL,NULL
524,658,184562,"[레스토닉] 프리미엄 필로우탑 투매트리스 3종 침대(SS/Q/K), 머드그레이",649000,4947697756,False,45,,,False,,0,,NULL,NULL,NULL,방문설치,NULL,매트리스포함,NULL
525,660,184562,"북유럽 소나무100% 침대 받침대 프레임 매트리스 깔판 저상형, 초미니싱글MMS",9900,240842199,False,33,5.0,1.0,False,,"15,000",,NULL,원목,초미니싱글,NULL,내츄럴,NULL,NULL
526,662,184562,"국민흙침대 스타쇼파 흙쇼파 돌쇼파, 황토볼",790000,123282010,False,69,5.0,13.0,False,국민흙침대,0,12.0,NULL,합성목재,NULL,NULL,브라운,NULL,오픈형
527,663,184562,"100%원목 베르디 고무나무 원목침대, 고무나무원목 도장",390000,252308539,False,0,4.5,6.0,False,,착불배송,3.0,NULL,원목,NULL,NULL,브라운,NULL,NULL
528,664,184562,"끌라로 침대안전가드 슬라이딩 베이직 180, 별 화이트",38380,4690131062,True,12,5.0,2.0,False,끌라로,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
529,665,184562,"이케아 NORDLI 노르들리 수납침대프레임 전국 무료조립 구매전 페이지 착불배송비 확인부탁드립니다., 화이트 수도권착불 140000원",289900,4518042430,False,0,,,False,이케아,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
530,666,184562,"이동식베드테이블 접는 접이식사이드 침대용 침대 테이블 책상 밥상 식탁, 본품",19400,4323154452,False,0,4.0,1.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
531,668,184562,"라자가구 RF 멜로우 LED 스탠다드 일반 SS/Q 침대프레임 (매트제외), 그레이",99000,4506833219,False,63,4.0,8.0,False,라자가구,착불배송,8.0,NULL,NULL,슈퍼싱글,방문설치,NULL,별도구매,NULL
532,669,184562,"라자가구 RF 스테이 LED 리노 서랍 침대+베이직 본넬 매트리스+방수커버, 화이트",259000,4328272445,False,31,4.0,17.0,False,라자가구,착불배송,17.0,NULL,NULL,슈퍼싱글,방문설치,NULL,매트리스포함,NULL
533,671,184562,"메리노가구 원목 안전가드 침대보호대 난간대, 3단96",34900,4516698638,False,19,5.0,2.0,False,,0,2.0,NULL,원목,싱글,NULL,내츄럴,NULL,NULL
534,672,184562,"바로방가구 샌디 수납형 서랍형 슈퍼싱글 퀸 침대 프레임, 그레이워시",125000,1338885203,False,45,3.5,5.0,False,,착불배송,5.0,NULL,합성목재,NULL,NULL,NULL,별도구매,수납형
535,673,184562,"[한정 11조 추가쿠폰증정]에보니아토리노평상형철제퀸침대(프레임), A형_화이트, 퀸",107600,336756699,False,5,4.5,44.0,False,에보니아,착불배송,8.0,NULL,철제,퀸,NULL,NULL,별도구매,NULL
536,676,184562,"르메르침대 심플라인, 아카시아",194000,61700851,False,17,3.5,4.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,매트리스포함,NULL
537,682,184562,"젠티스 스퀘어 시리즈 저상형 슈퍼싱글 퀸 패밀리 침대프레임, 스퀘어 헤드업 (그레이)",180000,1747891574,False,40,5.0,3.0,False,젠티스,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
538,683,184562,"동서가구 LV 이즈 카이 LED 수납침대 슈퍼싱글 퀸 (매트리스선택), 워시",129000,5307480205,False,41,4.0,69.0,False,동서가구,착불배송,57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
