,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,잠금방식,중량,경보기,지문인식
137,200,184616,"디프로매트금고 S500B 블랙 매직터치패널 내화금고 60kg 선반 서랍 2중경보 내부LED조명 모터식, i-S500 레드",400000,12282565,False,24,4.5,15.0,False,,0,2.0,NULL,디지털방식,60kg,경보기있음,NULL
138,202,184616,"선일금고 가정사무용 ES-045 루셀NEW, 블랙",346000,1195705489,False,0,5.0,6.0,False,선일금고,0,6.0,NULL,디지털방식,110kg,경보기있음,NULL
139,203,184616,"캐쉬박스 철재금고 중형, 블루",11500,15922002,False,0,4.0,12.0,False,,"2,500",1.0,20X16X9cm,열쇠/자물쇠,NULL,NULL,NULL
140,204,184616,개업선물 포스 금전함 카운터금고 캐쉬박스 돈통 포스기 카드단말기 연동 금전함,43000,5351772861,False,0,,,False,,0,,460x455x170,열쇠/자물쇠,NULL,NULL,NULL
141,205,184616,"나만의 비밀 금고 미니금고 저금통 핑크금고, 레드",24000,1320318802,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
142,207,184616,"선일금고 YES-M020 디자인/디지털 내화금고/40kg/서랍1개/2중경, 2층이상(엘레베이터X)/YES-M020 블루",200110,242904839,False,8,5.0,3.0,False,선일금고,0,1.0,NULL,NULL,NULL,NULL,NULL
143,208,184616,"ELLESI 엘르시금고 ELS-350H 터치, 블랙",108000,229396414,False,20,4.0,6.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
144,209,184616,"현대오피스 수제금고 카운터금고 C-505 금고, 150*330*390",59740,947487,False,0,4.5,10.0,False,,0,1.0,150*330*390,다이얼방식,NULL,NULL,NULL
145,210,184616,"선일금고 이볼브금고 이볼브 EV-040블랙 NK, EV-040NK블랙색상",490000,248314799,False,0,4.5,6.0,False,,0,5.0,NULL,디지털방식,63g,경보기있음,NULL
146,211,184616,"아리코 비밀 책 암호형 금고, 먼로",13770,2352643,True,31,4.0,122.0,False,아리코,0,23.0,NULL,다이얼방식,NULL,NULL,NULL
147,212,184616,"범일 디지털 내화금고 ESD-102 가로형 37kg 이중잠금, 본품",173000,9519698,False,0,5.0,14.0,False,,0,2.0,NULL,디지털방식,37kg,NULL,NULL
148,213,184616,"베스트데코 철재 금고 모음 열쇠금고 다이얼금고 미니금고 소형금고 저금통 돈통 가정용금고 개인금고 비밀상자, 철재열쇠금고_대_레드",18000,1743900979,False,0,4.5,3.0,False,베스트데코,0,3.0,NULL,NULL,NULL,NULL,NULL
149,214,184616,"예일 프리미엄 가정사무용 안전금고, 혼합 색상",209300,116391399,True,0,5.0,1.0,False,예일,0,1.0,NULL,NULL,NULL,NULL,NULL
150,215,184616,"[K&J 금고] 카운터금고 수제금고 모음 가게용금고, C-330 포스겸용_레드",38800,4319763910,False,28,4.0,5.0,False,,"2,700",4.0,NULL,NULL,NULL,NULL,NULL
151,216,184616,"아크금고 17E, 핑크",24900,12627149,False,10,4.5,108.0,False,,0,7.0,230 x 170 x 170 mm,디지털+아날로그,3kg,NULL,NULL
152,218,184616,"디프로매트금고 소형금고 미니금고 생일선물 가정용금고, P200C (12kg) 아이보리",130000,23683577,False,0,4.5,29.0,False,,0,5.0,200x435x365mm,디지털방식,12kg,NULL,NULL
153,219,184616,"범일 ESD-105 내화금고/신디지털락+키 2중/127kg/서랍/선반, 2층이상(엘레베이터X)/범일금고 ESD-105",386660,242846039,False,8,4.0,5.0,False,범일금고,0,4.0,NULL,NULL,NULL,NULL,NULL
154,220,184616,"돈통 금전함 세이프박스 비상금 지폐 보관함 현금 보관 통, AD",17300,4508859203,False,0,3.0,1.0,False,,"10,000",1.0,NULL,NULL,NULL,NULL,NULL
155,221,184616,"선일금고 터치전자락 인테리어 내화금고 NEW ESV-TR6500(100kg), 배송지엘리베이터O 크리스탈블랙",699000,1213151821,False,12,5.0,1.0,False,선일금고,0,1.0,NULL,NULL,NULL,NULL,NULL
156,223,184616,"선일금고 ESV-100 가정용 개인 소형, 네이비",211800,2140891465,False,29,5.0,4.0,False,선일금고,0,4.0,NULL,NULL,NULL,NULL,NULL
157,226,184616,"선일 가정용 사무용 개인 소형 루셀 금고, ESV200 네이비",267800,85517616,False,0,4.5,9.0,False,,0,6.0,536*410*445,디지털방식,63kg,경보기있음,NULL
158,227,184616,"강철 도난 방지 지능형 WiFi 모니터링 원격 임시 암호 사무실 스마트 디지털 금고, 60cm카본(비밀번호+키)",199900,5198055685,False,37,,,False,호패,0,,NULL,NULL,NULL,NULL,NULL
159,229,184616,"선일금고 인테리어 금고커버 YES-031D ESV200 POS-031D, 그린",27800,291553346,False,15,2.0,1.0,False,선일금고,"3,000",,NULL,NULL,NULL,NULL,NULL
160,233,184616,"루셀 이글세이프 선일금고 나오미금고 NV-040 소형금고 보석함증정 방문설치배송, NV-040SK",480000,2304615437,False,0,4.0,4.0,False,,0,4.0,NULL,디지털방식,NULL,경보기있음,NULL
161,234,184616,"가정용금고 사무용품 보안용품 디지털금고 미니금고 지아이엘 문구 사무기기, A.블랙카우안전금고BC-25(소형)",83200,1958786906,False,0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
162,236,184616,"업소 DNP 카운터 수제금고 NC-350 슬라이딩형 돈통, 상세페이지 참조",88320,5271324664,False,52,,,False,범일금고,0,,NULL,NULL,NULL,NULL,NULL
163,237,184616,"선일금고 ES 시리즈 100 205kg 가정-사무용 강력내화금고im, 회색-기본",545000,22188187,False,9,5.0,3.0,False,선일금고,0,2.0,NULL,디지털+아날로그,205kg,경보기있음,NULL
164,239,184616,"선일금고 ES 시리즈 080 165kg 가정-사무용 강력내화금고im, 아이보리-제작",442000,22188185,False,0,5.0,1.0,False,선일금고,0,,NULL,디지털+아날로그,165kg,경보기있음,NULL
165,240,184616,[K&J 금고] 캐쉬(내함)CASH TRAY 미니금고 캐쉬박스 캐쉬트레이 카운터금고 소형금고,28000,45128251,False,0,4.5,11.0,False,,"2,700",4.0,NULL,NULL,NULL,NULL,NULL
166,241,184616,"알루미늄 합금 암호 저장 상자 잠금 저장 상자 작은 가정용 분류 인증서 파일 금고 대용량, 은",24300,4813042419,False,22,,,False,,0,,NULL,NULL,NULL,NULL,NULL
167,242,184616,"디프로매트 ML7 가정사무용 매직터치 내화금고 2중경보 설치배송(63kg), 블랙",418000,95044027,False,29,4.5,19.0,False,디프로매트,0,8.0,NULL,NULL,NULL,NULL,NULL
168,243,184616,"(식당카운터금고 카운터돈통 현금금고)식당 업소 카운터 현금 캐쉬 돈통 오픈형 수제금고 K/W-생활_종합+DSsn213197EA, DSSH 본상품선택, DSSH 본상품선택",104470,5530680901,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
169,244,184616,"수제금고 수제철재금고 개인금고 (C-302)금고, 기본",46000,312804855,False,0,4.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL
170,245,184616,"세이프박스 돈통 비상금 금전함 개인금고 지폐보관함 현금 캐쉬 작은금고, 돈통(중형)_블루",15900,5417554811,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL
171,246,184616,"[K&J 금고] 높낮이 조절 책상 업다운 데스크 자세교정, ST-720",176000,172846663,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
172,247,184616,"[K&J 금고] 열쇠꽂이 소형 열쇠보관함키박스, 열쇠꽂이 10P",9900,136693559,False,0,4.5,2.0,False,,"2,700",,NULL,NULL,NULL,NULL,NULL
173,248,184616,"선일금고 루셀 NEW ES-100 디지털 내화금고 205kg 서랍1개 선반2개, 블랙",545000,1119705274,False,30,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
174,249,184616,"mg이글코리아 수제금고 668M 795g 195x165x85mm 026684 - 개인금고 소형금고 캐시박스 사무용금고 내화금고fmm0110, 상세페이지 참조",24510,4769128853,False,19,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL
175,250,184616,"대형금고 디지털락 + 키락 강력 내화금고 100EHK/120EHK/130EHK/200EHK(201kg~338kg), 아이보리, 엘리베이터O, 100EHK (201kg)",619000,5029506096,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
176,251,184616,"디프로매트 지문인식 내화금고 비욘드 BY700 프리미엄 방도 경보시스템 자동잠금, 샴페인골드",995000,1129963971,False,0,,,False,디프로매트,"30,000",,NULL,NULL,NULL,NULL,지문인식 가능
177,252,184616,"개인 장농금고/볼트고정/빌트인/호텔금고 WS-5540TB, 블랙",224000,5041598346,False,0,,,False,윈텍,0,,NULL,NULL,NULL,NULL,NULL
178,253,184616,"[K&J 금고] KJ-80EF-D 대형금고 투입식금고, KJ-80EF-D(투입구겸용)",330000,11329329,False,0,5.0,3.0,False,,0,2.0,800(H)*450(W)*404(D)(mm),디지털+아날로그,37kg,NULL,NULL
179,254,184616,"윈텍 철재금고볼트고정식 WS-3540TB 블랙 장롱 서랍형금고, 없음",220220,242932515,False,9,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
180,255,184616,못난이저금통(대)4p세트 인형저금통 못난이저금통대 장난감저금통 돈통,32050,2159484348,False,2,,,False,,0,,NULL,NULL,NULL,NULL,NULL
181,256,184616,"STK 용접기 앞치마 보호 안전 복장, 푸른",13510,252966303,False,7,,,False,,0,,NULL,NULL,NULL,NULL,NULL
182,257,184616,"래*큐쫰동펴쾡콱쿅디자인에버 파리 에펠탑 표지 책금고el*f-kdltm-+, 채룩!!",29470,4795005021,False,28,,,False,,0,,NULL,NULL,NULL,NULL,NULL
183,258,184616,"가정용 내화금고 ESD-104A(73kg), 엘리베이터O",220000,5029507249,False,0,,,False,,"44,000",,NULL,NULL,NULL,NULL,NULL
184,259,184616,"아이이피 i3500FP 금고, 블랙",77010,4785136335,False,6,,,False,아이이피,0,,NULL,NULL,NULL,NULL,NULL
185,260,184616,"휴대용 미니금고 열쇠 다이얼 소형금고 차량용금고 가정용금고, 블랙 다이얼형",28900,5526784735,False,63,,,False,,0,,NULL,NULL,NULL,NULL,NULL
186,261,184616,"선일금고 AEGIS 이지스금고 이지스 EG-120 EGE-120 프리미엄내화금고, EGE-120BW",1936000,322827351,False,0,5.0,1.0,False,,0,1.0,NULL,디지털방식,NULL,경보기있음,NULL
187,262,184616,"디프로매트금고 NEW 디지털 터치방식 내화금고 K500 53kg 선반 서랍, K500 크림 화이트",258000,1093576947,False,16,4.0,1.0,False,,0,1.0,NULL,디지털방식,NULL,경보기없음,NULL
188,263,184616,"선일금고 ES-080 금고, 아이보리(주문제작-10일소요) / 기본디지털락",442000,11110692,False,0,,,False,선일금고,0,,NULL,NULL,165kg,경보기있음,NULL
189,264,184616,"철재 금고 모음 열쇠금고 다이얼금고 미니금고 소형금고 저금통 돈통 가정용금고 개인금고 비밀, 철재열쇠금고_소_레드",16600,1748520027,False,17,5.0,1.0,False,베스트데코,0,1.0,NULL,NULL,NULL,NULL,NULL
190,265,184616,"민스리빙 비밀 책 암호형 금고 북세이프 소형금고, 책금고(중형)에펠탑",9990,198676723,False,0,4.5,9.0,False,민스리빙,0,4.0,NULL,NULL,NULL,NULL,NULL
191,266,184616,[EZ] (현대오피스) 카운터금고 수제금고 C-505/슬라이딩 486520ea,97410,5507127224,False,9,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
192,267,184616,"디프로매트 디지털+키락 내화금고 130EHK (348kg), 블랙콤비, 1층배송",780000,5041597578,False,0,,,False,디프로매트,"110,000",,NULL,NULL,NULL,NULL,NULL
193,268,184616,"가정용금고 소형금고 내화금고 디자인금고 디프로매트금고 하나금고 개인금고 비밀금고 현금금고 현금보관, 블랙, 울트라블랙",468000,4976646923,False,22,,,False,,"30,000",,NULL,NULL,NULL,NULL,NULL
194,269,184616,"비밀번호 수납함 책상 소품 서류문서 안전보관 금고, 화이트",45000,2338988160,False,4,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
195,270,184616,"[W+2A0+4DF]식당 업소 카운터 현금 캐쉬 돈통 오픈형 수제금고 @ManGiving*7ea+Dreams, opt:: 본상품선택",84610,5139763766,False,0,,,False,범일금고,0,,NULL,NULL,NULL,NULL,NULL
196,271,184616,"선일금고 루셀 NEW ES-045 디지털 내화금고 110kg 서랍1개 선반1개, 블랙",346000,1119693194,False,33,4.5,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL
197,272,184616,"범일금고 수제금고 C-302 H155xW365xD250 신형 061210 - 개인금고 소형금고 캐시박스 사무용금고 내화금고, 상세페이지 참조",64080,4621898026,False,0,,,False,범일금고,"2,500",,NULL,NULL,NULL,NULL,NULL
198,273,184616,"[K&J 금고] 카운터금고 수제금고 모음 가게용금고, CASH-300P(비밀번호+와이어)",33000,5421778328,False,25,,,False,,"2,700",,NULL,NULL,NULL,NULL,NULL
199,274,184616,"[리나상회_LINA STORE] __ 캐시박스 철재 개인금고 대형 __ _ JM030921/AD25312 _ /즐거운쇼핑/ !트랜디하고 유용한 상품!, * 상품선택 : 레드 __[리나상회]",20800,5152718108,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
200,275,184616,"[K&J 금고] KJ-600 디지털금고 이중금고 강력금고 도난경보장치 소형금고, KJ-600 디지털금고_블랙",230000,253075040,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
201,276,184616,"크리에잇투 책모형 개인금고 (열쇠형) 소형금고, 영어사전",7200,34475380,False,0,4.0,2.0,False,,0,1.0,NULL,열쇠/자물쇠,NULL,NULL,NULL
202,277,184616,"홈트너 누보세이프 소형금고 지문인식 사무용 가정용금고, 다크그레이",166260,1493385827,False,2,,,False,,0,,NULL,NULL,NULL,NULL,지문인식 가능
203,278,184616,JSA425269(주문3일내 출고)우편함 앞면스텐 대,17260,2083699237,False,4,,,False,스마일굿,"3,000",,NULL,NULL,NULL,NULL,NULL
204,279,184616,"DAY1금고 사무실금고 가정용금고 디지털금고, 골드",183900,4988657179,False,1,,,False,,"10,000",,NULL,NULL,NULL,NULL,NULL
205,280,184616,"소녀 하트 금고 인스타 틱톡 열쇠 비번 저금통 핑크 수납장 기숙사 귀여운 소형, 초대형 금고 - 화이트",25800,5455556877,False,52,,,False,,0,,NULL,NULL,NULL,NULL,NULL
206,281,184616,"[천삼백케이] [히키스] 선일 슬라이딩금고 2단 SC-3000 Gold, 골드SC-3000",75500,295555093,False,0,,,False,이글,0,,NULL,NULL,NULL,NULL,NULL
207,283,184616,"디베이직 디지털 미니금고, 핑크",24900,5504051823,False,0,4.0,41.0,False,디베이직,0,,230 x 170 x 170 mm,디지털방식,4kg,경보기있음,NULL
208,284,184616,"신비아파트 자동 비밀 금고 30000, 신비",18900,5470906338,False,37,4.0,1.0,False,신비아파트,"3,500",1.0,NULL,NULL,NULL,NULL,NULL
209,285,184616,"인하우스 북세이프 책금고 소형 비밀금고 저금통 미니금고 휴대용 금고, 레드",6800,29699636,False,0,5.0,4.0,False,,"3,000",,NULL,NULL,NULL,NULL,NULL
210,286,184616,"나만의 비밀번호 금고지폐저금통, 블랙",15180,5463913736,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
211,287,184616,"콤비네이션 자물쇠가있는 안전 책-Jssmst 홈 사전 전환 금속 안전 잠금 상자 2017 SM-BS0401S 검은 색 작은, 단일옵션",28300,1762209392,False,0,,,False,,"11,600",,NULL,NULL,NULL,NULL,NULL
212,288,184616,LRY800889골드 팬시 돼지저금통(올금장) (대) 잔돈저금통,4280,4517307146,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
213,289,184616,"다용도보관함 파일박스 A4파일 캐쉬박스 서류보관함, FB-03 다용도보관함",28000,2237672821,False,20,5.0,1.0,False,,"2,700",1.0,NULL,NULL,NULL,NULL,NULL
214,290,184616,현대오피스 수제금고 NC-550,71070,947384,False,0,4.5,16.0,False,,0,,160 x 350 x 415cm,다이얼방식,NULL,NULL,NULL
215,291,184616,"디프로매트금고 100TFL 201kg 지문인식금고, 아이보리",656700,6543195,False,0,4.5,3.0,False,,"66,000",2.0,NULL,디지털방식,201kg,NULL,NULL
216,292,184616,MY 왕특대 황금돼지 저금통,8890,2156403057,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL
217,293,184616,무배)카피어랜드)미니금고(CES-17/화이트),56170,5449844641,False,0,,,False,카피어랜드,0,,NULL,NULL,NULL,NULL,NULL
218,294,184616,"[범일금고] 개인용금고 사무용금고 ESD103, 상세 설명 참조",166840,190613956,False,19,,,False,범일금고,0,,NULL,NULL,NULL,NULL,NULL
219,295,184616,"업소금고/매장금고/수제금고/카운터금고/개업선물, C-320",42000,5041598481,False,0,,,False,범일금고,"5,000",,NULL,NULL,NULL,NULL,NULL
220,296,184616,"국산K급주방소화 국산 K급주방소화기4kg 03ADCF+P6: 용유화재소화기_ S&Y+ S4202J, 쿠팡스토어 본상품선택",134250,2083121624,False,2,5.0,1.0,False,,"4,000",1.0,NULL,NULL,NULL,NULL,NULL
221,298,184616,"나만의 책사이 금고 명작동화 세이프박스 비상금 책 예쁜 개인금고, 레미제라블",17000,4838470444,False,0,5.0,1.0,False,재미월드,"2,500",1.0,NULL,NULL,NULL,NULL,NULL
222,300,184616,"007 가방 번호 잠금장치 귀중품 임시 보관함 유언장 보관, 작은 직각 실버 키 잠금",29700,2161053882,False,64,2.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
223,301,184616,"명작동화 세이프박스 비상금 책 개인금고, 이상한 나라의 앨리스",17500,4856080289,False,39,3.0,2.0,False,재미월드,"2,500",2.0,NULL,NULL,NULL,NULL,NULL
224,302,184616,"80cm 1m 1.2m 고급색감 비밀번호 지문 열쇠 인테리어 금고, 80cm-블랙-(비밀번호+키)",275000,4340719136,False,65,3.0,6.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL
225,303,184616,"이글 미니 수제 금고/소 668S/중 668M/대 668L, 미니금고/소/668S",18400,120952027,False,26,5.0,1.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL
226,304,184616,"오에이데스크 디지털 충격 감지 안전 금고 25D 지폐 투입구, 블랙",51150,51410444,True,43,4.0,39.0,False,,0,11.0,25 x 35 x 25 cm,디지털+아날로그,6.6kg,경보기있음,NULL
227,305,184616,"클라우스 클래식 캐쉬북 금고, 레미제라블",17500,855598,False,0,4.5,56.0,False,클라우스,"3,000",1.0,4.5 x 15 x 22cm,열쇠/자물쇠,NULL,NULL,NULL
228,306,184616,"범일금고 ESD104A 금고, 그레이콤비(기본) / 기본디지털락",265000,3634398,False,0,5.0,2.0,False,범일금고,0,2.0,NULL,디지털+아날로그,73kg,경보기없음,NULL
229,307,184616,"[스카이몰] 비밀번호형 책금고 네이비 대형, 네이비/대형",15600,177130407,False,0,4.0,7.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL
230,309,184616,선일금고 아이큐브 MARVEL ICB-040M04 마블 아이언맨금고,859000,284917413,False,0,3.0,2.0,False,선일금고,0,2.0,NULL,디지털방식,NULL,경보기있음,지문인식없음
231,310,184616,"엘르시 가정용금고 ELS-450, ELS-450P(비밀번호터치락)골드브라운",166500,64412771,False,0,4.5,20.0,False,엘르시,0,4.0,상세설명참조(ELS-450P(비밀번호터치락)골드브라운),상세설명참조(ELS-450P(비밀번호터치락)골드브라운),NULL,NULL,NULL
232,313,184616,"엘르시 ELS-C300 돈통 카운터 금고 캐쉬박스, ELS-C300 블랙",38700,1666745497,False,0,4.5,2.0,False,엘르시,0,2.0,NULL,NULL,NULL,NULL,NULL
233,314,184616,"디프로매트 개인안전함 소형금고 P200C, 아이보리",120000,302951020,False,27,4.0,7.0,False,디프로매트,0,5.0,NULL,디지털방식,NULL,경보기없음,불가
234,317,184616,"선일금고 선일 스마트금고 루셀 WOUP-040 WOUP-060, WOUP-060PM3",1380000,339404254,False,0,4.5,3.0,False,선일금고,0,3.0,NULL,NULL,100kg,경보기있음,NULL
235,322,184616,"디프로매트 매직터치 내화금고 60kg ML7 방문설치, 화이트마블",459000,2044275869,False,0,4.5,24.0,False,디프로매트,0,8.0,NULL,NULL,NULL,NULL,NULL
236,324,184616,"선일 수제금고 카운터금고 SC-3000B 버튼 슬라이딩 매장금고 돈통 소형금고, 본품",65800,9533575,False,0,5.0,4.0,False,,0,2.0,NULL,다이얼방식,NULL,NULL,NULL
237,325,184616,"캐시박스 소, 레드",9900,4527861890,False,0,4.0,9.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL
238,327,184616,"시너그래프 사무용 가정용 개인 지문인식 디지털 금고 4가지 모델, SG-2031SF",48000,319799650,False,0,5.0,4.0,False,,0,3.0,305X140X190,디지털+아날로그,3kg,경보기없음,NULL
239,328,184616,"선일금고 루셀 프리미엄 3중 강력빗장 내화금고 is500(63kg), 엘리베이터X 네이비",490000,1223577264,False,16,4.5,37.0,False,선일금고,0,31.0,NULL,NULL,NULL,NULL,NULL
240,329,184616,범일금고 원터치 오픈형 안전보관 카운터금고 C-320 [창업 개업선물],37900,67588118,False,19,5.0,3.0,False,범일금고,"5,000",1.0,NULL,NULL,NULL,NULL,NULL
241,330,184616,"한소픈 용돈박스 미니금고 철제금고 소형금고 가정용 금고 보관함, 레드",8200,1232493481,False,0,5.0,2.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
242,331,184616,"범일 ESD-103T 내화금고/신디지털+키 2중/51kg/서랍, 1층배송/범일금고 ESD-103T(세로형)",202290,242846139,False,8,4.5,9.0,False,범일금고,0,7.0,NULL,NULL,NULL,NULL,NULL
243,333,184616,"아이이피 i3900FP 지문인식 음성지원금고 스마트 지문금고, 스마트중형금고 i3900FP (블랙)",199800,1282474582,False,0,4.5,8.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL
244,335,184616,"디프로매트 가정용 미니금고 개인 인테리어 디자인 combi5, 티타늄블랙",145000,5078058560,False,42,5.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL
245,337,184616,"가정용금고 사무용 비밀번호 지문금고 대형돈궤 수납함 비밀함, 45B형-골드-비밀번호버전",147800,4824323033,False,13,3.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL
246,338,184616,지폐3칸 동전4칸 땡~ 소리나는 매장용 슬라이딩금고 매장 돈통 금전출납기 2중잠금장치 업소 카운터 캐쉬 현금 보관 안전보관 보안 금고,85300,4368073476,False,38,,,False,,0,,NULL,NULL,NULL,NULL,NULL
247,339,184616,"타이거 스마트 금고 (35/45/60cm) 디지털 지문인식 소형 중형 대형 금고, 비밀번호, Silver, 35cm",112000,4505459932,False,0,5.0,1.0,False,,"65,000",1.0,NULL,NULL,NULL,NULL,지문인식 가능
248,340,184616,"매직터치 프리미엄 내화금고 ML9(64L 100kg), 엘리베이터O, 블랙",699000,2126896128,False,0,4.0,1.0,False,디프로매트,0,1.0,NULL,NULL,NULL,NULL,NULL
249,343,184616,"세이프락 가정용 금고 EA-17, 블랙",27900,846016,False,0,4.5,33.0,False,세이프락,0,3.0,230 x 170 x 170mm,디지털+아날로그,2.8kg,NULL,NULL
250,344,184616,"디프로매트 크리스탈 가정용 내화금고 K500, 다크 그레이",228000,335750077,False,0,,,False,디프로매트,"30,000",,NULL,NULL,NULL,NULL,NULL
251,345,184616,"디프로매트금고 NEW 580ENK 58kg 이중잠금, 580AT MD(몬드리안구성)",310600,5398423292,False,18,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,경보기없음,NULL
252,346,184616,"[DY커머스]저금통 미니저금통 유치원 어린이집 (랜덤), 단품",1870,1748400605,False,4,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL
253,347,184616,범일금고 ESD106A 사무용 금고,469900,1998924258,False,73,,,False,범일금고,"99,000",,NULL,NULL,NULL,NULL,NULL
254,348,184616,"범일금고 슬라이드 안전보관 카운터금고 NC-350H(2단다이알) [창업 개업선물], NC-350H",79000,67590147,False,11,5.0,2.0,False,범일금고,0,2.0,NULL,NULL,NULL,NULL,NULL
255,349,184616,"루셀 가정용 음성안내 지문인식 내화금고 YES-M020F(40kg), 다크블랙",225900,4971229322,False,0,2.0,1.0,False,루셀,"30,000",1.0,NULL,NULL,NULL,NULL,NULL
256,351,184616,"선일금고 루셀 NEW ES-080, 블랙",442000,1195582120,False,0,5.0,1.0,False,선일금고,0,1.0,NULL,디지털방식,165kg,경보기있음,NULL
257,352,184616,"선일금고 인테리어 내화금고 NEW YES-031DK 디지털락+열쇠 (63kg), 엘리베이터O 블랙",228000,291574309,False,0,5.0,2.0,False,선일금고,"30,000",2.0,NULL,NULL,NULL,NULL,NULL
258,353,184616,"이글세이프 선일금고 나오미금고 NV-040 YKL 옐로우, NV-040YKL",490000,1593038324,False,0,,,False,,0,,NULL,디지털방식,NULL,경보기있음,NULL
259,357,184616,"선일금고 슬라이드 다이얼 카운터금고 SC-2000 [창업 개업선물], SC-2000골드",51800,103310564,False,0,4.0,1.0,False,선일금고,"5,000",,NULL,NULL,NULL,NULL,NULL
260,358,184616,"범일 수제금고 카운터금고 C-350 터치 슬라이딩 매장금고 돈통 소형금고, 본품",58000,9533594,False,0,5.0,1.0,False,,0,,NULL,열쇠/자물쇠,NULL,NULL,NULL
261,359,184616,"범일금고 가정용 내화금고 ESD-102T(37kg), 엘리베이터O",151000,1384374914,False,0,,,False,범일금고,"22,000",,NULL,NULL,NULL,NULL,NULL
262,360,184616,"사계절공간연출범일금고ND-350H 2단금고, 단품",85000,2784707,False,0,5.0,12.0,False,,착불배송,2.0,NULL,디지털+아날로그,NULL,NULL,NULL
263,363,184616,"2021년형 선일금고 루비스LUVIS-300 금고/루셀금고/가정용금고/지문인식, 레드",1550000,4705713432,False,0,,,False,선일금고,0,,NULL,NULL,NULL,NULL,지문인식 가능
264,364,184616,"매장 가게 식당 업소 카운터 현금 캐쉬 돈통 수제금고, 샤이닝사무용품전문 본상품선택",96050,4795153296,False,0,5.0,1.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL
265,367,184616,"아크 디지털금고17E 비밀금고 개인금고 가정용 미니 금고, 금고17E 블루",24900,149053349,False,10,4.5,2.0,False,,0,,NULL,NULL,NULL,NULL,NULL
266,368,184616,"마약금고 스마트 사무실금고, GS50대형",139000,2233885390,False,12,5.0,1.0,False,,0,1.0,35x50x30cm,디지털+아날로그,16.1kg,충격감지센서,NULL
267,371,184616,"열쇠형 미니 철제 금고 C-150(K), 블랙",9800,21447792,False,0,3.5,38.0,False,,"2,700",2.0,NULL,열쇠/자물쇠,NULL,NULL,NULL
268,373,184616,불에 안타는 시크릿 안전 금욕 상자 금고 블랙,79160,4908877236,False,33,5.0,1.0,False,,"3,000",1.0,NULL,NULL,기본,NULL,NULL
269,374,184616,"범일금고 슬라이딩금고 NC-350B NC-350R NC-350, NC-350B_블랙",63800,7882208,False,0,5.0,2.0,False,범일금고,0,1.0,NULL,다이얼방식,NULL,NULL,NULL
270,375,184616,"소형 철재 열쇠 금고 저금통 12x9.5cm 미니 비밀금고 상점, 레드",12800,5342393155,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL
271,376,184616,"선일금고 터치전자락 인테리어 내화금고 NEW ESV-TR6500(100kg), 배송지엘리베이터X레드와인",699000,343806615,False,12,,,False,선일금고,0,,NULL,NULL,NULL,NULL,NULL
272,377,184616,"캐시박스 철재 개인금고 대형, 레드",14390,2085021494,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL
273,378,184616,"벌집몰 + 책모양 금고 코인북 안전상자 금품보관함 개인금고 선정제품*_/^ 금고 금고형 H*NC/B:23 + WKK*L8/V, 레드_BZ, 본상품선택_BZ",11630,5437872250,False,0,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL
