,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,인테리어,바퀴,단
463,560,184614,"가팡 인테리어 가벼운 옷장 B, 화이트",48270,1802411544,True,0,,,False,가팡,0,,NULL,NULL,NULL,NULL,NULL,NULL
464,562,184614,"보니애가구 나르 고무나무 원목 800 높은거실장 수납장, 내추럴 800",219000,183976462,False,56,5.0,4.0,False,보니애가구,0,3.0,800*400*750,브라운,원목,NULL,바퀴없음,NULL
465,563,184614,"[예다움] 철제 멀티테이블 (직) 1단 800x600x330, 색상선택:화이트",31700,182444462,False,0,5.0,1.0,False,예다움,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
466,564,184614,"[제이픽스] 세렉트 패브릭 와이드 수납 서랍장 3단 7문, 색상선택:믹스",81410,5219590039,False,59,5.0,1.0,False,제이픽스,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
467,565,184614,"이케아 BRUSALI 브루살리 키큰장 도어수납장 서랍장 (80x190cm), 화이트_603.528.48",238000,1519228859,False,0,,,False,이케아,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
468,566,184614,"심플 600 다용도 수납장 서랍장, 고무나무",114000,5348479133,False,8,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
469,567,184614,"엣지퍼니처 로웰 하이그로시 800 수납장, 오크화이트",128000,58545346,False,0,5.0,2.0,False,엣지퍼니처,착불배송,2.0,너비: W850mm X 깊이 : D400mm X 높이 : 830mm,화이트,합성목재,NULL,바퀴없음,NULL
470,568,184614,"[예다움] 프리미엄 5단 수납장 /서랍장/협탁/옷장/소형/틈새장/코너장/선반/수납합/소품수납/속옷장/양말장, 워시그린_공통",36400,1259848161,False,0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
471,569,184614,"보노하우스 레브 선반 수납장 4단 더블 A타입, 화이트 프레임_투명",89900,22173284,False,0,,,False,보노하우스,0,,NULL,NULL,NULL,NULL,NULL,NULL
472,570,184614,"벨라홈 라운딩 3단 책장_오픈형(CN6098), 네츄럴옹이",35200,4632021831,False,0,,,False,벨라홈,0,,NULL,NULL,NULL,NULL,NULL,NULL
473,571,184614,"도아르 주방 거실 안방 시스템 멀티 다용도 수납장, 1200 수납장-화이트",129000,1407144934,False,0,3.0,1.0,False,,착불배송,,NULL,NULL,NULL,모던/심플,바퀴없음,3개
474,572,184614,"[더게이트] 무인택배함 2단 보관함, [전면]다크그레이,[외관]블랙",175000,1583181308,False,0,,,False,,"35,000",,NULL,NULL,NULL,NULL,NULL,NULL
475,573,184614,"제이픽스 아이언 철제 5단 다용도 수납장 800, 블랙",89800,5184101810,False,39,,,False,제이픽스,0,,NULL,블랙,원목/우드,NULL,NULL,5
476,574,184614,"베스트락커 무인택배함 1열 3단 4단 5단, 고급형1열 5단 그레이",420000,1464778196,False,0,3.0,1.0,False,,"40,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL
477,575,184614,"신혼가구 라솔 600 높은 양문 수납장 이케아스타일 모던심플, 화이트",172800,5354752999,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
478,576,184614,[아이엔지홈] 킨포크 수납장 핑크,128000,165306810,False,0,4.0,2.0,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
479,577,184614,리바트키친 블랑 다용도 수납장 상부세트 800,279000,258755621,False,29,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
480,578,184614,"에라토 DIY 캐릭터 옷장 정리함 수납장, 02_공주 캐릭터 수납장 8칸 (핑크)",39900,245923122,False,0,4.0,39.0,False,,0,18.0,NULL,NULL,NULL,NULL,NULL,NULL
481,579,184614,"마켓비 PEMBA 책장 선반 6048H, 레드",125580,2105204753,False,9,,,False,마켓비,0,,NULL,NULL,NULL,NULL,NULL,NULL
482,580,184614,"[에타홈] 루아르 1200 베란다장 높은 아이방 안방 멀티 도어 거실 아파트 베란다 다용도실 수납장, 엘다",117390,5006511593,False,37,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
483,581,184614,"[B.K]올리 300 오픈형 선반 수납장 오픈수납장 수납장 옷장 행거장 장농 이불장 서랍장 드레스룸 행거수납장 행거 틈새장, 화이트",66230,5284464977,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
484,582,184614,"대신프라스틱 플라스틱박스 이사박스 플라스틱바구니 사각상자 운반상자, 51.운반상자9호 노랑(철고리포함)",26500,346083359,False,0,5.0,3.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL
485,583,184614,이케아 픽사 의자 바닥 보호스티커 20입 804.311.52,1500,290550827,False,48,,,False,이케아,"5,000",,NULL,NULL,NULL,NULL,NULL,NULL
486,584,184614,"[스스디] 오픈형 공간박스(소) 리프트업수납침대 계단, 상세 설명 참조",35000,1736601224,False,25,,,False,스스디,"10,000",,NULL,NULL,NULL,NULL,NULL,NULL
487,585,184614,"[하우디가구] 칼라 공간박스 3단 책장 책꽂이 수납장, 제품선택:칸높은3단-핑크(DIY)",25900,182437164,False,0,5.0,1.0,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
488,586,184614,"마켓비 POLABO 미니수납장 넓은 2문 SHM4262SL, 캄포어베니어 3859.3814",51870,5355839280,False,5,,,False,마켓비,0,,NULL,NULL,NULL,NULL,NULL,NULL
489,588,184614,"[하우스 레시피] MORINOKI 뱀부 2단 서랍장, 색상",54900,5422691622,False,0,,,False,하우스레시피,0,,NULL,NULL,NULL,NULL,NULL,NULL
490,589,184614,"포메리트 컬러 미니 사물함, 화이트",38500,2149714518,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
491,590,184614,메탈선반수납장5단900화이트,41900,1548086999,False,0,,,False,가쯔,0,,NULL,NULL,NULL,NULL,NULL,NULL
492,592,184614,이케아 테르뇌 야외용 탁자 의자 2개 블랙 아카시아나무 강철 그레이 브라운스테인 498.984.16,99000,1853737768,False,9,,,False,이케아,0,,NULL,NULL,NULL,NULL,NULL,NULL
493,593,184614,일상공감 차곡차곡 옷장트레이 4세트 (20P),31800,5492394516,False,0,,,False,일상공감,0,,NULL,NULL,NULL,NULL,NULL,NULL
494,594,184614,"빈슨글로벌 플라스틱수납함 물류 돌다 비닐 직사각형 두꺼운 타바스그레이 EU 창고 풀 라지, 두꺼운*외600*400*280타바스그레이물류상자중탑",55600,5476294274,False,22,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
495,595,184614,"스토리지햅 그리드 4단 드레스룸 아일랜드 600서랍장 수납장, 쿠이바엘모",126000,1805667598,False,23,,,False,,착불배송,,550X420X810,NULL,18T LPM / 유리 /볼레일,내추럴,바퀴없음,4단
496,596,184614,"이케아 글리스 수납함 뚜껑 투명34x21cm, 단품",13100,5341719294,False,27,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
497,597,184614,"나무다움 원목 서랍 나비장 틈새수납장, 화이트",136000,12905645,False,20,3.5,5.0,False,,0,,NULL,NULL,원목,NULL,NULL,NULL
498,598,184614,"호두데코 오드 400 다용도 서랍형 수납장, 그레이",79000,90249283,False,0,5.0,1.0,False,,착불배송,1.0,400x400x820,그레이,합성목재,NULL,바퀴없음,NULL
499,599,184614,"프린터 선반 사무실 책상 수납 선반 다층 수납장, Q",78100,5449923068,False,12,,,False,,"9,900",,NULL,NULL,NULL,NULL,NULL,NULL
500,600,184614,"인블룸 국산제조 고급 라탄 수납서랍장, 3단 아이보리",28300,5415452997,False,48,,,False,인블룸,0,,385x405x645(mm),아이보리,플라스틱,NULL,바퀴없음,NULL
501,601,184614,"세영가구 상두대 옷장 병원상두대 요양원옷장 요양원수납장, 망풀비취",75000,1705113627,False,12,,,False,,착불배송,,NULL,NULL,NULL,병원가구,바퀴없음,NULL
502,602,184614,"LP CD 레코드판 잡지 엘피장 메거진 수납함 보관함, 짙은우드색상",28720,5402505994,False,2,3.0,1.0,False,,"5,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL
503,603,184614,"마켓비 FILMON 4문 미니 수납장 4242 NFM4242, 화이트파인베니어",52900,1916481446,False,0,4.5,4.0,False,마켓비,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL
504,604,184614,"[텐바이텐] 원목신발정리대 2단/ 3단, 2단 900mm",26500,253061668,False,0,1.0,1.0,False,텐바이텐,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
505,605,184614,"복도 현관 거실 원목 콘솔 서랍장 사이드테이블수납장, AO_가",122000,5118134085,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
506,606,184614,"베스트락커 무인택배함 1열 4칸, 고급형 1열 4칸 아이보리",380000,1422647795,False,0,5.0,2.0,False,,"40,000",2.0,NULL,NULL,NULL,NULL,NULL,NULL
507,607,184614,"피피랙 무볼트 무소음 철제 5단 앵글 500x400x1800, 블랙",76700,2348231083,False,0,5.0,1.0,False,피피랙,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
508,608,184614,"블랑누보 정수기 다이 선반 받침대 주방 서랍장 3단 도어형 틈새장, 네이비(정수기다이)",89000,257710151,False,28,4.5,5.0,False,블랑누보,착불배송,1.0,NULL,네이비,NULL,NULL,바퀴없음,3단
509,609,184614,"[데코라인] 코넬 쉐프 2칸 분리수거함 수납장 DGN021, 색상:화이트",94050,5227010808,False,32,,,False,데코라인,0,,NULL,NULL,NULL,NULL,NULL,NULL
510,610,184614,"엔틱가구 고재 엔틱 갑궤 머릿장 고가구 거실장, 단품",336300,46854624,False,5,4.5,2.0,False,퍼니트랜드,0,,NULL,NULL,NULL,빈티지,NULL,NULL
511,611,184614,"나무다움 나비 3단 철망장 틈새수납장, 그린",100000,12905646,False,20,5.0,8.0,False,,0,2.0,NULL,NULL,원목,NULL,NULL,NULL
512,612,184614,"트리빔하우스 모더니 400 틈새 수납 밥솥 틈새장TB21H03C, 화이트",54900,4869421546,False,44,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
513,614,184614,"엔틱 꽃문양 4단 수납선반 인테리어진열대 4단선반 진열대 진열선반 수납정리대, 아이작상품선택top",103300,5325119573,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
514,615,184614,"아체스 1200 하이그로시 주방수납장, 오크화이트",64000,69003586,False,0,,,False,,착불배송,,NULL,오크화이트,NULL,NULL,NULL,NULL
515,616,184614,"큐빅스 미니 책상정리 A + 서랍함1, 블랙 + WH",30900,184565201,True,19,4.0,7.0,False,큐빅스,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
516,617,184614,이케아 레카 커튼봉세트 브라켓 화이트 899.292.46,21500,262282486,False,0,4.5,2.0,False,이케아,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
517,618,184614,이케아 이바르 IVAR 선반유닛 소나무 992.513.44,194000,53709378,False,48,,,False,이케아,"20,000",,NULL,NULL,NULL,NULL,NULL,NULL
518,619,184614,"서진퍼니처 라떼 화이트 하이그로시 주방수납장, 04.미니 600 화이트그로시",82500,1093498595,False,28,4.0,12.0,False,,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL
519,621,184614,"이케아 PS 수납장, 블루 302.923.18",49900,172878592,False,28,1.0,1.0,False,이케아,0,,NULL,NULL,NULL,NULL,NULL,NULL
520,622,184614,"행복한우리 라탄수납함 손바느질소품 망사 수납가방 뜨개질도구 수납바구니 통 대용량, 비고 자색 큰사이즈 라지",32400,5148987175,False,17,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
521,623,184614,"브니엘 청소도구함 청소정리함 기타수납장, 청소도구함(엔틱)중",160000,6767620,False,0,5.0,1.0,False,브니엘,"40,000",,50x40x27.5cm,NULL,PB + MDF,NULL,NULL,3단
522,624,184614,한마루 일리안 화이트 베이비 수납장,79000,2655865,False,0,5.0,2.0,False,,착불배송,2.0,NULL,화이트,합성목재,NULL,NULL,2단
523,625,184614,"EKS+WL씽크다리 가구수평조절 다리 씽크대다리OsR+7788EA, 8806379195932_170mm",670,5410696545,False,1,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
524,626,184614,"[노띵크]PIDOR 마켓비 내부선반조절 캐비넷 2문 수납장 다크그레이 철제선반 수납선반, 상세페이지 참조",96270,2175132227,False,15,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
525,627,184614,"3단볼레일 45mm 슬라이드 서랍 수납장 렌지대 부속품, 450mm",7020,4883529127,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
526,629,184614,"PIDOR 마켓비 캐비넷 2문 수납장 철제선반 수납선반 화이트, 상세페이지 참조",125420,5471079850,False,1,,,False,,"22,000",,NULL,NULL,NULL,NULL,NULL,NULL
527,630,184614,"포스트모던 코너책장 모서리장식장 거실코너선반 삼각코너장, 그레이 + 화이트-50 x 50 x 50",80000,1980668753,False,44,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
528,631,184614,"프린터다이 사무 나무 판형 서류수납장 낮은수납장 수납장 인쇄기 팩스기 문서랍, C01-400mm, T19-화이트 B상품 3자물쇠",124450,2241536801,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
529,632,184614,"아리아퍼니쳐 Gulliver-Baule 수납캐비넷, 본품",56900,5227595243,False,44,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
530,633,184614,"귀걸이수납함 피어싱 목걸이 손장식 보석함 대용량 심플 있음 자물쇠 악세사리 드롭귀걸이 정리함박스, 묵인 규격/우아한 화이트 더블레이어 （큰사이즈",25600,5404048495,False,24,,,False,,"8,800",,NULL,NULL,NULL,NULL,NULL,NULL
531,634,184614,"북유럽풍 단단한 오크 원목 좁은 협탁 테이블 수납, 원목 침대 협탁 (베고니아색) 50cm_기본",157900,5429468401,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
532,635,184614,"트리빔하우스 페도라 다용도 수납 서랍장 800_TB21H14C, 그레이우드",95900,5342285581,False,25,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
533,636,184614,"아리아퍼니쳐 AD-40 4단 서랍장 아카시아, 본품",161400,5227594403,False,44,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
534,637,184614,"오크빌 바움원목거실수납장, 내츄럴",260000,2109946602,False,0,5.0,1.0,False,오크빌,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
535,640,184614,"랩소디 미니멀 1200수납장, 올 화이트",151050,4832018409,False,10,,,False,리센트,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
536,641,184614,"YEEUN 엔틱 화분진열대, 2단, 화이트",12290,5408338673,False,0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
537,642,184614,"에보니아 슈슈 벤치수납장800 [벤치의자다용도수납장] [착불배송], 벤치수납장800 그레이",59700,2190703328,False,0,,,False,에보니아,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
538,643,184614,"헌금함(봉헌함 손잡이 오크), 오크, 오크",60000,2183329289,False,33,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
539,644,184614,"세홈 정수기 테이블/다이, 화이트",24900,4385214019,False,28,,,False,,착불배송,,350 x 470 x 730,NULL,NULL,NULL,NULL,NULL
540,645,184614,"심우 고무나무원목 1단 LP장식장 네츄럴 LP수납장, 1단네츄럴",156000,4791572534,False,19,4.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
541,646,184614,"SJ가구 컬러서류함 서랍형 사무용수납장, 월넛:현재상품선택",29400,172061156,False,0,3.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
542,647,184614,"마켓비 MKB 캐비넷 모던세로 2문 수납장 6001015, 화이트",107350,335564623,False,5,5.0,5.0,False,마켓비,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
543,648,184614,"이케아 소케르비트 수납함 뚜껑 화이트38x51x30cm, 단품",18400,5314484820,False,21,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
544,649,184614,"무인양품 MUJI 목제 캐비닛 목제도어 슬림, 브라운",349000,4314326267,False,0,,,False,무인양품,착불배송,,NULL,NULL,원목,NULL,NULL,NULL
545,651,184614,"이케아 수납장 2칸 서랍장 그레이그린 46x70cm NIKKEBY 니케뷔, 단일",85000,280880735,False,0,4.0,1.0,False,이케아,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
546,652,184614,"이케아 LIXHULT 릭스훌트 수납장 140x35x82 cm, 레드 792.488.71",144000,2358771788,False,0,,,False,이케아,"30,000",,NULL,NULL,NULL,NULL,NULL,NULL
547,653,184614,"엘피판 랙 lp장 원목 보관함 턴테이블 LP수납장, AA",39800,4328635129,False,0,5.0,1.0,False,,"15,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL
548,654,184614,"[세컨드컨테이너] 하노버 400 틈새 멀티 수납장, 메이플",122300,2352518124,False,10,4.0,1.0,False,세컨드컨테이너,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
549,655,184614,[B.K]심플 라인 선반 대형 600 레드 선반 수납선반 다용도선반 인테리어선반 베란다선반,54120,5363491996,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
550,656,184614,"ST9845 필웰 무노 다용도서랍수납장세트800, 화이트",139650,1854773023,False,5,,,False,필웰,0,,NULL,NULL,NULL,NULL,NULL,NULL
551,659,184614,"카툰 실리콘 코스터 컵받침 실리콘코스터 실리콘컵받침 카툰코스터 카툰컵받침 티코스터 주방용품 아이, 스카이블루",1170,1733058300,False,0,,,False,바보사랑,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL
552,660,184614,"가온리빙 마스터 에어프라이어 수납장, 화이트",79900,344611300,False,0,5.0,1.0,False,가온리빙,착불배송,,NULL,NULL,NULL,모던/심플,바퀴없음,3단
553,661,184614,"보루네오 하우스 아르메 모던 전신거울 수납장, 내추럴",86540,1277595167,False,3,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
554,662,184614,"민규네고가구 상감 오동 뒤주 중, 단품",117130,4394885351,False,26,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
555,663,184614,"하이앤드리 포리3 정수기 다이 선반 받침대 휴지통 사무실 주방 서랍장 3단 2단 도어형 틈새장, 화이트",92800,5200453820,False,34,5.0,1.0,False,,착불배송,1.0,NULL,화이트,NULL,모던/심플,NULL,NULL
556,664,184614,"엘리브 월플렉스 600렌지대 주방수납장 bk090, 그레이",138180,318328065,False,40,5.0,1.0,False,보루네오하우스,0,1.0,NULL,그레이,합성목재,NULL,바퀴없음,NULL
557,665,184614,"아리아퍼니쳐 Jenna 4단 서랍장, 본품",142400,5227597643,False,44,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL
558,666,184614,"벨라홈 4단교구장/아동 책꽃이/책장, 05.4단 교구장 키높이 810_와이드형_인디바이올렛",35600,2016126315,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL
559,667,184614,"퍼니트랜드 엔틱가구 실비아 와인바 앤틱수납장 와인다이, 단품",450000,98715804,False,0,4.5,3.0,False,퍼니트랜드,0,,NULL,NULL,NULL,로맨틱,NULL,NULL
560,668,184614,"PC본체서랍통 본체함 PC본체함 본체받침대 책상보관함, 본체함_화이트",66500,1093145900,False,26,4.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
561,670,184614,"씨앤씨구스 틈새장 디엘르 틈새쏙 300 오픈형 5단 틈새수납장 수납장, 오크",62000,51562163,False,0,4.0,10.0,False,,착불배송,3.0,300 x 400 x 1915,오크,합성목재,NULL,바퀴없음,NULL
562,671,184614,"[왕자행거] 왕자 행거 뉴프리미엄드레스룸3p(선반형), 상세 설명 참조",76000,163727973,False,0,5.0,12.0,False,왕자행거,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
563,674,184614,"이케아 삼라 수납함 뚜껑포함 투명 45L, 투명45L",23900,1561369979,False,0,5.0,1.0,False,이케아,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
564,675,184614,"이케아 7칸 의류 수납 정리 펜트리 옷장 틈새 좁은 공간 걸이식 화이트, 화이트그레이",19800,2193049377,False,0,,,False,이케아,0,,폭: 30 cm 깊이: 30 cm 높이: 90 cm,화이트,NULL,NULL,바퀴없음,NULL
565,676,184614,"밀크 1000 와이드서랍장, 화이트",123000,128919169,False,0,5.0,3.0,False,퍼닉에스엠,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL
566,678,184614,"왕자 뉴줄리앙이동식행거(색상선택형), 공통_화이트(nhc665)",43300,271147449,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
567,679,184614,"세븐뷰티 네일테이블 모음 수납장, 접이식 네일테이블 MO1_화이트",249000,58538109,False,0,4.0,16.0,False,세븐뷰티,0,3.0,상세페이지 참고,화이트,합성목재,NULL,바퀴있음,NULL
568,682,184614,"유니우드 파모스 미닫이 슬라이딩 다용도 멀티 상하부 수납장, 화이트",199900,95300234,False,0,4.0,5.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL
569,683,184614,"팀버애니스 모닝 600 LPM 수납장 소, 화이트",43900,1237015563,False,0,5.0,5.0,False,,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL
570,684,184614,"알곡 헌금함(소 오크), 오크",108000,1112517026,False,0,4.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
571,685,184614,9서랍약장 이조공예 고가구 원목가구 전통가구 한옥,69900,1825336433,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
572,686,184614,"동서가구 보니 1200 수납장, 오크화이트",119000,1736483125,False,37,5.0,4.0,False,동서가구,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL
573,690,184614,"노아가구 바구니동자수납장, 화이트",79000,1042736,True,0,3.0,55.0,False,노아가구,0,11.0,60 x 30 x 73 cm,화이트,원목,NULL,NULL,3단
574,691,184614,"홈던트 철제 무볼트 앵글 수납장 추가구성, 21_추가구성 - 기둥연결브래킷 - 화이트(4EA)",8100,306087612,False,0,4.0,1.0,False,홈던트,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
575,692,184614,이케아 PS 피에스 수납장 캐비닛 블루 302.923.18,74670,163487952,False,0,4.0,18.0,False,이케아,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL
576,693,184614,다한수제고가구 숭숭이반닫이,110000,324407567,False,50,5.0,2.0,False,다한수제고가구,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
577,694,184614,"마켓비 MKB 캐비넷 모던세로중 2문 수납장 8001015, 화이트",126350,1277959162,False,5,,,False,마켓비,0,,NULL,NULL,NULL,NULL,NULL,NULL
578,696,184614,"마켓비 LETANTO 4문 수납장 PWM12560G, 미들브라운",263500,2145752016,False,11,1.5,2.0,False,마켓비,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
579,698,184614,"마켓비 MKB 캐비넷 모던세로중 1문 수납장 4251015, 라이트그레이",85900,39218311,False,0,4.0,39.0,False,마켓비,"20,000",15.0,NULL,NULL,NULL,NULL,NULL,NULL
580,699,184614,이케아 루가 향초 블로썸로맨스 핑크 902.688.91,13240,1185998721,False,0,5.0,1.0,False,이케아,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
581,700,184614,"[왕자행거] 왕자 네오스페이스(점보4단조절선반)-실버, 상세 설명 참조",152950,163730283,False,0,5.0,8.0,False,왕자행거,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
582,701,184614,"[아이엔지홈] 슈가 갤러리 4120 수납장, 슈가 갤러리 4120수납장",62000,1255214310,False,0,5.0,1.0,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
583,702,184614,"달리빙앤 키높은 600 거울 상부장, 화이트",44900,1987871447,False,0,5.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL
584,704,184614,"엣지퍼니처 로웰 하이그로시 와이드 수납장, 화이트",157000,58778740,False,0,5.0,8.0,False,엣지퍼니처,착불배송,7.0,너비: W1250mm X 깊이 : D400mm X 높이 : 830mm,화이트,합성목재,NULL,바퀴없음,NULL
585,706,184614,"이케아 JOSEF 요세프 수납장 실내외겸용 40x35x86 cm, 화이트",34900,2042577942,False,0,,,False,이케아,"20,000",,NULL,NULL,NULL,NULL,NULL,NULL
586,707,184614,"아트피플 F02 찻잔 다관 장식장, GTM24350",19330,123318163,True,18,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
587,708,184614,"소안바스 - 걸기만 해도 그림 같은 욕실 상부장﻿ TR9, 27 DARK PINK(다크핑크)",266200,5057713465,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL
588,710,184614,"달리빙앤 셀레나 600 수납장 B타입, 멀바우",52900,286101626,False,0,4.5,3.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL
589,712,184614,"필웰 무노 3칸 분리수거함 다용도 상부수납장세트 DVX ST9656, 화이트",155000,1313597428,False,17,3.5,6.0,False,필웰,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL
590,715,184614,냉장고 레일 에그트레이 2호(21구),14900,176794956,False,0,4.5,2.0,False,창신리빙,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL
591,716,184614,다한수제고가구 나비문갑반닫이99 엔틱,198000,324413250,False,40,5.0,8.0,False,다한수제고가구,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL
592,717,184614,이케아 LIXHULT 수납장(25x25)/서랍장,18520,208815392,False,0,4.5,30.0,False,이케아,착불배송,7.0,NULL,NULL,NULL,NULL,NULL,NULL
593,719,184614,"비카 SPRUTT 철재수납장6칸/이케아/약장/서랍장/, 화이트",64900,21239989,False,34,5.0,1.0,False,비카,0,,NULL,NULL,NULL,NULL,NULL,NULL
594,720,184614,"팀버애니스 모닝 600 LPM 수납장 대, 오크화이트",76900,1237015565,False,0,4.5,3.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL
595,721,184614,"[두닷모노] 헤이 매거진랙 수납장_내추럴오크, 단품",111000,343216568,False,34,5.0,1.0,False,두닷모노,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
596,722,184614,"달리빙앤 1200 거울 상부장, 화이트",50900,2080103755,False,0,3.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL
597,723,184614,"마켓비 MIRANS 가로 2문 수납장 캄포어베니어 NFM9280G, 혼합색상",299000,4977182370,False,0,5.0,1.0,False,마켓비,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
598,726,184614,"호산나몰 봉투꽂이 1단-오크 헌금함 봉헌함 헌금봉투꽂이 필경대 헌금봉투 기독교백화점 헌금꽂이, 오크",66000,2170659039,False,0,5.0,1.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL,NULL
599,729,184614,"호두데코 코리 800 수납장(서랍형), 그레이",108000,1160069342,False,16,4.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,북유럽,바퀴없음,NULL
600,730,184614,유니우드 파모스 미닫이 양면 화이트 파티션 수납장 현관수납장,154900,255086431,False,0,5.0,5.0,False,,착불배송,4.0,NULL,화이트,NULL,NULL,바퀴없음,3개입
601,731,184614,"사무용수납장 POLABO 미니수납장 좁은 2문 SHM4247SL 당일발송, 미들브라운 0442.0000",46290,5057543418,False,46,,,False,,"10,000",,NULL,NULL,NULL,NULL,NULL,NULL
