,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,인테리어,가로길이,형태
336,430,184674,"서우 백합 다용도 테이블 중, 분홍",15260,257820,True,10,4.5,383.0,False,서우,0,130.0,중 (60 x 48 x 27.5 cm),화이트,합성목재,NULL,60cm,직사각형
337,431,184674,"동서가구 쉐프 LPM 렌지대 + 틈새장 세트, 화이트",119000,54908555,False,52,4.0,408.0,False,동서가구,착불배송,97.0,NULL,NULL,NULL,모던/심플,NULL,NULL
338,434,184674,"디홀릭 우드코디 LPM 4인 수저통 식탁 테이블, 상판 1200x600 에쉬+수저통",110370,258843168,True,3,3.5,53.0,False,디홀릭,0,42.0,NULL,NULL,NULL,NULL,1200mm,직사각형
339,435,184674,"서진퍼니처 김건모 미우새 불판테이블 혼밥 혼술 1-2인용 800 접이식 좌식, 오크",105000,269392895,False,26,4.5,53.0,False,,"15,000",41.0,NULL,NULL,NULL,내추럴,NULL,NULL
340,436,184674,"리빙코디 공부상 헬로키티 굿프렌즈, 혼합 색상",35000,2824221,False,0,5.0,315.0,False,리빙코디,0,61.0,600 x 480 x 270 mm,핑크,합성목재,NULL,600mm,직사각형
341,437,184674,"전자렌지대 전자레인지대 렌지대 전자레인지 수납대 선반 다이 수납장 주방 전자렌지, 렌지수납대 블랙",16960,1411835024,False,10,5.0,85.0,False,,0,83.0,NULL,NULL,NULL,NULL,NULL,NULL
342,438,184674,"린백 LB21K 카페 인테리어 원목 식탁의자, 그레이",28900,1168000284,False,23,5.0,8.0,False,린백,"8,000",8.0,NULL,NULL,NULL,NULL,NULL,NULL
343,439,184674,"도리퍼니처 캐빈2인 고무나무 원목 식탁, 내추럴",56040,195146169,True,5,4.5,29.0,False,도리퍼니처,0,25.0,85cm x 65cm x 73cm,NULL,원목,NULL,85cm,NULL
344,440,184674,"동서가구 쉐프 1800 주방수납장, 화이트",69900,54908672,False,53,4.0,124.0,False,동서가구,착불배송,52.0,NULL,NULL,NULL,NULL,NULL,NULL
345,441,184674,"핑크퐁 키즈 공부상, 핑크퐁과 호기",17610,1598025706,True,1,5.0,9.0,False,,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL
346,443,184674,"서우 스틸 접이식 상다리 4p, 화이트",7490,25127585,True,0,4.5,146.0,False,서우,0,59.0,NULL,화이트,철제,NULL,NULL,NULL
347,444,184674,"엘케이 다용도 접이식 테이블 베드 트레이, 서랍 컵홀더형 메이플우드",11900,4756939378,False,0,4.0,69.0,False,,0,70.0,NULL,우드,"MDF,철제",NULL,60cm,굴곡형/3D입체
348,447,184674,"서우 디자이너 마이키 캐릭터상 특대, 그레이",21900,3718050,True,12,4.5,1061.0,False,서우,0,54.0,특대 (80 x 60 x 27.5 cm),그레이,합성목재,NULL,80cm,직사각형
349,449,184674,"신형원통조절발 민자형-가구 책상 높이조절 발통 다리, 블랙",730,5116959208,False,0,5.0,4.0,False,,"2,500",4.0,NULL,NULL,NULL,NULL,NULL,NULL
350,450,184674,"서우홈 대나무 노트북 테이블 S, 네츄럴",26280,194071046,True,0,4.0,72.0,False,서우홈,0,26.0,NULL,NULL,NULL,NULL,NULL,NULL
351,451,184674,"소프시스 트윈 테이블 1060, 티크판넬 + 화이트",89100,26591132,True,0,4.0,283.0,False,소프시스,0,83.0,1000 x 600 x 730 mm,화이트,PB,NULL,1000mm,NULL
352,452,184674,"키키홈 로라 600 틈새 수납장 키큰수납장, LPM화이트",78900,3479798,False,0,4.5,98.0,False,키키홈,착불배송,31.0,NULL,NULL,NULL,NULL,NULL,NULL
353,453,184674,"제이픽스 레이즈 원목 디자인 식탁의자 2p, 내츄럴",77800,1422474316,True,0,4.0,32.0,False,제이픽스,0,32.0,NULL,NULL,NULL,NULL,NULL,NULL
354,454,184674,"수납형 홈바 테이블 높은 아일랜드 식탁, 1000_월넛 (YWD3042-WN)",68900,2210805822,False,0,4.5,13.0,False,,착불배송,13.0,NULL,NULL,NULL,NULL,NULL,NULL
355,455,184674,"서우 네츄럴 원형상 대 69 x 69cm, 오크",22100,21744530,True,7,4.5,440.0,False,서우,0,101.0,NULL,베이지,합성목재,NULL,690mm,원형
356,456,184674,"카미코코 원목 식탁의자 시리즈, 나나의자(네추럴)",31900,61831227,False,0,4.5,233.0,False,,착불배송,78.0,(410)(490)(850),NULL,고무나무+PU,NULL,41cm,NULL
357,457,184674,"샤인체어 식탁의자 까페의자 2p, 라이트 베이지",63800,298381142,True,0,4.0,176.0,False,,0,132.0,NULL,NULL,NULL,NULL,NULL,NULL
358,458,184674,"조은세상 남원 직타원 밥상 690 x 510 mm, 대추색",38900,1639365081,True,0,4.0,18.0,False,혼이깃든,0,17.0,NULL,NULL,NULL,NULL,NULL,타원형
359,459,184674,나무망치,2000,63492022,False,0,4.0,30.0,False,,0,16.0,NULL,NULL,NULL,NULL,NULL,NULL
360,460,184674,"동서가구 LV 4인식탁테이블(의자 벤치 선택), 케빈4인식탁세트(의자4개)-내추럴(902522)",161900,97902213,False,37,4.5,207.0,False,동서가구,착불배송,169.0,NULL,베이지,NULL,NULL,NULL,NULL
361,461,184674,"그뤠잇라이프 높이조절 접이식 노트북 베드트레이, 블랙",13920,1807362972,True,19,4.0,29.0,False,,0,29.0,NULL,NULL,NULL,NULL,NULL,NULL
362,462,184674,"레몬트리 LPM 심플 라운드 접이식테이블 900 x 600 mm, 마블블랙",29000,1702718036,True,4,5.0,47.0,False,,0,47.0,NULL,NULL,NULL,NULL,NULL,NULL
363,463,184674,"바로방가구 히트 1800 주방수납장 부엌 밥솥 전자렌지대 틈새장 세트, 화이트",160700,30243522,False,60,4.0,194.0,False,,착불배송,42.0,NULL,NULL,NULL,NULL,NULL,NULL
364,464,184674,"서우 네츄럴 직교자상 120 x 60 cm, 월넛",27900,1183437,True,15,4.5,502.0,False,서우,0,99.0,120 x 60 x 29 cm,브라운,합성목재,NULL,120cm,직사각형
365,465,184674,"엔빠텐 홈바 바스툴 높은 의자 아일랜드식탁의자, 베이지",33500,5279939791,False,28,4.5,20.0,False,위드퍼니처,0,18.0,390,NULL,철제,NULL,39cm,NULL
366,466,184674,"조은세상 샤벨 직교자상 1200 x 800, 진체리",62710,1418113045,True,7,4.0,35.0,False,조은세상,0,11.0,NULL,NULL,NULL,NULL,NULL,직사각형
367,468,184674,"조은세상 남원 유전 밥상 690 x 510 mm, 대추색",35900,1688140178,True,0,4.5,12.0,False,혼이깃든,0,12.0,NULL,NULL,NULL,NULL,NULL,NULL
368,470,184674,"퍼니하우스 헤븐 1800 다용도 주방 냉장고 틈새장 키큰수납장, 다크그레이",47800,99636048,False,58,4.0,45.0,False,퍼니하우스,착불배송,37.0,NULL,NULL,NULL,NULL,NULL,NULL
369,472,184674,"블루밍홈 다용도 2인용 원형테이블, 내추럴",95820,56452172,True,54,4.5,47.0,False,블루밍홈,0,20.0,800,원목,원목,NULL,800mm,NULL
370,473,184674,"오홀리브 코팅 액자테이블 58종 L, 대(80x60x27) 08_분홍선인장",29900,175231955,False,0,5.0,111.0,False,오홀리브,0,43.0,대(80x60x27),NULL,합성목재,NULL,80cm,NULL
371,474,184674,"베스트리빙 오츠카 원목 회전 의자, 내츄럴 오크",79380,46549463,False,2,4.0,120.0,False,베스트리빙,0,32.0,570*525*750mm,베이지,원목,NULL,570mm,NULL
372,477,184674,"솔로리빙 미니 렌지대, 오크",35900,5257946057,True,0,4.5,2.0,False,솔로리빙,0,2.0,470 x 400 x 460 mm,NULL,NULL,NULL,470mm,NULL
373,478,184674,"가구로드 루시바텐(회전 높이조절) 클릭바텐(고정) 홈바의자 아일랜드 식탁의자 높은의자 가죽쿠션 바체어, (단품)루시바텐-화이트",43000,1801617521,False,12,4.0,48.0,False,,0,47.0,NULL,화이트,플라스틱,모던/심플,43cm,NULL
374,479,184674,"퍼니하우스 헤븐 1800 전자렌지 밥솥 주방 수납장 렌지대, 다크그레이",55900,99630847,False,46,4.0,468.0,False,퍼니하우스,착불배송,298.0,NULL,NULL,NULL,모던/심플,NULL,NULL
375,480,184674,"탑리빙 USB 노트북테이블 + 선풍기 + 라이트, 아카시아",17500,5238663882,True,12,5.0,2.0,True,,,2.0,NULL,NULL,NULL,NULL,NULL,NULL
376,481,184674,"파로마 사무실 원룸 자취방 주방 미니 소형 스텐 싱크대 하부장 가스대 조리대 개수대 주방수납장>>조리대/하부장, 900 개수대(우볼):화이트",105000,344531965,False,0,4.0,52.0,False,파로마,착불배송,44.0,NULL,NULL,NULL,NULL,NULL,NULL
377,483,184674,"예다움 옛날 레트로 자취 스텐 양은 밥상 술 양은상 R425, 예다움 양은밥상 R425 (1호)",12900,1464958351,False,0,4.5,24.0,False,예다움,0,21.0,NULL,NULL,NULL,NULL,NULL,NULL
378,484,184674,"리바트 뉴시나몬 원목의자 (1+1), 단일옵션",104560,1925005922,False,40,5.0,8.0,False,리바트,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL
379,485,184674,"오서방 상다리 밥상다리, 튼튼 상다리 A형 월넛 (4개 1조)",5600,55934247,False,0,4.5,158.0,False,,0,54.0,NULL,NULL,플라스틱,NULL,NULL,NULL
380,486,184674,"유니크가구 깔끔이 렌지대 일반형, 화이트",19900,2570480,False,0,4.0,477.0,False,,"5,000",114.0,NULL,화이트,PB + MDF,NULL,500mm,NULL
381,487,184674,"성원기업 싱크(가스)쇼바 창문수대, 싱크(가스)쇼바 180mm 9kg",3500,97343056,False,0,4.5,27.0,False,,"2,500",11.0,NULL,NULL,NULL,NULL,NULL,NULL
382,488,184674,"국산 싱크대 쇼바 A1K1278100AB, 9kg",3600,2117153980,False,0,5.0,19.0,False,,"3,000",19.0,NULL,NULL,NULL,NULL,NULL,NULL
383,489,184674,"[삼익가구]카린 2인용 대리석 식탁세트(의자2개포함), 그레이",179000,4366134597,False,64,4.0,9.0,False,삼익가구,착불배송,10.0,NULL,NULL,NULL,NULL,NULL,NULL
384,490,184674,"원목 쫄대 각재(랜덤) 10개묶음, 900mm미만",5500,261403322,False,0,4.0,47.0,False,,"3,000",37.0,NULL,NULL,NULL,NULL,NULL,NULL
385,491,184674,"트리팜 LPM 4단 높이조절형 튼튼쌍발 하모니 테이블 특대형900, 마블블랙",28590,285980317,True,4,4.5,169.0,False,,0,95.0,NULL,NULL,NULL,NULL,NULL,NULL
386,492,184674,방부목 데크재 1800x120x20mm야외데크 데크재 DIY 맞춤재단 무료재단 옥상바닥 테라스 전원주택 데크설치 시공가격 천연원목 DIY 목재 재단 집성목 합판 방부목 스프러스,6000,1524012465,False,0,4.0,10.0,False,,착불배송,10.0,NULL,NULL,NULL,NULL,NULL,NULL
387,493,184674,"뽀로로 매직스케치 공부상 + 워터크레용 12컬러 + 지우개세트 + 매직블록, 1세트",35780,2835476,True,0,4.5,139.0,False,뽀로로,0,15.0,NULL,핑크,NULL,NULL,NULL,직사각형
388,496,184674,"골드임페리얼 식탁 카페 의자 2p, 베이지",105900,1267790081,True,0,4.0,100.0,False,,0,94.0,NULL,NULL,NULL,NULL,NULL,NULL
389,497,184674,"이지슬라이드 스르륵가구패드 가구슬라이딩패드 층간소음방지 바닥보호 의자발커버 (9종), EZ-30",3200,38041956,False,0,4.5,152.0,False,,0,61.0,NULL,고무:검정,테프론소재,NULL,NULL,NULL
390,498,184674,"남원목기 원형 모자이크 교자상 900 x 900 x 250 mm, 체리 + 갈색",73000,267118372,True,0,4.5,38.0,False,남원목기,0,24.0,900 x 900 x 250 mm,멀티(혼합)컬러,합성목재,NULL,900mm,원형
391,501,184674,"서우 높이조절 LPM 땅콩테이블 80, 화이트",21300,306571173,True,0,4.5,177.0,False,서우,0,94.0,NULL,NULL,NULL,NULL,NULL,기타도형
392,502,184674,"나인홈 고급 멀바우 홈바 테이블 아일랜드 식탁 1200 모음 홈바/아일랜드식탁, 홈바테이블(WWD3039)",40900,1910814729,False,0,5.0,15.0,False,,착불배송,15.0,NULL,NULL,NULL,NULL,NULL,NULL
393,503,184674,"목다보 나무못 목봉 목심 도웰핀 목공재료, 전사이즈 1개씩",1300,5213072584,False,0,4.5,2.0,False,헬로요니,0,2.0,NULL,브라운,원목,NULL,NULL,NULL
394,504,184674,"베스트리빙 피렌체 4인 카페 테이블, 코코아",125010,29794332,True,8,4.0,180.0,False,베스트리빙,0,86.0,1200 x 750 x 590 mm,브라운,원목,NULL,1200mm,NULL
395,505,184674,"선반받침대 지지대 선반대 6001블랙 백색 100~350mm, 2.6001백색100x75mm",600,68184340,False,0,5.0,31.0,False,,"2,500",30.0,NULL,NULL,NULL,NULL,NULL,NULL
396,506,184674,"[코리안파워] 320 바텐의자, 그린",32700,6895894,False,0,4.5,14.0,False,,0,11.0,NULL,그린,PU,NULL,NULL,NULL
397,507,184674,"방친구 시즌 신상품 아일랜드 식탁, 01_바움 아일랜드 식탁 멀바우z",98000,43131529,False,0,4.5,250.0,False,방친구,착불배송,140.0,NULL,NULL,NULL,내추럴,120cm,NULL
398,508,184674,"미래주방 업소용 작업대 스텐 1단 2단 600 900 1200 1500 1800, 선택안함",54000,1980151604,False,0,4.5,16.0,False,,0,16.0,NULL,NULL,NULL,NULL,NULL,NULL
399,509,184674,"국산튼튼한 조립식 렌지대 전자렌지수납장 다이-진열장형 2단, 오크화이트",16900,1698900926,False,43,4.5,23.0,False,,0,23.0,NULL,NULL,NULL,NULL,NULL,NULL
400,510,184674,"가온리빙 펠리스 500 렌지대 에어프라이어 수납장 밥솥/렌지대, 올화이트",67900,1261795515,False,0,4.0,95.0,False,가온리빙,착불배송,84.0,NULL,NULL,NULL,모던/심플,NULL,NULL
401,512,184674,"아이비스토어 국산 접이식 상다리 가구다리, 4단 플라스틱상다리-화이트",2200,35046465,False,0,4.5,188.0,False,,"2,500",82.0,NULL,화이트,플라스틱,NULL,NULL,NULL
402,514,184674,매트리스 밀림방지 패드 4개,9000,2117121757,False,0,4.0,13.0,False,,"3,000",13.0,NULL,NULL,NULL,NULL,NULL,NULL
403,516,184674,"가구생각 에밀리 600 딥 수납장, 화이트",39800,9932423,False,0,4.5,429.0,False,,착불배송,95.0,NULL,화이트,PB + MDF,NULL,NULL,여닫이
404,519,184674,"가온리빙 심플라인 렌지거치대 밥솥/렌지대, 매플",29900,1666791558,False,0,4.0,23.0,False,가온리빙,착불배송,23.0,NULL,NULL,NULL,모던/심플,NULL,NULL
405,521,184674,"산들리빙 2인식탁세트 카페테이블 멀바우 티 빈티지 가정용 업소용 식탁세트, 씨엘(빈티지)800테이블+소나타의자_와인(2개)",119000,229425442,False,0,4.5,20.0,False,,0,14.0,테이블-800*600*745 / 의자-515*450*800,NULL,NULL,NULL,800mm,NULL
406,522,184674,"조은세상 라미스 테이블W 1200 x 600 mm, 마블W",50830,1914640718,True,9,4.5,52.0,False,조은세상,0,52.0,NULL,NULL,NULL,NULL,NULL,NULL
407,524,184674,"베스트렉 캔디 기본형 홈바의자 A110-1 2개, 화이트",77000,4946616207,True,0,4.5,3.0,False,베스트렉,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
408,525,184674,서랍용 백색레일 250/300/350/400/450/500mm용 가구용레일 DIY,1500,2052196,False,0,5.0,22.0,False,,0,13.0,NULL,NULL,NULL,NULL,NULL,NULL
409,526,184674,"베스트렉 더블쿠션 아일랜드 발걸이형 홈바의자 A100 2p, 블랙",73800,4918864857,True,0,5.0,3.0,False,베스트렉,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
410,527,184674,"참갤러리 밀레 원목 식탁 세트 4인용 방문설치, 혼합색상",444000,1899878520,True,0,5.0,71.0,False,,,52.0,NULL,NULL,NULL,NULL,NULL,NULL
411,528,184674,"베스트리빙 [수도권 3일이내 배송]앨빈 토론토 4인 대리석 식탁세트/의자4개, 1200화이트대리석/토론토베이지의자4개",249000,3801615,False,41,4.5,19.0,False,베스트리빙,"50,000",18.0,NULL,화이트,대리석,NULL,1200mm,NULL
412,529,184674,"리바트 메이빌 체어 B형 (1+1), 블랙",70430,1925006997,False,43,4.5,17.0,False,리바트,0,17.0,NULL,NULL,NULL,NULL,NULL,NULL
413,530,184674,철물코리아 특수레일 댐퍼레일 언더레일 포켓레일 레일-3단(댐퍼)350,12250,73219066,True,0,4.5,54.0,False,,0,23.0,NULL,NULL,철제,NULL,NULL,NULL
414,532,184674,남원목기공예 샤벨 2도 직 교자상,55570,1648999,True,0,4.5,159.0,False,,0,25.0,90 x 75 cm,브라운,합성목재,NULL,90cm,직사각형
415,533,184674,"EONC 고급 다용도상 원형 80, 월넛",22990,5577432,True,12,4.5,405.0,False,,0,49.0,80 x 80 x 27 cm,브라운,합성목재,NULL,80cm,원형
416,534,184674,"동서가구 LV모던 하이그로시 2인용 식탁, 웬지",119000,1633189,False,37,4.0,53.0,False,동서가구,착불배송,31.0,NULL,브라운,NULL,NULL,850mm,NULL
417,535,184674,"트리팜 LPM 높이조절 럭셔리 땅콩 접이식 테이블 1000, 마블",34700,187613565,True,0,4.5,113.0,False,,0,61.0,NULL,NULL,NULL,NULL,NULL,NULL
418,536,184674,"해피데이 캐빈 원목 식탁의자, 엔틱",22900,35028956,False,0,4.5,316.0,False,해피데이,착불배송,18.0,NULL,NULL,원목,내추럴,NULL,NULL
419,537,184674,"오홀리브 접이식 액자 테이블 대 80 x 60 x 27 cm, 빈센트 반 고흐 C 밤의 카페 테라스",25310,4577461734,True,1,5.0,128.0,False,오홀리브,0,68.0,NULL,NULL,NULL,NULL,NULL,NULL
420,538,184674,"남원목기 춘향골 직교자상 750 x 900 x 320 mm, 체리 + 갈색",69200,267118448,True,0,4.5,17.0,False,남원목기,0,13.0,750 x 900 x 320 mm,브라운,NULL,NULL,900mm,직사각형
421,540,184674,"업소용싱크대 모음 20종 업소용개수대 스텐싱크대 주방싱크대, 1구, 600x600x800",75000,4963098122,False,11,5.0,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL
422,541,184674,"베르망 가구다리 쇼파다리 소파다리 침대다리 가구발 높이조절발 발통 철재다리 철제다리 1호, R (추가상품) 삼각피스 길이 5cm 10개입",1000,2206726987,False,0,5.0,17.0,False,베르망,"3,000",17.0,NULL,NULL,NULL,NULL,NULL,NULL
423,543,184674,"더조아 마블 2인용 티테이블 6.72cm원반다리 600원형, 마블 화이트",51900,4389477219,True,7,4.0,16.0,False,,0,14.0,NULL,NULL,NULL,NULL,NULL,원형
424,544,184674,"동서가구 솔트 글로시 800 주방수납장 mct008, 화이트",59000,1195357662,False,33,4.5,5.0,False,동서가구,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL
425,545,184674,"케렌시아 콘솔 슬림테이블 800, Q06_아카시아(FD)",37900,4353350871,False,29,4.0,28.0,False,제련공단,0,25.0,NULL,NULL,NULL,NULL,NULL,NULL
426,546,184674,"사사가구 코비 렌지대 오리지널 주방수납장>>밥솥/렌지대, 단품",79900,2129207032,False,61,4.5,45.0,False,사사가구,0,32.0,NULL,NULL,NULL,NULL,NULL,NULL
427,547,184674,"아놀드 화이트 포세린 통세라믹 6인용 식탁 세트 1800, 1800식탁+의자6개(색상 배송메세지 기재)",399000,1771963662,False,55,5.0,17.0,False,,착불배송,17.0,NULL,NULL,NULL,NULL,NULL,NULL
428,548,184674,"핸즈홈 바체어 (2개1세트) 홈바의자 아일랜드식탁 의자, 벨르맘바체어-그레이 60cm(2개1SET)(1775)",88800,113789090,False,1,4.5,151.0,False,핸즈홈,0,90.0,NULL,NULL,NULL,NULL,NULL,NULL
429,549,184674,"A-ROBOT 53182 주방 접이식 보조 테이블 식탁 주방 선반, 흰색50*30",29000,1257871448,False,0,4.0,13.0,False,,0,13.0,NULL,NULL,NULL,NULL,NULL,NULL
430,550,184674,"지엠퍼니처 플로윙 화이트 원형 식탁 테이블 1000 (4인용), 플로윙 1000 화이트+화이트 DIY",89900,169282713,False,25,4.5,31.0,False,지엠퍼니처,착불배송,17.0,1000파이,화이트,합성목재,NULL,100cm,원형
431,551,184674,"핀란디아 콜린 2인식탁세트(와이드형의자2) 식탁세트, 오크",149000,110450308,False,37,5.0,70.0,False,핀란디아,0,27.0,"테이블-1200mm x 750mm x 740mm, 의자-450mm x 450mm x 800",브라운,원목+기타 소재,NULL,120cm,NULL
432,552,184674,"루나하우스 하이그로시 액자테이블 1000 x 400 mm, 파리",25900,294785733,True,0,4.5,105.0,False,,0,68.0,NULL,NULL,NULL,NULL,NULL,NULL
433,554,184674,"서우 애쉬리빙다용도상 소 60 x 45 cm, 혼합 색상",31700,108461779,True,0,4.5,87.0,False,서우,0,20.0,60 x 45 x 26 cm,브라운,원목+MDF,NULL,60cm,직사각형
434,555,184674,팜파스 19.5cm 7개입 매트리스 다리조절 발통세트,9900,1310436226,False,0,5.0,18.0,False,팜파스,0,16.0,NULL,NULL,NULL,NULL,NULL,NULL
435,556,184674,"EONC 접이식 테이블 60 × 40 cm, 화이트",15000,78243725,True,0,4.5,275.0,False,,0,54.0,NULL,NULL,NULL,NULL,NULL,NULL
436,561,184674,"베스트리빙 카파 원목 회전 의자, 내츄럴",59400,46549483,True,0,4.0,86.0,False,베스트리빙,0,45.0,430*530*790mm,베이지,원목,NULL,430mm,NULL
437,562,184674,"남원공방 교자상다리 부품 대 - 밥상 교자상 다리 부속, 01_교자상다리 부품 대_좌+우",3600,154196226,False,0,4.0,116.0,False,,"3,000",62.0,NULL,NULL,NULL,NULL,NULL,NULL
438,563,184674,동서가구 이디에프 리너1000 다용도수납장 DF902452,84900,24974817,False,38,4.5,59.0,False,동서가구,착불배송,37.0,NULL,NULL,NULL,내추럴,NULL,NULL
439,565,184674,"데코라인 오르세 1200 서랍 수납장 주방수납장>>조리대/하부장, 메이플그레이",62900,323983766,False,53,5.0,22.0,False,데코라인,착불배송,22.0,NULL,NULL,NULL,NULL,NULL,NULL
440,567,184674,"엠파이어 사각파이프 가구발 높이조절발 세트, 40mmX발30 높이조절발 세트",1000,159259763,False,0,4.5,36.0,False,엠파이어,"2,500",22.0,NULL,NULL,NULL,NULL,NULL,NULL
441,568,184674,"21세기트랜드 의자다리 가구부속자재, 수입스틸오발호형300-로라형",15000,22183251,False,0,4.5,108.0,False,21세기트랜드,0,51.0,NULL,실버,철제,NULL,NULL,NULL
442,570,184674,"작은손가구철물 가구용 도어캐치 자석 빠찌링 랏지 문짝 충격완충기, 7) 문짝충격완충기 댐퍼 화이트",900,99635082,False,0,4.0,33.0,False,,0,14.0,NULL,NULL,NULL,NULL,NULL,NULL
443,571,184674,"3s 씽크대쫄대, 투명2400mm 1개",5000,327866798,False,0,4.5,34.0,False,,0,22.0,NULL,NULL,NULL,NULL,NULL,NULL
444,572,184674,접이식 사각다리 브라운 높이조절 4p (상다리 좌탁 테이블 밥상다리 미니테이블),7600,201158449,False,0,4.0,32.0,False,,0,26.0,NULL,NULL,NULL,NULL,NULL,NULL
445,573,184674,동서가구 이브 그레이 1200 아일랜드식탁 홈바(렌지대형),119000,115720929,False,50,4.0,133.0,False,동서가구,착불배송,63.0,NULL,NULL,NULL,모던/심플,NULL,NULL
446,574,184674,"[삼익가구]우디 홈바 확장형 아일랜드 식탁(C타입 렌지대형), 화이트",214900,5221926249,False,56,4.0,10.0,False,삼익가구,착불배송,10.0,NULL,NULL,NULL,NULL,NULL,NULL
447,575,184674,높이조절 상다리.상다리 부품.세진 좌식테이블용 접이식 프라스틱 다리 1세트( 다리4개 +피스16개 ) 상다리,11800,1921747883,False,26,4.5,17.0,False,,0,17.0,NULL,NULL,NULL,NULL,NULL,NULL
448,576,184674,"이케아 FRANKLIN 프랑클린 접이식 바스툴빠스툴하이체어아일랜드식탁의자의자 스툴, 비카_63cm화이트",55700,1234254681,False,0,4.5,18.0,False,이케아,0,17.0,NULL,NULL,NULL,NULL,NULL,NULL
449,577,184674,"[삼익가구]카린 4인용 대리석 식탁세트(의자4개포함), 베이지",289000,4366134282,False,58,4.5,13.0,False,삼익가구,착불배송,13.0,NULL,NULL,NULL,NULL,NULL,NULL
450,579,184674,"리드오프 액자테이블 대, 추상화 평화",25440,2110436993,True,11,4.5,9.0,False,,0,10.0,NULL,NULL,NULL,NULL,NULL,NULL
451,580,184674,"서우 백합 다용도 테이블 대, 분홍",16640,257845,True,12,4.5,386.0,False,서우,0,49.0,72 x 48 x 27.5 cm,화이트,합성목재,NULL,72cm,직사각형
452,582,184674,"서우 월넛 통판상 소 60, 브라운",31100,237031507,True,0,4.5,66.0,False,서우,0,48.0,NULL,NULL,NULL,NULL,NULL,NULL
453,585,184674,"동서가구 세이지 LPM 1800 주방 수납장세트C(수납+렌지), 화이트",129000,54908583,False,52,4.0,315.0,False,동서가구,착불배송,93.0,NULL,NULL,NULL,모던/심플,NULL,NULL
454,586,184674,"티디팩토리 광파오븐렌지대 밥솥수납장 전자렌지수납장 정수기다이, 600렌지대/오픈형-화이트",56500,162955170,False,0,4.5,119.0,False,,착불배송,78.0,NULL,화이트,NULL,NULL,60cm,NULL
455,587,184674,"도리퍼니처 하모니 + 솔리드 식탁 세트 / 2인용 카페 업소용 가게 식당 커피숍 철제 창가 테이블 의자, 모카+블랙",92500,1287726297,False,0,4.5,15.0,False,도리퍼니처,0,15.0,NULL,멀티(혼합)컬러,NULL,NULL,NULL,직사각형
456,588,184674,"파란들 코엔 가죽 식탁 의자 2p, 블랙",99900,246672479,False,0,4.5,9.0,False,파란들,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL
457,592,184674,"스파이더락 전자레인지 선반, 화이트",45900,2210796343,False,0,4.5,12.0,False,스파이더락,0,12.0,NULL,NULL,NULL,NULL,NULL,NULL
458,595,184674,"접이식 상다리 테이블 1000 x 600 mm, 상다리(화이트), 상판(마블링)",35900,2057253442,True,0,5.0,7.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL
459,596,184674,"조은세상 남원 원형 밥상 R600, 대추색",34900,1639364779,True,0,4.0,9.0,False,혼이깃든,0,9.0,NULL,NULL,NULL,NULL,NULL,원형
460,597,184674,"THEJOA [더조아] 홈바테이블 높은테이블 카페 인테리어 아일랜드식탁 홈바테이블 콘솔, 1500 빈티지브라운",79900,1290901121,False,38,4.5,126.0,False,,착불배송,105.0,NULL,멀티(혼합)컬러,NULL,빈티지,150cm,NULL
461,599,184674,"서우 마이키 소 48 x 48 x 27.5 cm, 그레이, 1개",12900,3718047,True,14,4.5,52.0,False,서우,0,26.0,소 (48 x 48 x 27.5 cm),화이트,합성목재,NULL,48cm,정사각형
462,600,184674,"백수소반 앤틱 정교자상 81 x 81 x 32 cm + 부직포커버, 혼합색상",48500,4711105425,True,0,4.5,3.0,True,백수소반,,3.0,NULL,NULL,NULL,NULL,NULL,사각형
463,603,184674,하르 내츄럴 원목 베드 트레이 테이블,20800,5220271411,False,32,5.0,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL
464,606,184674,"21세기트랜드 타볼리노 쿠션 테이블 대, 혼합색상",33500,1445012506,True,0,5.0,17.0,False,21세기트랜드,0,18.0,NULL,NULL,NULL,NULL,NULL,NULL
465,607,184674,"키키홈 로라 400 틈새수납장, LPM화이트",62900,3479816,False,0,4.5,150.0,False,키키홈,착불배송,55.0,NULL,NULL,NULL,NULL,NULL,NULL
466,608,184674,"주방가구 심플오픈장, 화이트",27410,4965087993,True,0,2.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL
467,610,184674,"남원목기 춘향골 사각 타원상 750 x 750 x 250 mm, 체리 + 갈색",49000,267118479,True,0,4.0,30.0,False,남원목기,0,28.0,750 x 750 x 250 mm,브라운,원목,NULL,750mm,NULL
468,611,184674,"요기쏘 전자레인지 트레이 선반, 화이트",13230,1703915342,True,7,4.0,34.0,False,요기쏘,0,34.0,NULL,NULL,NULL,NULL,NULL,NULL
