,from selenium import webdriver ,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,스툴,사용인원,설치,인테리어
450,,616.0,184623.0,"라탄그네의자 매트 분리세탁 커버 빈팩소파 2인 그네의자쿠션 라탄 카페 휴식, 21번",49900.0,5575211341.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,,618.0,184623.0,"라자가구 메리 4인용 가죽소파 보조미포함 무빙헤드레스트, 라이트그레이",399000.0,59775751.0,False,0.0,5.0,3.0,False,라자가구,착불배송,3.0,NULL,NULL,NULL,NULL,스툴 없음,4인용,NULL,모던/심플
452,,622.0,184623.0,"레이디가구 데스트라 천연소가죽 면피소파 4인용＋스툴, 블루그레이",867000.0,4567929259.0,False,55.0,5.0,3.0,False,레이디가구,착불배송,3.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
453,,623.0,184623.0,"삼나무 원목 쇼파 친환경 천연 2인용 무도장, 상세페이지 참조",217900.0,177612161.0,False,11.0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,,624.0,184623.0,"[텐바이텐] 헤일리 라탄 원목 1인용 소파 의자 체어, 패브릭 린넨 라탄소파",262000.0,4398374119.0,False,22.0,,,False,텐바이텐,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,,625.0,184623.0,"소파 의자 발코니 1인실 힐링 레저 소파 게으른 북유럽 호텔 패브릭 망 레드 레저 의자 1인용 핑크 벨벳 쇼파 거실인테리어 릴렉스체어 수유의자 윙체어, O",259100.0,5488204998.0,False,31.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,,627.0,184623.0,"아로미가구 뉴벨르 애쉬원목 천연가죽 2인용 소파, 뉴벨르2인_카푸치노",159000.0,134014528.0,False,0.0,,,False,아로미가구,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,,629.0,184623.0,"동서가구 솔트 제논 2인 소파 스툴포함 mct028, 아이보리",209000.0,1274859900.0,False,33.0,4.0,1.0,False,동서가구,0,1.0,NULL,NULL,NULL,NULL,스툴 있음,NULL,NULL,NULL
458,,630.0,184623.0,"라자가구 카닌 1인용소파+보조스툴세트 패브릭소파 인테리어소파, 오트밀",279000.0,208795460.0,False,0.0,4.0,6.0,False,라자가구,착불배송,5.0,NULL,베이지,패브릭,NULL,스툴 있음,1인용,NULL,NULL
459,,632.0,184623.0,"삼익가구 원룸 일체형 본넬스프링 싱글 소파베드(쿠션2개 포함), 아이보리",124900.0,81583741.0,False,34.0,4.5,2.0,False,삼익가구,착불배송,,970x2000x430,NULL,원목,NULL,스툴 없음,NULL,NULL,NULL
460,,633.0,184623.0,"동서가구 마샤 구스다운 라텍스탑 천연가죽 3인용소파 DF637160, 초코브라운",312550.0,65605551.0,False,52.0,4.0,7.0,False,동서가구,착불배송,4.0,NULL,NULL,NULL,인조/천연가죽,NULL,3인용,NULL,모던/심플
461,,634.0,184623.0,"[삼익가구]크레이 천연소가죽 3인용 소파(스툴제외), 카멜",399000.0,5294218754.0,False,33.0,4.0,1.0,False,삼익가구,착불배송,1.0,NULL,NULL,NULL,NULL,스툴없음,NULL,NULL,NULL
462,,635.0,184623.0,"뉴마리데코 라떼/엔티/루시 2인용 소파 3인용 인조가죽 쇼파, 엔티레드(3인용)",292000.0,10805095.0,False,33.0,5.0,1.0,False,,착불배송,1.0,NULL,레드,PU,NULL,스툴 없음,3인용,NULL,NULL
463,,636.0,184623.0,"마루이 자코비 무빙헤드 8인 코너형 가죽소파, 머드그레이",799000.0,318048760.0,False,49.0,,,False,마루이,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,,637.0,184623.0,"포그 패브릭 3인 벤치소파의자, 3인벤치 라이트그레이",107900.0,1777508937.0,False,32.0,3.5,3.0,False,에보니아,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
465,,638.0,184623.0,"북유럽 싱글 소파 의자 디자이너 라이트 럭셔리 안락 의자 달팽이 의자 거실 호랑이 심플 모던 등받이 라운지 의자, 분홍",357500.0,5477220087.0,False,0.0,,,False,,"30,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
466,,639.0,184623.0,"루온퍼니처 오트밀 3인 아쿠아텍스 패브릭 소파, 베이비핑크, 선택안함",209000.0,2348318695.0,False,60.0,,,False,루온퍼니처,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
467,,640.0,184623.0,"리브맘 달콤 빈백 사각 스툴, 브라운",45570.0,260646072.0,True,0.0,3.5,10.0,False,리브맘,0,4.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
468,,641.0,184623.0,"블루밍홈 코엠쇼파 스툴포함 카우치 변형 소파, 그레이ⓘP820735ⓟ",169000.0,143204963.0,False,26.0,4.0,15.0,False,블루밍홈,착불배송,2.0,NULL,NULL,패브릭,NULL,스툴 있음,2인용,NULL,NULL
469,,643.0,184623.0,"모듈 소파 1인용 2인용 사무용 테이블 세트 비즈니스 상담 쉼터 사무실 심플 모던, 02 삼인위 소파",837250.0,5466870921.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470,,645.0,184623.0,"에스엔케이/리바트소파/3인용소파/사무용소파, 3인용",250000.0,1366550396.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
471,,647.0,184623.0,"[아누리] 성인 허그빈백 패브릭 빅쿠션 풀세트 5종 택1, 색상:빅쿠션_풀세트_워싱차콜",106250.0,1689744772.0,False,3.0,5.0,1.0,False,아누리,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
472,,648.0,184623.0,"3인용 고급 PU 가죽소파, 2톤(민트블루)",395570.0,5013151879.0,False,0.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,,649.0,184623.0,"[에보니아] 코코 1인 소파의자 (패브릭룩방수가죽/1인용쇼파/디자인/인테리어/미니쇼파), 색상:아이보리",64800.0,292403653.0,False,0.0,,,False,에보니아,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,,650.0,184623.0,메타몽 소파 포켓몬 캐릭터 쇼파 귀여운 쿠션 대형 범보의자 1인 등받이 원룸,164800.0,5150894943.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
475,,651.0,184623.0,"자코모 베니 4인 기능성 천연면피 소가죽 소파+스툴, 카멜",1878600.0,229698085.0,False,7.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
476,,652.0,184623.0,"마켓비 BUGOK 2인소파, FNT-CBR",211190.0,1954571577.0,True,5.0,,,False,마켓비,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
477,,654.0,184623.0,"올리브 3인 인조가죽 2인 1인 소파, 2인 카키",245000.0,303714033.0,False,0.0,4.0,2.0,False,,착불배송,,NULL,멀티(혼합)컬러,원목,NULL,NULL,NULL,NULL,NULL
478,,655.0,184623.0,"[파스텔우드] 편안한 고급 카페의자 커피숍의자 1인소파 인테리어의자, 블랙",123000.0,138790808.0,False,24.0,3.5,2.0,False,,0,2.0,NULL,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,모던/심플
479,,656.0,184623.0,"힐링 흙소파 카우치 온열 온돌 황토 숯 3인용 보료 효도선물, 황토볼 보료",639900.0,5278692479.0,False,32.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,스툴 없음,NULL,NULL,클래식/엔틱
480,,657.0,184623.0,"[동서가구] 멘테 전동 리클라이너 가죽소파3인_접이식 컵홀더 내장, 색상:차콜",740050.0,4362406784.0,False,7.0,,,False,동서가구,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,,658.0,184623.0,"[꿈꾸는직구]대나무 자연 탄화 대나무 좌석 여름 매트 사무실 의자 쿠션 좌석, 해외배송 50 * 150cm_탄화 어두운 작은면",27360.0,2309732821.0,False,0.0,,,False,,"9,600",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482,,659.0,184623.0,"사겟소 인텍스 정품 에어쇼파 +스툴1인용소파 전동펌프 세트, 단일제품",34900.0,1179604082.0,False,0.0,3.0,1.0,False,,"4,000",,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
483,,660.0,184623.0,"가구룩 라델 4인용 통가죽 일자형, 연그레이",712000.0,1064019714.0,False,49.0,1.0,1.0,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,,662.0,184623.0,"홈스토리 프랑수아 아쿠아스웨이드 모듈쇼파 3인용, 프랑수아 아쿠아클린텍스 소파",339000.0,296304605.0,False,0.0,4.5,2.0,False,홈스토리,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
485,,663.0,184623.0,"[아르스노바] 수납벤치(원목수납_2칸) 차콜그레이, 타입:(원목수납_2칸)차콜그레이",116850.0,182419605.0,False,3.0,,,False,아르스노바,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,,665.0,184623.0,"서광퍼니처 보그 아쿠아 패브릭 5-6인 컵홀더 카우치 소파 hw, 샌드그레이_착석시좌측카우치",1060000.0,1221198833.0,False,15.0,5.0,1.0,False,서광퍼니처,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,,666.0,184623.0,"더피 모듈형 조합형 패브릭 소파 2colors, 스툴유닛, 브라운",85000.0,4583976411.0,False,28.0,,,False,,착불배송,,NULL,NULL,NULL,패브릭,NULL,NULL,방문설치,NULL
488,,668.0,184623.0,"나무뜰 코젯 패브릭 3인 쿠션 수납 벤치 소파 SRS008C, 오크-연브라운 쿠션",309000.0,1441306128.0,False,44.0,5.0,1.0,False,나무뜰,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,,669.0,184623.0,"라이겟 슈프림 에어 투명 소파 의자 1인용 인테리어, 단품",178800.0,5542602879.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,,670.0,184623.0,"오프닝아시아 강화유리테이블 사무실 직사각형 유리차 기 응접실 면회실 차를 달이다 대 비지니스 소형 티테이블 소파 콤비네이션, 블랙 80x50x45cm",137100.0,5460943403.0,False,22.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,,671.0,184623.0,"안젤로까사 엔젤 아쿠아텍스 3 4인용 이지클린 쇼파, 3인용소파, 라이트블루",318000.0,5392238764.0,False,78.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
492,,672.0,184623.0,"루온퍼니처 프렌치 4인용 가죽 소파, 선택안함, 선택안함, 인디고블루",459000.0,1946456725.0,False,51.0,5.0,1.0,False,루온퍼니처,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,,674.0,184623.0,"자코모 에비뉴엘 모듈 1인 천연면피 소가죽 소파, 그레이",980000.0,1636657306.0,False,2.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,,675.0,184623.0,"자코모 트레뷰 6인 천연면피 소가죽 소파, 모카/높은실버스틸다리",2263800.0,246174785.0,False,2.0,5.0,1.0,False,자코모,0,1.0,NULL,NULL,NULL,인조/천연가죽,NULL,6인용,NULL,모던/심플
495,,676.0,184623.0,"블루밍홈 콜렌쇼파 1인, 올리브",99000.0,2197283003.0,False,23.0,,,False,블루밍홈,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,,677.0,184623.0,"북유럽풍 패브릭 페브릭 1인 2인용 일인 거실 다이닝 쇼파 인테리어 의자 미니 소파, 흑록색",146500.0,4794438145.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,,678.0,184623.0,"[자코모]대디 4인 천연면피 소가죽 소파+ 스툴, 오렌지_높은원목다리",1632500.0,5100296356.0,False,0.0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,,679.0,184623.0,"나혼산 에어 쇼파 베드 1인용 마약쇼파 자취템, -블랙화이트]+전기펌프+수납포켓",50600.0,4534205921.0,False,54.0,,,False,베스트웨이,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,,680.0,184623.0,"일인쇼파 포인트 의자 무스타슈 볼드체어 1인 bold, 싱글의자(청색+쿠션포함)",135000.0,5304259078.0,False,0.0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
500,,681.0,184623.0,"초이스소파 업소용 붙박이소파 벽쇼파 카페 병원 약국 의자 대기의자 대기실의자 국내 맞춤제작 붙박이쇼파, 체크리스트 확인하시여 고객센터로 상담 후 결제 진행해주셔야합니다 (1만원 아닙니다)",10000.0,1551055805.0,False,0.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
501,,682.0,184623.0,"전동 네일 패디의자 마사지샾 가구 안마침대 풀세트, 소프트 핑크 고정버전 풀세트",365000.0,1858974832.0,False,30.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,,683.0,184623.0,"저스틴 쉐이드통가죽 8인용 코너용 소파, 블루",1320000.0,298940341.0,False,10.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,,685.0,184623.0,"마켓비 BENWOOD 1인 소파 YC12A 내추럴, 아이보리",86450.0,4710897203.0,False,5.0,,,False,마켓비,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
504,,686.0,184623.0,"센티브 에어베드 에어쿠션 파우치포함 에어쿠션비치백, 퍼플",9570.0,1458608013.0,False,10.0,4.5,2.0,False,센티브,"2,500",2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
505,,687.0,184623.0,"아로미가구 프라임 방수패브릭 좌식 4인용소파, 프라임좌식4인_인조가죽_그레이(방수패브릭인조가죽)",179000.0,103547222.0,False,0.0,5.0,1.0,False,아로미가구,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
506,,688.0,184623.0,"[에싸] 루카스 3.5인 기능성 카시미라 패브릭 소파, I0189블루그레이",2035770.0,5566370718.0,False,7.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
507,,689.0,184623.0,"[장수돌소파] [3인용] 장수 카우치 맥반석 소파 + 특별구성 2종, 색상:월넛",1441000.0,2104947516.0,False,19.0,,,False,,0,,NULL,NULL,NULL,인조/천연가죽,NULL,3인용,NULL,클래식/엔틱
508,,692.0,184623.0,"옥탑방의문제아들의자 등받이 조절 좌식 의자, 디자인1 그레이",32600.0,5110057137.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
509,,693.0,184623.0,"캠핑쇼파 1인쇼파 에어매트 기능성 에어쿠션 비치백, 핫핑크",11320.0,5510567463.0,False,0.0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
510,,694.0,184623.0,"[기타] 인타임 에어소파-YT125+발펌프 세트, 색상",33000.0,5425336832.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
511,,695.0,184623.0,"에오스가구 올리비앙 카우치 아쿠아텍스 4인소파, 카우치우형, 라이트그레이",469000.0,4717342414.0,False,52.0,4.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,4인,NULL,모던/심플
512,,696.0,184623.0,"지베스 스칼렛 이태리산 라텍스 천연소가죽 카우치 소파, 그레이",1299000.0,145667143.0,False,41.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
513,,698.0,184623.0,"나빈찌 에인 3 4인용 USB 방수 아쿠아 이지 클린 텍스 패브릭 소파, 딥블루3인용 (스툴미포함)",369000.0,1790953337.0,False,69.0,5.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,스툴 없음,3인용,NULL,북유럽
514,,699.0,184623.0,"나빈찌 엘파소 USB 3 4 인용 구스다운 거실 가죽 쇼파, 라이트그레이 3인(스툴 미포함)",299000.0,4812472068.0,False,40.0,5.0,23.0,False,,착불배송,23.0,NULL,NULL,NULL,NULL,스툴 없음,NULL,NULL,북유럽
515,,701.0,184623.0,"서광퍼니처 네오 사하라 이지클린 4인용쇼파 스툴 hw, 연그레이/",621000.0,2276072558.0,False,36.0,5.0,2.0,False,서광퍼니처,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
516,,702.0,184623.0,"[보니애가구] (착불) 조안 아쿠아텍스 생활방수 패브릭 2인용 소파, 색상선택:스카이블루 ⓢ1759ⓔ",123840.0,1685484614.0,False,0.0,,,False,보니애가구,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,,703.0,184623.0,"드라마원목가구 평상형 소나무원목 소파 3인/4인용 180/200cm 다양한활용-벤치 소파베드 침대, 가로180*폭72 (펜스없음), 40cm",160000.0,5497875707.0,False,0.0,,,False,드라마,0,,NULL,NULL,원목,NULL,NULL,3인/4인,NULL,NULL
518,,704.0,184623.0,"에보니아 보노 1인 소파의자 패브릭, 블루",111600.0,189723749.0,True,19.0,3.0,2.0,False,에보니아,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
519,,707.0,184623.0,"[라자가구] 베소 4인 카우치 코너형 가죽 소파 2color, 블루",859000.0,2116928480.0,False,41.0,4.5,2.0,False,라자가구,착불배송,2.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,모던/심플
520,,708.0,184623.0,"에보니아 포그 방수패브릭 1인 3인 소파 쇼파, 3인쇼파 그린",202100.0,2058083673.0,False,0.0,1.0,1.0,False,에보니아,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
521,,709.0,184623.0,"리바트 온드 패브릭 소파 오토만, 미드나잇 인디고",170400.0,5497179743.0,False,38.0,,,False,리바트,0,,NULL,NULL,NULL,NULL,스툴 없음,NULL,NULL,NULL
522,,710.0,184623.0,"지베스 헤로나 이태리산 라텍스 천연가죽 4인용 소파, 다크브라운",649000.0,145709126.0,False,43.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,,712.0,184623.0,"최신 Foldable Pouf 침대 풍선 휴대용 여행 발판 베개 휴대용 비행기 기차 3 레이어 조정 가능한 비행 다리 쿠션|Stools & Ottomans|, 1개, Blue1, 단일",19310.0,5461762024.0,False,50.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
524,,713.0,184623.0,"미리내 심플에이지 스툴 PU가죽 3인용소파 스톨포함 SS02, 그레이",89000.0,4760076134.0,False,44.0,5.0,1.0,False,,착불배송,1.0,3인,베이지,PU,NULL,NULL,NULL,방문설치,모던/심플
525,,714.0,184623.0,"필우드가구 브린 3인용 소파, 인조가죽소재",219000.0,317401486.0,False,31.0,4.5,9.0,False,,착불배송,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
526,,715.0,184623.0,"[엘린까사]헤라 아쿠아텍스 3인소파(스툴미포함), 아이보리",189000.0,4738275371.0,False,20.0,,,False,엘린까사,착불배송,,NULL,화이트,NULL,NULL,스툴 없음,3인,NULL,모던/심플
527,,716.0,184623.0,"Kino 등받이조절소파 소파베드 침실 거실 좌식소파 리클라이너의자, 블루",215250.0,269983836.0,False,0.0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
528,,717.0,184623.0,"[아르스노바] 수납벤치(원목수납_3칸) 차콜그레이, 타입:(원목수납_3칸)차콜그레이",145350.0,182419548.0,False,4.0,,,False,아르스노바,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
529,,718.0,184623.0,"[장수돌침대] [BEST] 안젤레토 가죽 흙소파 1인용 SF3843M, 전체색:베이지ND3300 / 팔걸이방향:좌형(흙)",2100000.0,331235632.0,False,0.0,,,False,장수돌침대,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
530,,719.0,184623.0,"한샘 프라임 리츠 천연면피가죽 전동 리클라이너 소파 3인용(양쪽형), 미드 그레이(B)",1099900.0,2261673471.0,False,21.0,3.0,1.0,False,한샘,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
531,,720.0,184623.0,"집순이벌룬빈백 풋스툴 콩쇼파 저상쇼파 1인용소파 나혼자산다, 8번",106600.0,5184811815.0,False,0.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
532,,721.0,184623.0,"희망우주샵 인텍스 정품 에어소파 1인용쇼파 (발받침스툴 포함), 그레이_에어소파+수동펌프",41900.0,1335385823.0,False,0.0,5.0,4.0,False,,0,2.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
533,,722.0,184623.0,"알집매트 스윙소파, 라이트그레이",143280.0,5278444476.0,True,10.0,,,False,알집매트,0,,194 x 45 cm,NULL,NULL,NULL,NULL,NULL,NULL,NULL
534,,724.0,184623.0,"[에보니아] 코코 2인 소파의자 (패브릭룩방수가죽/2인용쇼파/디자인/인테리어/미니쇼파), 색상:카푸치노",114500.0,292403690.0,False,0.0,,,False,에보니아,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
535,,725.0,184623.0,"노송가구 하연 오렌지 흙침대형 3인용 천연가죽 소파, 와인투톤",917000.0,249285998.0,False,0.0,5.0,2.0,False,노송가구,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
536,,726.0,184623.0,"[에보니아] 모던 1인용쇼파 (인조가죽/패브릭), 색상:패브릭 레드",100000.0,2082436985.0,False,0.0,,,False,에보니아,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
537,,727.0,184623.0,"서광퍼니처 바엘 사하라 이지클린 4인용쇼파 스툴 hw, 아이보리",575000.0,2263705694.0,False,15.0,4.0,1.0,False,서광퍼니처,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
538,,728.0,184623.0,"잉글랜더 마이애미 3인용 천연 면피 통가죽 소파 스툴제외, 미스티블루",710400.0,1926808557.0,False,4.0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,스툴없음,NULL,NULL,NULL
539,,729.0,184623.0,"장인가구 아이브 생활방수 아쿠아클린 구스라텍스내장 4인용 소파 스툴포함 착불, 03.아쿠아텍스 3인용 패브릭소파/블루",324570.0,4398236948.0,False,7.0,,,False,,0,,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
540,,730.0,184623.0,"리바트 온드 3인 패브릭 소파, 시 트렌치 소프트 샌드",645540.0,5497909267.0,False,39.0,,,False,리바트,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
541,,731.0,184623.0,"자네트 빠울라 4인용 카우치 가죽소파 (3인용+카우치) 4인용쇼파, 화이트",339000.0,5339289664.0,False,55.0,4.5,3.0,False,자네트,착불배송,3.0,NULL,NULL,NULL,NULL,스툴 있음,NULL,NULL,모던/심플
542,,732.0,184623.0,"에보니아 115 PU 1인용 소파, 카푸치노",117520.0,1936899766.0,True,0.0,5.0,1.0,False,에보니아,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
543,,733.0,184623.0,"[텐스페이스] 뉴 150T 접이식 고급매트리스 퀸 NZ06, 색상:레드와인",211000.0,4590166604.0,False,24.0,,,False,텐스페이스,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
544,,734.0,184623.0,"자코모 베니 4인 슈렁큰 천연면피 소가죽 소파+스툴[전체가죽], 크림아이보리",2473800.0,248295746.0,False,7.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
545,,735.0,184623.0,"둥근 레드 꿰미못 구리 스틱 놋쇠로 만든 뗏목 청 브론즈골드 화이트 랏찌 고양이 눈 대못, 9MM 청 김치도 있다 고대 스틱 1",3000.0,5439090332.0,False,21.0,,,False,,"5,500",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
546,,737.0,184623.0,"에보니아 클로이 소파베드/등받이조절3인쇼파, *A형 인조 그레이",140060.0,4367977669.0,False,6.0,,,False,에보니아,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
547,,738.0,184623.0,"자코모 엘리오 3.5인 천연면피 소가죽 소파, 오렌지",1925100.0,4904391596.0,False,7.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
548,,739.0,184623.0,"[동서가구] 세이지 3인 거위털 가죽소파 007GR, 색상:베이지",253000.0,307003374.0,False,2.0,3.0,1.0,False,동서가구,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
549,,740.0,184623.0,"리바트 에임 3인 가죽소파 (4종 중 택1), 아이보리 목대다리",625710.0,2321433081.0,False,41.0,5.0,2.0,False,리바트,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
550,,741.0,184623.0,"자코모 베니 3.5인 천연면피 소가죽 소파, 미스티블루",1636800.0,1758311776.0,False,7.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
551,,743.0,184623.0,"아늑 안락 윙체어 1인 패브릭 쇼파+스툴세트, 01 아이보리",159900.0,4883181874.0,False,10.0,3.5,3.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
552,,744.0,184623.0,"코어 3단 접이식 소파베드 / 3단각도조절 쿠션증정 패브릭쇼파 게스트소파, 브라운",103900.0,320418241.0,False,0.0,,,False,에보니아,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
553,,745.0,184623.0,"조은가구 티파니 천연가죽 4인 소파, 초코브라운",348250.0,1636834.0,False,12.0,,,False,조은가구,0,,NULL,브라운,천연가죽,NULL,스툴 있음,4인용,NULL,NULL
554,,746.0,184623.0,"[삼익가구]크레이 천연소가죽 3인용 소파(스툴포함), 아이보리",509000.0,5294218536.0,False,53.0,,,False,삼익가구,착불배송,,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
555,,748.0,184623.0,"[뉴마리데코] 마리 2인용 소파 / 3인용 쇼파, 레드_3인용",169000.0,15138338.0,False,57.0,4.5,17.0,False,,착불배송,13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
556,,749.0,184623.0,"자네트 프리오 생활방수 아쿠아텍스 4인용 패브릭소파 스툴포함, 블루",588000.0,225540592.0,False,40.0,4.5,35.0,False,자네트,착불배송,13.0,W2840 x D990 x H680(헤드업860) mm,NULL,아쿠아텍스,NULL,스툴 있음,NULL,NULL,NULL
557,,750.0,184623.0,"(외부몰전용)한샘 하이 아르떼 천연면피가죽 4인용 소파(3종/택1), 미드 그레이(B)",1427150.0,5200844687.0,False,3.0,5.0,2.0,False,한샘,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,,751.0,184623.0,"요기보 카터필러 롤 바디필로우, 레인보우",199000.0,332224561.0,False,0.0,4.0,1.0,False,요기보,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
