,from selenium import webdriver ,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,스툴,사용인원,설치,인테리어
235,,310.0,184623.0,"[핫트랙스] 블루스타 인텍스 정품 에어펌프, 색상",6900.0,145501173.0,False,0.0,4.0,1.0,False,블루스타,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,,311.0,184623.0,"즐거운가구 1인용 패브릭 소파 고무나무 원목 프레임 카페의자 카페소파, 베이지",91000.0,1220674046.0,False,0.0,4.0,8.0,False,즐거운가구,착불배송,7.0,NULL,NULL,NULL,패브릭,NULL,1인용,NULL,내추럴
237,,312.0,184623.0,"에보니아 코코 1인 소파의자 패브리룩 방수레더, 다크블루",55280.0,205440242.0,True,27.0,4.5,33.0,False,에보니아,0,16.0,NULL,NULL,NULL,인조/천연가죽,NULL,1인용,NULL,모던/심플
238,,313.0,184623.0,"[INTEX]인텍스 가정캠핑용 에어소파 매트 배드, 02.[인텍스]에어소파+스툴+펌프포함",29800.0,237923309.0,False,0.0,4.0,5.0,False,,"3,000",4.0,NULL,NULL,PVC,NULL,NULL,NULL,NULL,NULL
239,,314.0,184623.0,"자코모 디체 4인 천연면피 소가죽 소파, 그레이",1711200.0,2133830906.0,False,7.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
240,,316.0,184623.0,"서광퍼니처 디노 CL라텍스 인조가죽 3인용 소파 오른팔형 + 스툴, 크림베이지",135000.0,11469202.0,False,38.0,4.5,5.0,False,서광퍼니처,착불배송,2.0,NULL,NULL,인조가죽,인조가죽,,2~3인,NULL,NULL
241,,318.0,184623.0,"에보니아 이브 PU인조가죽 2인용 소파의자, 초코",139190.0,215493095.0,True,0.0,4.0,60.0,False,에보니아,0,27.0,NULL,NULL,NULL,인조/천연가죽,NULL,2인용,NULL,모던/심플
242,,319.0,184623.0,"동서가구/착불 모던 제이 4인용 소파＋스툴 DF909770, 초코브라운",242400.0,87044044.0,False,39.0,5.0,9.0,False,동서가구,착불배송,5.0,NULL,NULL,NULL,인조/천연가죽,스툴있음,NULL,NULL,모던/심플
243,,320.0,184623.0,"에보니아 115 방수패브릭 1인용 소파, 민트블루",117520.0,1936899972.0,True,6.0,4.5,4.0,False,에보니아,0,4.0,NULL,NULL,NULL,패브릭,NULL,1인용,NULL,로맨틱
244,,324.0,184623.0,"자코모 버블리ll 3인용 천연면피 소가죽소파, 모카",1162500.0,5227454612.0,False,7.0,5.0,1.0,False,자코모,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,,325.0,184623.0,"라익미 반달소파 1인용쇼파 쇼파베드로도 사용하는 거실인테리어 집꾸미기 패브릭소파 1인용소파, 클래식블루",129000.0,1314036017.0,False,0.0,4.0,2.0,False,,"8,000",2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,,326.0,184623.0,"삼익가구 헬라 패브릭패턴 가죽 4인용 소파 방문설치, 그레이",416380.0,4349355206.0,True,5.0,5.0,3.0,False,삼익가구,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,방문설치,NULL
247,,328.0,184623.0,"버즈가구 플렌체 4인용 스타일클린 워셔블 패브릭소파 2colors [BS9045-1] 추가커버파격이벤트, 아이보리 BS9045A-1",774060.0,1550956496.0,False,3.0,,,False,버즈가구,0,,NULL,NULL,NULL,패브릭,NULL,4인용,NULL,모던/심플
248,,329.0,184623.0,"베스트리빙 마크 1인용 암체어 세트, 블루",277530.0,1744870291.0,True,0.0,4.0,4.0,False,베스트리빙,0,4.0,NULL,NULL,NULL,패브릭,NULL,1인용,NULL,북유럽
249,,330.0,184623.0,"웰퍼니쳐 오로라 아쿠아텍스 패브릭 3인용 4인용 소파 이지클린, 노블핑크, 오로라 3인",299000.0,2076090168.0,False,79.0,5.0,114.0,False,웰퍼니쳐,착불배송,114.0,NULL,NULL,NULL,NULL,스툴 없음,3인용,NULL,북유럽
250,,331.0,184623.0,"올쏘 플랫 아쿠아텍스 3인용 패브릭소파+스툴포함, 실버그레이",325440.0,1865231813.0,False,4.0,5.0,2.0,False,올쏘,0,2.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
251,,332.0,184623.0,"동서가구 토토 2인용 방수패브릭원단 소파, 옐로우",219000.0,24201244.0,False,33.0,4.5,38.0,False,동서가구,착불배송,16.0,NULL,NULL,NULL,패브릭,NULL,2인용,NULL,북유럽
252,,333.0,184623.0,"에보니아 [주말한정 추가쿠폰증정]프렌치 확장형 3인용 원목 소파베드 A형 (매트포함) 쇼파, 그레이프레임_베이지",276500.0,1162565537.0,False,31.0,4.0,21.0,False,에보니아,착불배송,11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,,334.0,184623.0,"동서가구 제이홈스 라텍스탑 구스다운 3인용 천연가죽 소파(스툴포함) DF637211, 초코브라운",439000.0,65605572.0,False,42.0,4.5,17.0,False,동서가구,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254,,335.0,184623.0,"이케아 ANGERSBY 앙에르스뷔 2인용소파 크니사 라이트그레이 2인쇼파, 앙에르스뷔 2인용쇼파",168000.0,1869117754.0,False,0.0,5.0,1.0,False,이케아,"40,000",1.0,NULL,NULL,NULL,기타,NULL,2인용,NULL,모던/심플
255,,337.0,184623.0,"에보니아 레오 벤치쇼파의자 1800, 블랙",99900.0,1182126.0,False,0.0,4.0,83.0,False,에보니아,0,14.0,NULL,블랙,철제,인조/천연가죽,스툴 없음,NULL,NULL,NULL
256,,339.0,184623.0,"가성비 1인용 쇼파 일인용 리클라이너 소파 안락 거실 투룸 편안한 소파, 기본형, 그레이",82600.0,4759080428.0,False,0.0,3.0,8.0,False,,0,8.0,NULL,NULL,NULL,NULL,스툴 있음,1인용,NULL,모던/심플
257,,340.0,184623.0,"동서가구 락휴 패브릭 2인용 접이식 소파베드 DF035004, 네이비",149000.0,4612663064.0,False,40.0,4.5,2.0,False,동서가구,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,,341.0,184623.0,"규수방가구 데이베드 3인쇼파 인조가죽소파 네이비색상, 없음",337800.0,4604709189.0,False,66.0,5.0,5.0,False,,착불배송,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
259,,342.0,184623.0,"서광퍼니처 초이스 라텍스 4인용 소파, 크림베이지",185000.0,55200754.0,False,25.0,4.0,94.0,False,서광퍼니처,착불배송,30.0,NULL,베이지,인조가죽,NULL,스툴 없음,4인용,NULL,NULL
260,,345.0,184623.0,"플로바움 그랑빌 3인용쇼파 소파, 초코브라운(S324co)",269000.0,241821922.0,False,41.0,4.0,216.0,False,플로바움,착불배송,32.0,W1960xD900xH880,브라운,인조가죽,NULL,NULL,3인용,NULL,NULL
261,,346.0,184623.0,"버즈가구 니올 4인용 스타일클린 워셔블 패브릭 소파, 베이지[G-7]/기본형[BS9035-1]",726530.0,1514276920.0,False,30.0,4.5,6.0,False,버즈가구,착불배송,6.0,NULL,NULL,NULL,패브릭,NULL,4인용,NULL,모던/심플
262,,347.0,184623.0,"북유럽 벨벳 패브릭 골드 1인 2인용 소형 미니 원룸 인테리어 핑크 프렌치 소파 좁은작은거실 카페 업소용 병원 피부샵 네일샵 헤어샵, 초록 + 1인",97170.0,4584571657.0,False,2.0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,패브릭,NULL,NULL,NULL,북유럽
263,,348.0,184623.0,"[동서가구] [롯데홈쇼핑 단독]세이린 이태리 천연소가죽 4인용소파 DF640736, 색상:초코브라운",616550.0,245231908.0,False,52.0,4.0,22.0,False,동서가구,0,22.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,NULL
264,,349.0,184623.0,"이케아 NYHAMN 뉘함 3인용 소파베드 매트리스 포함, 크니사 그레이 베이지 193.063.69",325500.0,2358533507.0,False,0.0,4.0,1.0,False,이케아,"30,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
265,,351.0,184623.0,"레이디가구 끌레망 천연소가죽 면피소파 4인용, 미스티블루_끌레망 4인",689000.0,4533466988.0,False,54.0,5.0,4.0,False,레이디가구,착불배송,4.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,모던/심플
266,,356.0,184623.0,"동서가구 리빙스1271 모던2인 소파 DF626336, 아이보리",149000.0,1190788.0,False,34.0,4.0,28.0,False,동서가구,착불배송,4.0,NULL,베이지,NULL,NULL,NULL,2인용,NULL,NULL
267,,358.0,184623.0,"레브가구 헤라 2인 가죽소파 소파, 머드그레이",224000.0,230301020.0,False,24.0,4.0,22.0,False,,착불배송,19.0,NULL,NULL,NULL,인조/천연가죽,NULL,2인용,NULL,모던/심플
268,,362.0,184623.0,"자코모 로벨 4인 카우치형 기능성 이태리 천연면피 소가죽 소파, 그레이‡우형",1951000.0,1574956323.0,False,8.0,,,False,자코모,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
269,,363.0,184623.0,"다리 받침 에어 1인용 소파, 베이지",38590.0,1307156143.0,True,0.0,2.5,3.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270,,364.0,184623.0,이케아 TROLLMAL 트롤말 패브릭 내추럴꽃무늬 150 cm 304.855.81,8770.0,5495046524.0,False,0.0,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
271,,365.0,184623.0,"에보니아 [에보니아] 무브 스툴의자 소 / 패브릭룩 인조방수가죽 모듈쇼파, 그레이",54580.0,5195810320.0,False,3.0,4.5,2.0,False,에보니아,착불배송,2.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
272,,366.0,184623.0,"워블 일리패브릭소파 1인 2인 3인, 라이트그레이",181000.0,4749381006.0,False,0.0,5.0,2.0,False,워블,착불배송,2.0,NULL,그레이,NULL,NULL,스툴 없음,1,NULL,NULL
273,,367.0,184623.0,"까리나앤더슨 파르마 3인 소파 CA0206 3인용소파, 그레이",439000.0,1076467552.0,False,41.0,4.0,7.0,False,까리나앤더슨,0,6.0,NULL,NULL,NULL,NULL,스툴 없음,3인용,NULL,모던/심플
274,,368.0,184623.0,친환경 신소재 아쿠아 생활방수 이지클린 4인용 패브릭소파,855000.0,4776997062.0,False,65.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,스툴 없음,4인용,NULL,내추럴
275,,369.0,184623.0,"마켓민 빈백, 그린",41500.0,1382346608.0,False,45.0,4.5,18.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
276,,370.0,184623.0,"노송가구 쉐르빌 오렌지 흙침대형 4인 천연가죽 소파, 와인투톤_카우치(오른쪽)",1756000.0,327048492.0,False,0.0,,,False,노송가구,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
277,,371.0,184623.0,"베스트리빙 미쟈크 4인 소파 + 스툴 방문설치, 다크그레이",473900.0,1858149184.0,True,28.0,4.5,9.0,False,베스트리빙,0,9.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,방문설치,모던/심플
278,,372.0,184623.0,"블루밍홈 그리프 소파, 라떼베이지",133200.0,65102846.0,True,0.0,5.0,1.0,False,블루밍홈,0,,NULL,NULL,NULL,NULL,NULL,1인용,NULL,NULL
279,,374.0,184623.0,"바네스데코 민스 접이식 가죽 3인용 소파베드(Mint), 단품",152100.0,177229511.0,False,10.0,4.0,26.0,False,바네스데코,0,25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,,375.0,184623.0,"조은가구 티파니 카우치소파 B형, 초코브라운",359000.0,9464410.0,False,27.0,4.5,76.0,False,조은가구,착불배송,14.0,NULL,NULL,NULL,인조/천연가죽,스툴 없음,2~3인,NULL,NULL
281,,376.0,184623.0,"조은가구 티파니 패브릭 3인용쇼파+스툴, 라이트그레이 오른쪽팔걸이",239000.0,141416168.0,False,39.0,4.5,109.0,False,조은가구,착불배송,35.0,NULL,그레이,NULL,NULL,스툴 있음,3인용,NULL,모던/심플
282,,379.0,184623.0,"서광퍼니처 레니 라텍스 4인용 카우치형 스툴세트 소파, 투톤",249000.0,12430780.0,False,24.0,4.0,212.0,False,서광퍼니처,착불배송,31.0,268 x 79 x 80cm,블랙,인조가죽,NULL,NULL,4인용,NULL,NULL
283,,383.0,184623.0,"로로스키니 북유럽 1인 2인 3인 용 페브릭 거실 벤치 소파 벨벳 스웨이드 패브릭 천 이쁜 쇼파 화이트 아이보리 핑크 추천, 2인용핑크",258000.0,1646174276.0,False,13.0,4.0,5.0,False,로로스키니,0,5.0,NULL,NULL,NULL,패브릭,NULL,2인용,NULL,로맨틱
284,,384.0,184623.0,"필웰 테미스 속깊은 3칸 서랍장 벤치소파 DVX SF9683 소파, 화이트",149000.0,293722124.0,False,28.0,5.0,4.0,False,필웰,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
285,,385.0,184623.0,"마켓비 STELA 리클라이너 1인용 좌식소파, 그레이",107790.0,1681314593.0,True,1.0,3.0,7.0,False,마켓비,0,7.0,NULL,NULL,NULL,패브릭,스툴있음,NULL,NULL,NULL
286,,386.0,184623.0,"자네트 로미노 3인용 가죽쇼파 스툴포함, 화이트",229000.0,128836875.0,False,47.0,4.5,302.0,False,자네트,착불배송,133.0,W1710xD960xH700(헤드업820) mm/ 스툴 W790xD590xH410,NULL,인조가죽,NULL,,NULL,NULL,NULL
287,,387.0,184623.0,"사사가구 리온 3인 가죽소파, 그레이",200640.0,1761959685.0,False,4.0,4.0,11.0,False,사사가구,0,7.0,NULL,NULL,NULL,인조/천연가죽,NULL,3인용,NULL,모던/심플
288,,390.0,184623.0,"동서가구 프라임 천연가죽 3.5인용 쇼파 DF636746, 초코브라운",449000.0,39059825.0,False,57.0,4.0,181.0,False,동서가구,착불배송,24.0,NULL,NULL,NULL,인조/천연가죽,NULL,3.5인용,NULL,모던/심플
289,,393.0,184623.0,"티렌토가구 카니샤 4인 임팔라 아쿠아텍스 소파, 카니샤 4인 소파 (그레이)",539000.0,4362268333.0,False,48.0,5.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,,394.0,184623.0,"자네트 로미노 3인용 가죽쇼파 스툴미포함, 화이트",179000.0,58202106.0,False,54.0,4.0,16.0,False,자네트,착불배송,10.0,W1710xD960xH700(헤드업820) mm,NULL,인조가죽,NULL,스툴 없음,NULL,NULL,NULL
291,,395.0,184623.0,"동서가구 LV 프리미엄 4인 소파 15종(스툴선택), 5.카일리 4인소파 (918662) 카멜",605900.0,2321767187.0,False,38.0,5.0,20.0,False,동서가구,착불배송,20.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,모던/심플
292,,396.0,184623.0,"서광퍼니처 디바 라텍스 3인용소파 스툴세트 소파, 그레이/착석시 왼팔/스툴포함",149000.0,56899136.0,False,28.0,5.0,1.0,False,서광퍼니처,착불배송,,NULL,그레이,인조가죽,NULL,스툴 있음,3인용,NULL,NULL
293,,398.0,184623.0,"샐리 가죽 황토볼 황토흙 온열 소파, 샐리온열소파_네이비",699000.0,2316934300.0,False,46.0,5.0,1.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
294,,399.0,184623.0,"[가구마루] 사무실 업소용 필수 가구 쇼파 베스타쇼파 사무용 소파 3인용 1인용 및 세트 소파 테이블, 검정",82500.0,4842786365.0,False,25.0,5.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,,401.0,184623.0,"레브가구 린즈 2인 가죽소파 소파, 베이지",217000.0,1601461707.0,False,16.0,4.5,3.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,,402.0,184623.0,"조은가구 에비앙 워셔블 패브릭 3인용 소파, 오트밀",379000.0,255786109.0,False,51.0,4.5,5.0,False,조은가구,0,3.0,1680X800X900mm,베이지,패브릭,NULL,NULL,3인용,NULL,NULL
297,,403.0,184623.0,"썬퍼니처 베리영 3인용 패브릭 풀커버 카우치 쇼파+스툴 독립스프링 오리털 소파, 벨벳 베이지",269000.0,221332520.0,False,46.0,5.0,35.0,False,썬퍼니처,착불배송,18.0,W2100XD780XH850,NULL,패브릭,NULL,스툴 있음,NULL,NULL,NULL
298,,404.0,184623.0,"베네스트 페렌토 2인용 PU가죽소파, 초코브라운",245470.0,8912224.0,False,4.0,4.5,84.0,False,,0,14.0,NULL,브라운,PU,NULL,스툴 없음,2인용,NULL,NULL
299,,405.0,184623.0,"블루밍홈 베릴V2 2인소파 인조가죽, 브라운",138810.0,154401935.0,True,2.0,4.0,25.0,False,블루밍홈,0,10.0,115x59x71,NULL,인조가죽,NULL,스툴 없음,NULL,NULL,NULL
300,,408.0,184623.0,"썬퍼니처 베리영 3인용 패브릭 풀커버 카우치 쇼파+스툴 독립스프링 오리털 소파, 인디고블루",269000.0,201923121.0,False,46.0,4.5,100.0,False,썬퍼니처,착불배송,35.0,W2100XD780XH850,NULL,패브릭,NULL,스툴 있음,NULL,NULL,NULL
301,,409.0,184623.0,"레이디가구 알망 EC패브릭 모듈형 가죽 쇼파 3인 4인 소파, 스모키핑크",99900.0,4533465615.0,False,58.0,,,False,레이디가구,착불배송,,NULL,핑크,인조가죽,NULL,스툴 없음,NULL,방문설치,로맨틱
302,,410.0,184623.0,"라익미 반달소파 1인용소파 세트 (소파+스툴=쿠션증정), 카프리민트",168000.0,2347239205.0,False,0.0,5.0,2.0,False,,"8,000",2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303,,411.0,184623.0,"삼익가구 레이크 아쿠아텍스 3인용 헤드틸팅 소파, 02.스툴포함;코발트블루",359000.0,1820869170.0,False,60.0,5.0,7.0,False,삼익가구,착불배송,7.0,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
304,,412.0,184623.0,"언택트리빙 구스 라텍스 천연소가죽 4인용 국내산 가죽 소파 UTL9000, 01. 4인용(스툴제외)+쿠션2개, 모카",359000.0,5228152026.0,False,50.0,4.0,4.0,False,,착불배송,4.0,NULL,NULL,NULL,NULL,스툴없음,NULL,NULL,NULL
305,,413.0,184623.0,"리바트 발렌 4인 라텍스 패브릭소파, 블루",774470.0,311435408.0,False,38.0,4.5,2.0,False,리바트,0,1.0,NULL,NULL,NULL,패브릭,NULL,NULL,NULL,로맨틱
306,,414.0,184623.0,"마켓비 BENWOOD 2인 소파 YC12AD, 내추럴 아이보리",143000.0,2303797959.0,False,0.0,4.5,5.0,False,마켓비,"20,000",5.0,NULL,NULL,NULL,패브릭,NULL,1인용,NULL,내추럴
307,,415.0,184623.0,"동서가구 헤드레스트 3인 가죽소파 DF635899, 초코브라운",269000.0,16719975.0,False,48.0,4.0,20.0,False,동서가구,착불배송,2.0,1930 x 900 x 870mm,브라운,PU,NULL,NULL,3인용,NULL,NULL
308,,417.0,184623.0,"[데코라인] 포우 3인소파, 색상:초코 G20163",171840.0,209416769.0,False,50.0,4.5,4.0,False,데코라인,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,,418.0,184623.0,"보니애가구 퍼스 아쿠아텍스 생활방수 등받이 모듈형 3인용 패브릭 소파(수도권무료배송), 3인용 소파 ( 등받이 색상 랜덤 )",378000.0,340146833.0,False,49.0,5.0,7.0,False,보니애가구,0,5.0,NULL,NULL,아쿠아텍스,NULL,스툴 없음,3인용,NULL,북유럽
310,,419.0,184623.0,"큐피트아이 허니베드벤치 2인용쇼파, 핑크(벨벳)",198000.0,1434856.0,False,0.0,4.5,24.0,False,큐피트아이,착불배송,9.0,NULL,핑크,패브릭,NULL,스툴 없음,2인용,NULL,NULL
311,,420.0,184623.0,"루시아이 고급 와이드 1인용 소파 안락 의자 리클라이너 쇼파 탈부착 가능, 다크 그린, 기본형",196800.0,5124813265.0,False,29.0,4.5,3.0,False,,"35,000",3.0,NULL,NULL,원목,패브릭,스툴 없음,NULL,NULL,NULL
312,,421.0,184623.0,"북유럽 벨벳 조개 1인 2인 3인 소파 의자 부부의세계 가구, 1인 + 브릭핑크",105480.0,1961030056.0,False,16.0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
313,,423.0,184623.0,"동서가구 라텍스탑 무드모던 4인 천연가죽쇼파(팔걸이스툴포함) DFAC5483, 카키그레이",579000.0,14897395.0,False,51.0,4.0,130.0,False,동서가구,착불배송,7.0,NULL,그레이,천연가죽,NULL,스툴 있음,NULL,NULL,내추럴
314,,426.0,184623.0,"H샵 북유럽풍 카페소파 거실소파 사무용소파 인테리어소파 1인용 2인용 빈티지소파 벨벳소파 쇼파, 1인용-핑크",132000.0,1089167929.0,False,0.0,4.0,7.0,False,,착불배송,7.0,NULL,NULL,NULL,NULL,NULL,1인용,NULL,로맨틱
315,,428.0,184623.0,"심플에이지 스툴 PU가죽 3인용소파 SS02, 초코",89000.0,4759657877.0,False,44.0,5.0,2.0,False,아이캐슬,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,,430.0,184623.0,"북유럽 미니멀 싱글 1인용 가죽 소파 의자, 베이지 + 1인",179500.0,4585354113.0,False,54.0,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,,433.0,184623.0,"[보루네오 하우스] 모닝듀 4인 카우치 가죽소파 JS003, 상세 설명 참조",690700.0,125400737.0,False,2.0,3.5,17.0,False,보루네오하우스,0,8.0,NULL,NULL,NULL,인조/천연가죽,NULL,4인용,NULL,모던/심플
318,,435.0,184623.0,"침대생각 마이맨 쇼파베드 1인 원룸 기숙사 인테리어 거실가구 접이식침대, 블루",99000.0,2021630451.0,False,0.0,4.5,10.0,False,침대생각,착불배송,5.0,1인용쇼파,블루,패브릭,NULL,NULL,NULL,NULL,모던/심플
319,,436.0,184623.0,"로사 1인용 쇼파, 딥블루ⓘP822421ⓟ",75900.0,307855369.0,False,0.0,4.5,9.0,False,블루밍홈,0,4.0,NULL,NULL,NULL,패브릭,NULL,1인용,NULL,모던/심플
320,,437.0,184623.0,"자코모 베니 4인 카우치형 기능성 슈렁큰 천연면피 소가죽 소파, 오렌지/우형",1878600.0,229697472.0,False,7.0,5.0,2.0,False,자코모,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,,438.0,184623.0,"아이와비 마일드 아쿠아텍스 소파, 4인용[그레이]",599000.0,1574897728.0,False,33.0,4.5,4.0,False,아이와비,"70,000",4.0,NULL,NULL,NULL,패브릭,NULL,4인용,NULL,모던/심플
322,,439.0,184623.0,"[라자가구] 베소 6인 카우치 코너형 가죽 소파 2color, 라이트그레이",999000.0,2116986810.0,False,47.0,5.0,6.0,False,라자가구,착불배송,6.0,NULL,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,모던/심플
323,,442.0,184623.0,"요기보 서포트 U자형 바디필로우, 와인 버건디",179000.0,332224443.0,False,0.0,5.0,2.0,False,요기보,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
324,,443.0,184623.0,"동서가구 테라 천연가죽 3인용 소파, 베이지",329000.0,59627594.0,False,40.0,4.0,178.0,False,동서가구,착불배송,22.0,소파 : 너비2000mm X 깊이 960mm X 높이 900mm (±3％),NULL,천연가죽,NULL,스툴 없음,3인용,NULL,NULL
325,,445.0,184623.0,"아트박스/엠비언트라운지 영국브랜드 세틀라이트 방수 빈백 소파베드, 블루 (Azurri Blue)",169000.0,276060070.0,False,0.0,4.5,3.0,False,엠비언트라운지,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
326,,446.0,184623.0,"리바트 올 뉴탐 1인 패브릭 소파세트 오토만포함, (옵션2)블루+오크",271380.0,50248129.0,False,38.0,5.0,8.0,False,리바트,0,2.0,NULL,NULL,NULL,NULL,스툴 있음,NULL,NULL,NULL
327,,447.0,184623.0,"에보니아 레트로 원목 2인 쇼파, 초코",182010.0,1194162695.0,True,1.0,4.0,38.0,False,에보니아,0,9.0,2인소파,NULL,인조가죽,NULL,NULL,2인용,NULL,NULL
328,,449.0,184623.0,"클로이 각도조절 소파베드 A B형, 패브릭 A형 민트블루",141300.0,2276183804.0,False,16.0,5.0,4.0,False,에보니아,착불배송,4.0,NULL,NULL,NULL,패브릭,NULL,NULL,NULL,로맨틱
329,,452.0,184623.0,"자네트 코니아 3인용 좌식쇼파 스툴포함, 화이트",249000.0,133071336.0,False,48.0,3.5,13.0,False,자네트,착불배송,8.0,소파 W1780xD750xH290 mm / 스툴 W720xD890xH660 mm,NULL,인조가죽,NULL,,NULL,NULL,NULL
330,,453.0,184623.0,"버즈가구 카메론 3인용 스타일클린 워셔블 패브릭 소파, 라이트베이지[BS3003]/스툴미포함",400610.0,1499913074.0,False,43.0,5.0,8.0,False,버즈가구,착불배송,7.0,NULL,NULL,NULL,NULL,스툴없음,3인용,NULL,모던/심플
331,,454.0,184623.0,"퍼니코 쿠잉 홈카페 골드 패브릭 벨벳소파 3인 3colors, 스카이 블루",299000.0,2128591997.0,False,49.0,5.0,3.0,False,퍼니코,착불배송,3.0,NULL,블루,NULL,NULL,NULL,3인,NULL,로맨틱
332,,455.0,184623.0,"플로바움 프린스 4인용 쇼파, 초코브라운(S2330)",379000.0,241774394.0,False,40.0,4.0,14.0,False,플로바움,착불배송,5.0,W2800 D900 H890,NULL,인조가죽,NULL,스툴 없음,NULL,NULL,NULL
333,,456.0,184623.0,"린지홈 에센셜 컴팩트 패브릭 3인용 소파 S047 + 쿠션 세트 방문설치, 라이트 그레이(LS01SFS047011)",399000.0,4657503524.0,True,0.0,,,False,린지홈,0,,NULL,NULL,NULL,NULL,NULL,NULL,방문설치,NULL
334,,458.0,184623.0,"에보니아 107 이지클린 방수가죽 원목 2인용 소파, LIGHT GRAY",205800.0,335223930.0,True,0.0,4.0,15.0,False,에보니아,0,10.0,NULL,NULL,NULL,인조/천연가죽,NULL,2인용,NULL,내추럴
335,,459.0,184623.0,"곰돌이 쿠션 쇼파 1인용 좌식쇼파 푹신한 싱글쇼파의자, 베이지곰",34900.0,4849318586.0,False,23.0,,,False,,0,,NULL,NULL,NULL,NULL,스툴있음,NULL,NULL,NULL
336,,461.0,184623.0,"예암 베니스 황토볼 흙소파 돌소파 카우치, 황토볼보료",519000.0,2353806962.0,False,45.0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
337,,463.0,184623.0,"조은가구 미러링 가죽 헤드레스트 카우치소파, 미스티블루 B형",579000.0,2154948211.0,False,50.0,4.5,5.0,False,조은가구,착불배송,5.0,NULL,NULL,NULL,NULL,스툴별도구매,4인용,NULL,모던/심플
338,,464.0,184623.0,"보니애가구 퍼스 6인용 아쿠아텍스 3중레이어 생활방수 패브릭 등받이 모듈형 소파, 3인+3인 1set ( 등받이 색상 랜덤 )",619000.0,340198292.0,False,76.0,5.0,10.0,False,보니애가구,착불배송,6.0,NULL,NULL,NULL,NULL,스툴 없음,6인용,NULL,북유럽
339,,466.0,184623.0,한샘 프라임S 전동 리클라이너 소파 1인용,373430.0,5196934425.0,False,18.0,,,False,한샘,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,,467.0,184623.0,"이지체어 데이앤나잇 2인 좌식 쇼파베드, S12_베이지(CO)",82000.0,4938420043.0,False,25.0,4.5,9.0,False,이지체어,착불배송,9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
