,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,형태,바퀴
784,1055,184625,"다니엘우드 이동식 원목 사이드 테이블 미니테이블 협탁 티테이블 사이드테이블, 러버테이블(타공형)",55000,1223241984,False,30,4.5,9.0,False,다니엘우드,착불배송,6.0,NULL,NULL,NULL,직사각형,바퀴있음
785,1056,184625,"IKEA GLADOM 트레이테이블(4가지색상), 블루",18160,4500538950,False,0,5.0,3.0,False,이케아,착불배송,3.0,NULL,NULL,NULL,NULL,NULL
786,1057,184625,"키 높은 ㄷ자 쇼파 소파 침대 배드 오버 노트북 티 테이블 탁자 데스크, 블랙500X300",54900,1371148654,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
787,1058,184625,[동서가구] 멜로디KM 500협탁 DF901805,47900,25141946,False,31,4.5,2.0,False,동서가구,착불배송,,NULL,NULL,NULL,NULL,NULL
788,1060,184625,"우드레이 홈카페 원형 테이블 600, 오크",99000,5449423055,False,0,5.0,1.0,False,우드레이,0,1.0,600 x 735 x 18 mm,NULL,NULL,원형,바퀴없음
789,1061,184625,"비오엠 인터내셔널 파스텔 노트북책상/침대용테이블/밥상/1인용컴퓨터책상, 베이지",17380,1138709956,False,0,4.0,2.0,False,,"2,500",1.0,NULL,NULL,NULL,NULL,NULL
790,1062,184625,"앙즈 엔틱 부부테이블 세트 월넛, 단품",812000,5200645503,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL
791,1063,184625,라탄 커피테이블 원형 M,68000,1566832831,False,65,4.5,2.0,False,,"5,000",2.0,41*41*47,NULL,원목,NULL,바퀴없음
792,1064,184625,"청년리빙 사이드 트레이 테이블 사이드테이블, 라이트옐로우",18900,1610001620,False,0,4.0,5.0,False,,0,5.0,NULL,옐로우,철제,NULL,바퀴없음
793,1065,184625,"북유럽 도베르만 불독 사이드 테이블 보조 선반 인테리어, 화이트 골드",50000,5448767525,False,62,,,False,,0,,NULL,NULL,NULL,NULL,NULL
794,1066,184625,"사각 사이드 테이블, 화이트",22390,1281055877,True,0,4.0,5.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL
795,1067,184625,"리코베로 루나 북유럽풍 다용도 소파 테이블 800 2컬러, 내추럴",32000,132296419,False,20,5.0,1.0,False,,0,,800x345x330 mm,NULL,원목,NULL,NULL
796,1068,184625,"더하우스 루이비 강화유리 테이블/소파 다용도 테이블, 라이트그레이",59000,5471501755,False,0,,,False,,"10,000",1.0,NULL,NULL,NULL,NULL,NULL
797,1070,184625,"L22BOM 오크 클래식 협탁 4컬러 앤틱협탁 엔틱협탁 전통협탁 고전협탁 화이트협탁 예쁜협탁 침실협탁 침대협탁, 브라운",93000,286846062,False,0,5.0,1.0,False,,0,,NULL,NULL,NULL,NULL,NULL
798,1071,184625,"이케아 LACK 커피 테이블(90x55), 화이트 103.732.16",44700,172868146,False,0,4.0,8.0,False,이케아,착불배송,,NULL,NULL,NULL,NULL,NULL
799,1072,184625,"[코아스]700 원형 테이블 OST0703, 메이플",83520,1221038331,False,11,,,False,,0,,NULL,NULL,NULL,NULL,NULL
800,1073,184625,"인테리어 센스있는 집들이 개업 선물 도베르만 사이드 침대옆 미니소파 창가 베란다 테라스 현관 티 홈바 협탁 테이블, 2도베르만테이블/스톤블루(대)",142000,5186789038,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
801,1074,184625,"우드레이 홈카페 원형 테이블 800, 오크",94900,5449423014,False,46,5.0,3.0,False,우드레이,0,3.0,800 x 735 x 18 mm,NULL,NULL,원형,바퀴없음
802,1077,184625,"다니엘우드 원목 슬림협탁 미니테이블 쇼파 인테리어 받침 협탁, 원목협탁(슬림)",29900,1238404478,False,30,4.5,2.0,False,다니엘우드,착불배송,2.0,NULL,NULL,NULL,NULL,NULL
803,1078,184625,"거실테이블 심플 강화유리 원형테이블 베란다 차탁자 원형 라탄 수납 거실 소형, C01-커피색 속유리",32600,314313942,False,0,5.0,1.0,False,,"7,000",1.0,T01-조립,NULL,NULL,NULL,NULL
804,1079,184625,"북유럽 럭셔리 유광 도베르만 사이드 테이블 협탁 스피커, M 블랙",85200,4844050587,False,0,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL
