,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,형태,바퀴
146,191,184625,"리빙힙 앵귤러 테이블 S, 베이지",23900,180956899,True,49,5.0,63.0,False,,0,29.0,NULL,NULL,NULL,NULL,NULL
147,193,184625,"스칸디나 좌식 테이블 800, 화이트",27900,4854736373,True,30,5.0,27.0,False,샤바스,0,27.0,800 x 480 x 320 mm,화이트,NULL,NULL,NULL
148,194,184625,"프리메이드 라운드 티테이블 600 카페테이블, 레드펄",37900,1824859431,False,0,4.0,37.0,False,프리메이드,0,15.0,W600 X D600 X H725 mm,NULL,LPM+스틸,NULL,NULL
149,195,184625,"비스비바 데일리 원목 사각 접이식 테이블, 베이직 나무원목색",27600,294772,True,34,4.0,460.0,False,비스비바,0,157.0,480 x 370 x 660 mm,베이지,원목,직사각형,NULL
150,196,184625,홈페리 원목 거실 소파 접이식 사각 원목 선반 테이블,50900,1852853398,True,0,5.0,21.0,False,홈페리,0,21.0,NULL,NULL,NULL,NULL,NULL
151,197,184625,"제우스 DIY 스택 A형 협탁수납장, 올블랙",20950,164487842,True,11,4.0,299.0,False,,0,146.0,NULL,NULL,NULL,NULL,NULL
152,200,184625,"조은세상 라미스 테이블N 1200 x 600 x 330 mm, 화이트",49930,1704297844,True,0,4.0,64.0,False,조은세상,0,64.0,NULL,NULL,NULL,NULL,NULL
153,202,184625,"제이디퍼니처 고급 2단 서랍형 협탁, 화이트",23900,1486602,True,0,4.5,629.0,False,제이디퍼니처,0,93.0,400 x 370 x 424mm,화이트,합성목재,NULL,NULL
154,203,184625,"홈페리 라피네 선반 테이블, 화이트",51900,1740694887,True,0,4.0,88.0,False,홈페리,0,37.0,NULL,NULL,NULL,직사각형,NULL
155,205,184625,"제이에스리빙 사무용책상 높은 원목 미니 노트북 이동식 책상 협탁 접이식 티 식탁 베드 트레이 좌식 간이 보조 높이 각도 조절 거실 튼튼한 사이드 테이블 사무실 C57-587, 언더랙 데스크",35800,1797592263,False,28,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
156,206,184625,"다세코 원목 접이식 손잡이 좌식테이블 베드트레이 피크닉 캠핑 미니 노트북 티테이블 침대책상, 단품",15900,5133784091,False,0,3.5,6.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL
157,207,184625,"아토소 베드 사이드 테이블 30-15, 화이트",19900,4615881364,True,0,4.5,10.0,False,아토소,0,7.0,NULL,NULL,NULL,NULL,NULL
158,208,184625,"오에이데스크 이동식 사이드 테이블 대 OT129, 블랙",25820,331085790,True,2,3.0,164.0,False,,0,124.0,NULL,NULL,NULL,NULL,NULL
159,209,184625,"이케아 LACK 보조테이블 703.529.37, 블랙",13800,57977289,False,0,4.0,243.0,False,이케아,착불배송,20.0,55 x 55 x 45 cm,NULL,NULL,정사각형,바퀴없음
160,210,184625,"신화리빙 티테이블 원형테이블, 화이트 밤부 티테이블 600",44500,225668332,False,0,4.5,92.0,False,신화리빙,0,76.0,NULL,NULL,NULL,NULL,NULL
161,211,184625,"IYES 높이조절 이동식 원목 사이드 다용도 테이블 IY-604, 베이지우드",45000,1946884812,False,0,5.0,3.0,False,,"2,500",3.0,NULL,NULL,NULL,NULL,NULL
162,212,184625,"프리메이드 제니 원형 티테이블 소파 테이블, 화이트800",58900,38039073,False,25,4.5,243.0,False,프리메이드,0,30.0,W800xD800xH740mm,NULL,합성목재+대나무원목,NULL,NULL
163,214,184625,"오에이데스크 모던좌식 테이블 대 OT203, 화이트우드",13900,88514443,True,41,4.5,31.0,False,,0,18.0,NULL,NULL,NULL,NULL,NULL
164,216,184625,"제이에스리빙 침대 협탁 원목 엔틱 우드 사이드 테이블 원룸 침실 거실 보조 간이 선반 노트북 좌식 미니 수납장 베드 쇼파 다용도 이동식 바퀴 2단 3단 H3105 60x30x60, 화이트",34900,1946841237,False,29,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL
165,217,184625,"에스디엘 이동식 사이드테이블 소파 책상 노트북 간이 보조 노트북 이동식 높이조절 인강, ST-602, 라이트우드",23800,5531898619,False,15,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
166,220,184625,"데코 테이블 1단, 그레이",14900,343168868,True,0,4.0,61.0,False,,0,56.0,NULL,NULL,NULL,NULL,NULL
167,222,184625,"룸스퀘어 원목 카페테이블 커피테이블 티테이블 모음, 05_직사각카페테이블900(브라운)",64800,32488496,False,0,4.5,268.0,False,,0,67.0,900*500*730mm,브라운,"원목,상판(mdf)",NULL,NULL
168,223,184625,"아이리스 포미 사이드 테이블 협탁수납장 IWST-300, 애쉬브라운",33800,1379168028,False,0,4.0,99.0,False,아이리스,0,91.0,NULL,NULL,NULL,NULL,NULL
169,225,184625,"OMT 이동식 다용도 테이블 바퀴형 ONA-306, 화이트",20050,61967800,True,8,4.5,107.0,False,,0,12.0,30x50x60cm,화이트,합성목재,NULL,바퀴있음
170,228,184625,아이가든 밤부 접이식 티테이블 좌식 테이블,14800,1195082245,False,0,4.0,23.0,False,아이가든,0,17.0,50x30x24cm,NULL,대나무,NULL,NULL
171,229,184625,"조은세상 고무나무 원목 테이블 900 x 500 mm, 내추럴",48500,1978205546,True,0,5.0,9.0,False,,0,9.0,NULL,NULL,NULL,NULL,NULL
172,230,184625,진로 두꺼비 접이식 홈술상,49800,5151779839,False,0,4.5,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL
173,231,184625,"IYES 이동식 다용도 5단계 각도조절 테이블 IY-5X84, 화이트우드",78900,2105084125,False,0,4.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL
174,232,184625,"이케아 선반 TV장식장 LACK 라크 90x26x45cm TV장/거실장, 블랙",21050,216117890,False,0,4.0,29.0,False,이케아,착불배송,25.0,NULL,NULL,NULL,NULL,NULL
175,233,184625,"에보니아 720 이동식 철재 사이드테이블 900, 화이트",31800,1930917890,False,0,3.0,5.0,False,에보니아,0,5.0,NULL,NULL,NULL,NULL,NULL
176,234,184625,"바퀴달린테이블 수동 각도 높이 조절 바퀴 이동식 간이 1인티 사이드 간편 책상 테이블, 小 아이보리",20800,4881271729,False,0,5.0,3.0,False,,"3,000",3.0,NULL,NULL,NULL,NULL,NULL
177,235,184625,"아트랙 노블-800 색상9종 거실테이블 소파 테이블, 블랙/화이트",44000,21213672,False,22,4.0,587.0,False,아트랙,착불배송,38.0,NULL,멀티혼합컬러,합성목재,직사각형,NULL
178,236,184625,"라움 소나무원목 좌탁 1200, NA_내추럴",99000,320463150,False,0,5.0,1.0,False,더리드,0,1.0,NULL,NULL,NULL,NULL,NULL
179,237,184625,"인퍼니처 [러브테이블+의자 세트] 2인용 티테이블 부부테이블 베란다테이블 원형테이블 카페테이블 셋트 거실테이블, 기획A-은분체 화이트",69500,340927352,False,0,4.5,32.0,False,,"12,000",31.0,NULL,NULL,NULL,NULL,NULL
180,238,184625,"파로마 아도니스 서랍 협탁, 그레이",48000,4570447924,True,0,2.0,14.0,False,파로마,0,14.0,NULL,NULL,NULL,NULL,NULL
181,239,184625,"이프유샵 앙코르 마블 사이드 테이블 대리석 골드 티 침대 쇼파 보조 간이 미니 커피 거실 2인, 앙코르마블골드",56900,290322013,False,0,4.5,46.0,False,,0,25.0,NULL,NULL,NULL,직사각형,NULL
182,240,184625,"조은세상 고무나무 원목 테이블 800 x 600 mm, 내추럴",46200,1978205541,True,0,5.0,18.0,True,,,18.0,NULL,NULL,NULL,NULL,NULL
183,241,184625,"앳홈 스퀘어 미니 협탁, 블랙",24290,220852392,True,0,4.0,14.0,False,앳홈,0,4.0,NULL,NULL,NULL,NULL,NULL
184,243,184625,"[삼익가구]데눅스 원목 거실테이블 수납 사이드테이블 600, 내추럴",30900,2239436781,False,55,4.5,31.0,False,삼익가구,착불배송,31.0,NULL,NULL,NULL,NULL,NULL
185,244,184625,보니애가구 루시 12T 화이트 통세라믹 원형 화이트골드 소파테이블 600+800 SET 소파 테이블,219000,297676105,False,63,4.0,38.0,False,보니애가구,착불배송,28.0,NULL,NULL,NULL,원형,NULL
186,246,184625,"윈디 투서랍 원목 협탁 CNM059C, 화이트",34900,1862943833,False,78,4.5,17.0,False,나무뜰,착불배송,17.0,NULL,NULL,NULL,NULL,NULL
187,247,184625,"런메이크 (50%할인) 사이드테이블 협탁 모음-침대수납 미니쇼파, 02. 모던 협탁-블랙",19900,100412079,False,0,4.0,31.0,False,,"3,000",19.0,NULL,NULL,NULL,NULL,NULL
188,248,184625,"홈페리 라피네 원목 테이블 L, 화이트",40900,214056874,True,0,4.5,9.0,False,홈페리,0,9.0,NULL,NULL,NULL,NULL,NULL
189,249,184625,"LPM 대형 쌍발 접이식 테이블 1200 x 800 mm, 마블 화이트",42060,2311884270,True,5,4.0,8.0,False,,0,8.0,NULL,NULL,NULL,NULL,NULL
190,251,184625,쇼신 피데스 사이드테이블 S,15000,1220257340,True,0,4.0,28.0,False,,0,21.0,NULL,NULL,NULL,NULL,NULL
191,253,184625,"앳홈 스퀘어 협탁 중형, 원목",37900,1248184941,True,0,4.5,10.0,False,Athome,0,9.0,NULL,NULL,NULL,NULL,NULL
192,255,184625,"블루밍홈 텔리테이블, 네츄럴",32900,58164188,True,44,4.5,332.0,False,블루밍홈,0,61.0,NULL,베이지,합성목재,NULL,NULL
193,256,184625,"1인용 철재 모던 테이블 600, 우드슬랩",32900,4829497446,False,15,4.5,44.0,False,,0,39.0,NULL,NULL,NULL,NULL,NULL
194,257,184625,"LPM 높이조절 접이식 테이블 900 x 600 mm, 마블 화이트",26350,2311884582,True,1,4.0,9.0,False,,0,9.0,NULL,NULL,NULL,NULL,NULL
195,258,184625,"높이조절 이동식 사이드테이블, 3.태블릿형(60)",24700,205448779,False,0,4.5,76.0,False,,0,52.0,60X40,NULL,"MDF, STEEL",NULL,NULL
196,260,184625,"일루일루 스카 골드 대리석 티 테이블 4타입 좌탁/티테이블, 원형상판 원형프레임 60",109900,183709682,False,0,4.5,28.0,False,일루일루,0,22.0,60,NULL,대리석,NULL,NULL
197,261,184625,"코끼리리빙 다용도 이동식 테이블, 블랙",24880,260681792,True,5,4.5,233.0,False,코끼리리빙,0,153.0,NULL,NULL,NULL,NULL,바퀴있음
198,263,184625,"스토리퍼니쳐 9파이 LPM 접이식 거실 테이블 1200 x 600 mm, 화이트",44800,4760375040,True,0,5.0,3.0,False,스토리퍼니쳐,0,3.0,NULL,NULL,NULL,NULL,NULL
199,266,184625,"홈페리 라피네 테이블 L, 월넛",40900,1704696346,True,0,4.5,17.0,False,홈페리,0,18.0,900cm X 530cmX 320cm,NULL,원목,직사각형,NULL
200,267,184625,"21세기트랜드 컴포트 보조 테이블, 월넛 + 블랙",28380,4782614120,True,3,5.0,3.0,False,21세기트랜드,0,3.0,NULL,NULL,NULL,NULL,NULL
201,268,184625,"비에스디자인 국내제작 포코 투서랍형 협탁, 실버그레이",40000,279358736,False,0,4.5,74.0,False,비에스디자인,착불배송,72.0,NULL,NULL,NULL,NULL,NULL
202,269,184625,"푸른우드 원목 미니 침대협탁 소노클린원목 협탁, 소노클린PB",40000,167218686,False,20,4.5,48.0,False,,"5,000",24.0,W400D300H350,블랙액그레이,합성목재,NULL,NULL
203,271,184625,"제우스가구 심플 DIY 입식 멀티테이블 1200 x 590 X 725 mm, 화이트",45010,3323602,True,16,4.0,403.0,False,,0,78.0,1200 x 590 x 725 mm,화이트,합성목재,직사각형,NULL
204,272,184625,"리빙힙 팬지 테이블 L, 화이트",49200,232886645,True,0,4.0,58.0,False,,0,30.0,NULL,NULL,NULL,NULL,NULL
205,273,184625,"라운드 접이식 테이블 M, 화이트",26570,4868845218,True,2,5.0,7.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL
206,276,184625,"[룸스퀘어] 원목접이식 거실 소파 좌식 테이블 거실테이블, 02_까사테이블900-화이트하이그로시",44600,327762341,False,0,5.0,200.0,False,,0,159.0,NULL,NULL,NULL,직사각형,NULL
207,277,184625,"[무료배송]오픈기념 가로1400 사이즈 로아공방 접이식 테이블 대형 테이블 손님상 좌식탁 좌식상 집들이상, 원형길이조절다리, 화이트",59000,5184818574,False,34,5.0,20.0,False,,0,20.0,NULL,멀티(혼합)컬러,NULL,직사각형,NULL
208,279,184625,"애모씨오가구 파이 4인용 식탁, 고목",81320,145225211,True,0,3.5,41.0,False,,0,20.0,NULL,NULL,NULL,NULL,NULL
209,280,184625,이케아정품 KNARREVIK 협탁 보조테이블 미니테이블 침대협탁,18900,2140944633,False,0,4.0,12.0,False,이케아,착불배송,12.0,37cm x 28cm x 45cm,블랙,철제,NULL,NULL
210,281,184625,"이케아 NESNA 침대협탁, 대나무",22800,1063668,False,0,4.0,349.0,False,,착불배송,22.0,36 x 35 x 45 cm,베이지,원목,NULL,NULL
211,282,184625,"오에이데스크 심플 좌식 테이블 OT209, 블랙",5500,88890861,True,62,3.5,95.0,False,,0,59.0,NULL,NULL,NULL,NULL,NULL
212,283,184625,"코끼리리빙 접이식 테이블 1200 EBT-1260, 화이트",34090,1478542681,True,8,3.5,144.0,False,코끼리리빙,0,145.0,NULL,NULL,NULL,NULL,NULL
213,284,184625,"에스엔가구 3단 협탁, 옹이엔틱",37900,1316795582,False,0,4.5,80.0,False,,0,75.0,NULL,NULL,NULL,NULL,NULL
214,286,184625,"[삼익가구]로니 원목 거실 사이드테이블, 내추럴",28900,4590205344,False,58,4.0,23.0,False,삼익가구,0,23.0,NULL,NULL,NULL,NULL,NULL
215,288,184625,"플라워가구 쇼파테이블 거실테이블 좌식테이블 유리테이블 유리소파테이블 좌탁테이블, 쇼파테이블(엔틱프레임)청유리-1개",73000,1010208,False,0,4.0,43.0,False,플라워가구,착불배송,10.0,NULL,NULL,NULL,NULL,NULL
216,289,184625,"[우드공간] 카페 테이블, 원형커피테이블600(내추럴)",49800,47755118,False,0,4.5,70.0,False,,0,29.0,600x600x730,베이지,원목+기타소재,원형,NULL
217,290,184625,"노아가구 동동 협탁, 화이트",20900,3939561,True,0,4.0,287.0,False,노아가구,0,82.0,40 x 31 x 40 cm,화이트,합성목재,NULL,NULL
218,292,184625,"YOU&ME 심플 침대협탁 서랍장 1단 오픈형 CTG001, 블루",35800,1566154403,True,0,3.5,46.0,False,,0,46.0,NULL,NULL,NULL,NULL,NULL
219,293,184625,"리빙힙 앵귤러 테이블 L, 베이지(원목)",51360,207109443,True,0,5.0,78.0,False,,0,40.0,NULL,NULL,NULL,NULL,NULL
220,294,184625,"소프시스 위더스 커피 테이블 848, 화이트",21900,1806296707,True,12,5.0,42.0,False,소프시스,0,42.0,NULL,NULL,NULL,NULL,NULL
221,295,184625,"이케아 HOL 수납테이블(98x50), 단품",84800,101496045,False,0,4.5,18.0,False,이케아,착불배송,13.0,NULL,NULL,NULL,NULL,NULL
222,296,184625,"[무료배송]오픈기념 600x400 로아공방 접이식 테이블 좌식탁 좌식상 집들이상, 기본철사다리 화이트, 마블화이트",17900,4678817514,False,50,5.0,14.0,False,,0,14.0,NULL,NULL,NULL,직사각형,NULL
223,298,184625,"제우스가구 트랜드 미니 협탁, 화이트그레이",21900,4841483361,True,0,3.5,8.0,False,,0,8.0,400 x 340 x 480 mm,NULL,NULL,NULL,NULL
224,299,184625,"라로퍼니처 클로버 원목 600 800 사이드 소파 테이블 협탁, 내추럴",39000,5347198733,False,51,5.0,5.0,False,,"3,000",5.0,NULL,베이지,원목,직사각형,NULL
225,300,184625,"베스트리빙 다용도 유리테이블, 웬지",114770,63303070,False,0,4.5,53.0,False,베스트리빙,0,22.0,NULL,NULL,NULL,NULL,NULL
226,301,184625,"영진앵글 사이드테이블, 블랙",37000,5183213063,False,0,4.5,9.0,False,,0,9.0,NULL,NULL,NULL,NULL,NULL
227,302,184625,"비블코리아 너도밤나무 스틸 원형 테이블, 화이트",25630,1221045480,True,1,5.0,15.0,False,,0,12.0,NULL,NULL,NULL,원형,NULL
228,303,184625,IKEA KLINGSBO 티테이블,30400,40888855,False,0,5.0,74.0,False,,"4,000",26.0,NULL,NULL,NULL,NULL,NULL
229,304,184625,"아트피아 고무나무 원목 좌식 테이블, 원형테이블600",29900,2150266159,False,15,5.0,7.0,False,,"3,800",7.0,NULL,NULL,NULL,NULL,NULL
230,305,184625,"신화리빙 티테이블 원형테이블, 화이트 밤부 티테이블 800",56000,225589766,False,0,4.5,24.0,False,신화리빙,0,18.0,NULL,NULL,NULL,NULL,NULL
231,307,184625,"단추 라운드 원목 이동식 사이드 테이블, 아이보리",9900,5102894943,False,60,4.5,5.0,False,,"3,500",5.0,NULL,오크색상,원목,원형,NULL
232,308,184625,"꾸미까 원형 스탠드 미니 다용도 테이블 대 H21, 화이트",24320,1920042974,True,5,4.5,5.0,False,,0,5.0,NULL,NULL,NULL,원형,NULL
233,309,184625,"에코DIY 원목 다용도 탁자, 내츄럴",52480,1611553,True,0,4.5,141.0,False,,0,74.0,900 x 365 x 730 mm,베이지,원목,직사각형,NULL
234,311,184625,"동서가구 미휴 스칸딕 1600 거실장 TV다이 DF640604, 메이플",69900,221936408,False,41,5.0,37.0,False,동서가구,착불배송,37.0,NULL,NULL,NULL,NULL,NULL
235,312,184625,"IYES 높이조절 이동식 원목 사이드 테이블 IY-604, 블랙",39850,1930085692,True,1,4.0,12.0,False,,0,12.0,NULL,NULL,NULL,NULL,NULL
236,314,184625,"조은리빙 사이드 트레이 테이블, 라이트옐로우",16260,59387423,False,25,4.5,973.0,False,조은리빙,0,164.0,NULL,NULL,NULL,NULL,NULL
237,315,184625,"엘케이 이동식 사이드테이블 높이조절 책상, 중형 내츄럴우드",23000,5223001057,False,0,3.5,12.0,False,,0,12.0,NULL,NULL,NULL,NULL,바퀴있음
238,316,184625,"아트랙 리엔 거실테이블/소파테이블, 화이트",57500,27005275,False,34,4.5,286.0,False,아트랙,착불배송,38.0,NULL,NULL,NULL,NULL,NULL
239,317,184625,"원목 강화유리 협탁, 블랙",21000,1566220485,True,3,2.0,5.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL
240,318,184625,"이동식 사이드 테이블 태블릿형 소 OT219, 블랙",17090,4841411544,True,3,3.0,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL
241,319,184625,"우드레이 HPM 원목 사이드협탁 3번, 오크",62980,1801459632,True,1,4.5,9.0,False,우드레이,0,9.0,NULL,NULL,NULL,NULL,NULL
242,321,184625,"룸앤홈 스칸 테이블 1000, 마블화이트",30070,57040321,True,43,4.0,423.0,False,룸앤홈,0,22.0,1000 x 400 x 350 mm,화이트,NULL,직사각형,바퀴없음
243,323,184625,"포더홈 플랫 리빙 소파 테이블 좌식테이블, 1] 거실 테이블 1200 [낮은형]_화이트",117500,2085926625,False,62,5.0,10.0,False,포더홈,0,10.0,NULL,NULL,NULL,NULL,NULL
244,325,184625,"프리메이드 원목 테이블, 라운드",42900,3629823,False,0,4.0,190.0,False,프리메이드,0,32.0,710 x 360 x 270mm,브라운,원목,굴곡형/3D입체,NULL
245,326,184625,"포메리트 6인용 테이블 PVC다리 중형, 멀바우",40400,152190576,True,19,4.5,63.0,False,포메리트,0,30.0,NULL,NULL,NULL,NULL,NULL
246,327,184625,"바네스데코 원목 소파 사이드테이블, 내추럴",34900,5205986855,True,2,5.0,3.0,False,바네스데코,0,3.0,60 x 40 x 65 cm,NULL,원목,NULL,바퀴없음
247,330,184625,"킴스트리 국산 완제품 철제 사이드 테이블 거실 소파 노트북 보조 테이블 3컬러, 블랙",37900,1202600292,False,22,4.5,23.0,False,,0,20.0,600x400x610,NULL,철제,NULL,바퀴없음
248,332,184625,루쏘퍼니쳐 [특가] 까르페 대리석 소파테이블 사이드테이블 테이블 좌탁,136000,2082386978,False,19,4.5,64.0,False,루쏘퍼니쳐,착불배송,10.0,1150x650x375,아이보리,NULL,NULL,NULL
249,333,184625,"일룸 타우 사이드테이블, 10.IVIIV(아이보리+아이보리)",79000,150391118,False,0,4.5,7.0,False,일룸,0,3.0,NULL,NULL,NULL,NULL,NULL
250,335,184625,"동서가구 소이 거실 리프트 테이블 800 YCW038, 올블랙",64900,4699568623,False,34,5.0,12.0,False,동서가구,착불배송,12.0,NULL,NULL,NULL,NULL,NULL
251,336,184625,"리빙힙 피넛 테이블 M, WHITE",112550,67068308,False,0,4.5,114.0,False,리빙힙,0,36.0,NULL,화이트,원목,NULL,NULL
252,337,184625,"이케아 GLADOM 글라돔 트레이테이블 45x53cm, 4.블랙 004.119.97",17500,111576390,False,0,4.0,42.0,False,이케아,착불배송,28.0,45x53cm,블랙,철제,NULL,바퀴없음
253,339,184625,"제이디퍼니처 고급 3단 서랍형 협탁, 아카시아",31240,1486603,True,16,4.0,904.0,False,제이디퍼니처,0,88.0,400 x 370 x 565 mm,브라운,합성목재,NULL,NULL
254,340,184625,휘게리퍼니쳐 헤닝센 멀바우 협탁 600,59000,235117325,False,45,4.5,13.0,False,,착불배송,9.0,600,브라운,합성목재,NULL,NULL
255,342,184625,"루나하우스 하이그로시 액자 사이드테이블 795 x 395 x 645 mm, 가로등",35900,2279871992,True,0,4.5,19.0,False,,0,19.0,NULL,NULL,NULL,NULL,NULL
256,344,184625,"까사레브 모리 협탁, PU가죽 그레이",103900,1492080045,True,0,4.5,31.0,False,까사레브,0,26.0,NULL,NULL,NULL,NULL,NULL
257,345,184625,"햇살맑은집 스틸 플랜트박스 콘솔, 블랙",62600,4656444618,True,9,4.5,92.0,False,햇살맑은집,0,3.0,NULL,NULL,NULL,NULL,NULL
258,347,184625,"[무료배송]오픈기념 1800x800로아공방 접이식 테이블 대형 테이블 손님상 좌식탁 좌식상 집들이상, 사각4단 블랙, 골드마블",119000,4679507526,False,43,5.0,24.0,False,,0,24.0,NULL,NULL,합성목재,직사각형,NULL
259,348,184625,"리바트 담소 티테이블(키높이형), 1개",131180,2106979,False,42,5.0,71.0,False,리바트,0,34.0,NULL,브라운,원목,NULL,NULL
260,350,184625,"리빙힙 팬지 테이블 네이처 M, 베이지(원목)",34900,207109410,True,0,4.5,83.0,False,,0,46.0,NULL,NULL,NULL,NULL,NULL
261,352,184625,"이케아 HOL 보조 테이블, 아카시아나무",48800,5158233348,False,0,5.0,19.0,False,이케아,착불배송,9.0,NULL,NULL,NULL,NULL,NULL
262,354,184625,"지벤가구 뉴리파인 거실테이블 1200 x 600 x 300 mm, 블랙천연무늬목",154000,1349838200,False,22,4.0,57.0,False,,착불배송,9.0,NULL,NULL,NULL,NULL,NULL
263,357,184625,침대 소파 컴퓨터 책상 80cm 와이드 사이드 테이블,26800,4842345676,False,0,4.5,12.0,False,,"2,500",12.0,NULL,NULL,NULL,NULL,NULL
264,358,184625,"코시나 모던 테이블, 그레이",15820,4322666023,True,1,3.5,9.0,False,코시나,0,9.0,NULL,NULL,NULL,NULL,NULL
265,359,184625,"와이디 접이식 노트북 책상 1인용 사이드 테이블, 월넛(YWD3038-WN)",16990,1249222201,False,0,3.5,25.0,False,와이디,착불배송,22.0,NULL,NULL,NULL,NULL,NULL
266,363,184625,"마켓비 CARINO 500 사이드테이블, 블랙",25400,6888562,True,0,4.0,35.0,False,마켓비,0,8.0,지름 50 cm x 높이 45 cm,블랙,철제,원형,바퀴없음
267,364,184625,"아인스 원목 DIY 좌탁 1200 x 600 x 340 mm, 네추럴",70000,5183760701,False,0,5.0,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL
268,366,184625,"SS1705 와이드이너테이블 이동식협탁 사이드테이블, 화이트",112500,2496306,False,0,4.0,45.0,False,,0,20.0,NULL,화이트,합성목재,NULL,NULL
269,367,184625,"라자가구 위드 800 리프트업 소파테이블 cw069, 메이플화이트",68900,260634788,False,46,4.5,87.0,False,라자가구,착불배송,42.0,W800 x D600 x H330~550mm,NULL,NULL,NULL,NULL
270,369,184625,"스토리퍼니쳐 서핑보드 테이블 대형, 화이트마블",37670,1628432521,True,3,4.0,10.0,False,,0,10.0,NULL,NULL,NULL,NULL,NULL
271,370,184625,"온리빙 컵홀더 접이식 좌식테이블, 내추럴우드",8730,4570252016,True,19,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL
272,371,184625,"홈페리 라피네테이블(L) 테이블, 네츄럴",40900,15553197,True,0,4.5,107.0,False,홈페리,0,8.0,NULL,베이지,NULL,직사각형,NULL
273,373,184625,"제이픽스 강화유리 원목 좌식 테이블 750, 내추럴",34900,1857617993,True,12,4.0,5.0,False,제이픽스,0,5.0,NULL,NULL,NULL,NULL,NULL
274,374,184625,"제이에스리빙 사이드 테이블 노트북 소파 침대 원목 높이조절 거실 미니 침실 협탁 베드 간이 보조 이동식 책상 카페 식탁 입식 사무실 티테이블 K6711 40X60X70-94, DT-300S 베이직 하이 테이블",23400,2019947173,False,46,4.0,17.0,False,,0,14.0,NULL,NULL,NULL,NULL,NULL
275,377,184625,"블랙 철제 다리 접이식 테이블 1200 x 450 mm, 그레이",72000,2138761297,True,0,4.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL
276,378,184625,"[텐바이텐] 타볼리노 쿠션 테이블-ABS플라스틱, 오렌지+베이지상판",28000,265622585,False,20,5.0,9.0,False,텐바이텐,0,6.0,NULL,NULL,NULL,NULL,NULL
277,379,184625,"가구데코 소호 2단서랍 침대 협탁 NA0226, 그레이",45000,1820739888,False,43,4.5,4.0,False,가구데코,0,4.0,NULL,NULL,NULL,NULL,NULL
278,380,184625,"한양MSL 멀티 높이조절 사이드 테이블, 화이트",32900,4829498881,True,0,4.0,1.0,False,한양MSL,0,1.0,80 x 40 cm,NULL,NULL,NULL,NULL
279,381,184625,"부자오빠 접이식 우드 좌식책상, 화이트",8900,4396039629,True,0,4.0,14.0,False,부자오빠,0,14.0,NULL,NULL,NULL,NULL,NULL
280,382,184625,"아트랙 노블-1000 거실테이블 소파 테이블, 화이트/화이트",54000,27368164,False,18,4.0,143.0,False,아트랙,착불배송,27.0,NULL,화이트,NULL,NULL,NULL
281,383,184625,"지엠퍼니처 플로윙 화이트 원형 식탁 테이블 600 800 (2인용/4인용), 플로윙 800 화이트+화이트",69900,1251417451,False,32,4.5,58.0,False,지엠퍼니처,착불배송,20.0,800xH730,NULL,합성목재,NULL,NULL
282,384,184625,"랍슨디자인 에스틸로 다용도 원형 테이블, 화이트",40500,2373600877,False,25,4.5,6.0,False,랍슨디자인,0,6.0,NULL,NULL,NULL,원형,NULL
283,385,184625,"마켓비 HOMATO 좌식 접이식테이블 120 SM-733NPL, 래치드블랙",112800,1504618314,False,0,4.5,3.0,False,마켓비,0,3.0,NULL,NULL,NULL,NULL,NULL
284,386,184625,"㈜아이리스코리아 시스템 스탁 공간박스 STB-400T, 베이지",11610,6047351,True,16,4.5,224.0,False,,0,53.0,40 x 28.7 x 30.5 cm,베이지,합성목재,NULL,NULL
285,387,184625,"높이조절 테이블 사이드 티테이블 1인용 접이식 책상 거실사무용, 1인용접이식책상-아이보리(소)",19900,5051031309,False,20,3.0,2.0,False,,"3,000",2.0,NULL,NULL,NULL,NULL,NULL
286,388,184625,레스토 우드슬랩 원목 거실 좌식 소파 테이블 1200 / 1500,199000,2155941223,False,0,4.0,12.0,False,,0,12.0,NULL,NULL,NULL,일자형,NULL
287,389,184625,"홍시퍼니처 강화유리 U형 모던 테이블, 그레이",35900,1221446868,False,0,4.0,17.0,False,,0,16.0,940(W)X420(D)X330(H),NULL,인조가죽,U자형,NULL
288,391,184625,"룸스퀘어 원목 카페테이블 커피테이블 티테이블 모음, 11_원형카페테이블600(화이트)",62800,5028498166,False,0,5.0,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL
