,rank,category,name,price,product_id,baby_product_link,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,attribute_list,recommends_list,count
564,565,434945,"해피박스 먼지커버, 블랙, 10개",5000,125472,https://www.coupang.com/vp/products/125472?itemId=11478369&vendorItemId=3017348031&sourceType=CATEGORY&categoryId=434845,True,0,4.0,411.0,False,,0,"['재질: 플라스틱', '단 수: 1단', '쿠팡상품번호: 125472 - 11478369']",[],1.0
565,566,434945,"오픈형 접이식 리빙박스 53L, 블루, 1개",19900,4731961993,https://www.coupang.com/vp/products/4731961993?itemId=5999589030&vendorItemId=73297356530&sourceType=CATEGORY&categoryId=434845,True,0,5.0,3.0,False,,0,"['개당 용량: 53L', '접이 가능여부: 접이식가능', '쿠팡상품번호: 4731961993 - 5999589030']",[],3.0
566,567,434945,"엠엔피라이프 옥스포드 이불정리함 특대형, 스트라이프(네이비), 1개",8900,4664319531,https://www.coupang.com/vp/products/4664319531?itemId=5825977840&vendorItemId=73124342882&sourceType=CATEGORY&categoryId=434845,True,3,5.0,3.0,False,엠엔피라이프,0,['쿠팡상품번호: 4664319531 - 5825977840'],[],3.0
567,568,434945,"폴딩형 슬라이딩 옷장정리 수납트레이 낮은형, 화이트그레이, 2개",18200,1730306637,https://www.coupang.com/vp/products/1730306637?itemId=2945212876&vendorItemId=75869435710&sourceType=CATEGORY&categoryId=434845,False,0,5.0,7.0,False,,0,"['접이 가능여부: 접이식가능', '쿠팡상품번호: 1730306637 - 2945212876']",[],7.0
571,572,434945,"멀티 큐브박스 리빙박스 40L, 화이트, 3개",41700,322061314,https://www.coupang.com/vp/products/322061314?itemId=1031199616&vendorItemId=5479802000&sourceType=CATEGORY&categoryId=434845,True,46,4.5,49.0,False,,0,"['개당 용량: 40L', '정리함 형태: 박스형', '개폐방식: 슬라이딩형', '투명 여부: 불투명', '바퀴 유무: 바퀴없음', '쿠팡상품번호: 322061314 - 1031199616']",[],43.0
572,573,434945,"해강 패브릭 이불 정리가방 중형, 무지그레이, 1개",5850,295693096,https://www.coupang.com/vp/products/295693096?itemId=932452311&vendorItemId=5311569374&sourceType=CATEGORY&categoryId=434845,True,2,4.5,21.0,False,,0,['쿠팡상품번호: 295693096 - 932452311'],[],16.0
573,574,434945,"플라스틱 슬라이딩 리빙박스 수납정리함 특대형, 그레이, 3개",32900,2305823781,https://www.coupang.com/vp/products/2305823781?itemId=3974345614&vendorItemId=71006305485&sourceType=CATEGORY&categoryId=434845,False,8,4.5,8.0,False,이즈리빙,0,['쿠팡상품번호: 2305823781 - 3974345614'],[],8.0
578,579,434945,"조은리빙 스토리지 리빙박스 56L, 그레이, 2개",14850,1516002312,https://www.coupang.com/vp/products/1516002312?itemId=328854712&vendorItemId=3806473839&sourceType=CATEGORY&categoryId=434845,True,16,4.0,70.0,False,조은리빙,0,"['개당 용량: 56L', '재질: 폴리에스터(PE)', '개폐방식: 지퍼식', '투명 여부: 투명', '접이 가능여부: 접이식가능', '쿠팡상품번호: 1516002312 - 328854712']",[],12.0
581,582,434945,"가규 라운드 리빙박스 XL, 2p, 화이트",14500,5319134573,https://www.coupang.com/vp/products/5319134573?itemId=7731787933&vendorItemId=75021970917&sourceType=CATEGORY&categoryId=434845,False,19,5.0,8.0,False,,0,"['개폐방식: 뚜껑식', '재질: 폴리프로필렌(PP)', '쿠팡상품번호: 5319134573 - 7731787933']",[],8.0
582,583,434945,"가쯔 멀티블럭 리빙박스 56L, 그레이, 4개",25740,82364354,https://www.coupang.com/vp/products/82364354?itemId=75003428&vendorItemId=3124543912&sourceType=CATEGORY&categoryId=434845,True,0,4.0,131.0,False,가쯔,0,"['개당 용량: 56L', '개폐방식: 뚜껑식', '바퀴 유무: 바퀴없음', '재질: 폴리프로필렌(PP)', '투명 여부: 불투명', '쿠팡상품번호: 82364354 - 75003428']",[],26.0
